Time x_cm_1 y_cm_1 x_cm_2 y_cm_2 x_cm_3 y_cm_3 x_cm_4 y_cm_4 x_cm_5 y_cm_5 x_cm_6 y_cm_6 x_cm_7 y_cm_7 x_cm_8 y_cm_8 x_cm_9 y_cm_9 x_cm_10 y_cm_10
470 19.5659 2.5812 -7.7841 3.7046 16.9692 2.3554 -6.4148 3.1548 11.2700 2.7929 102.6441 2.1972 -6.3769 0.5996 5.4719 2.2279 -6.1854 2.2469 21.8412 2.4776
471 19.6773 2.5269 -7.8839 3.3685 18.3575 2.5369 -6.6838 3.3929 12.5750 2.5198 101.2648 2.4196 -6.4748 0.9262 5.4377 2.2081 -6.0576 2.5630 23.3761 2.3870
472 19.8231 2.5958 -8.0844 3.1418 19.6685 2.5933 -6.6208 4.0244 13.8465 2.5037 100.1326 2.4915 -6.5835 1.7537 5.7475 2.1500 -6.0333 2.3441 24.5183 2.3982
473 19.6428 2.5786 -7.9365 3.1398 20.8961 2.3808 -6.3902 4.1732 15.3614 2.3396 98.9277 2.4437 -6.5220 2.0978 6.8798 2.2274 -6.2085 2.4386 26.1650 2.3223
474 19.4493 2.5603 -8.1551 3.0856 22.3765 2.6561 -6.4301 4.7518 16.8872 2.5991 97.5510 2.5561 -6.3587 2.3572 7.6281 2.4165 -6.2972 2.5013 27.6381 2.4751
475 19.2958 2.5539 -8.3780 3.0989 24.0527 2.4437 -6.2393 4.9536 18.0879 2.4793 96.8221 2.3871 -6.4461 2.7415 8.1573 2.7645 -6.5025 2.5689 29.0236 2.5495
476 18.9068 2.4738 -8.4486 3.1420 25.7192 2.3510 -6.5551 5.2268 19.3248 2.4875 96.1620 2.4980 -6.6979 3.1656 9.0915 2.7009 -6.6101 2.6505 30.5133 2.6536
477 18.4215 2.5258 -8.9282 3.1364 27.6606 2.2934 -6.7927 5.6211 20.5468 2.6456 95.4656 2.4201 -6.5981 3.7800 10.1679 2.6034 -6.4171 2.6578 31.3995 2.7514
478 18.1727 2.5287 -9.4258 2.9592 28.5042 2.5156 -6.7087 5.5647 21.6213 2.6963 94.1202 2.4569 -6.7829 3.9771 11.2612 2.4642 -6.7526 2.6397 32.8060 2.7116
479 18.0593 2.4420 -9.5066 2.7056 29.7260 2.4594 -7.0280 5.6032 22.8269 2.6558 93.3657 2.5138 -6.5582 4.1004 12.3026 2.3971 -7.4644 2.4783 34.2859 2.5436
480 17.1702 2.5131 -9.7414 2.3878 31.0624 2.5388 -6.7927 5.6611 23.9545 2.6250 93.0162 2.5481 -6.5447 3.9821 13.5441 2.3714 -7.9320 2.2754 35.6690 2.4131
481 16.5143 2.5816 -10.1336 2.1426 32.5234 2.6562 -6.8194 5.1879 24.7813 2.7733 92.5185 2.4263 -6.3187 3.9293 14.6924 2.3960 -7.8569 2.7330 36.7454 2.5425
482 15.8015 2.5812 -9.9588 2.0627 33.7802 2.5553 -7.0996 5.0792 25.9451 2.4984 92.2718 2.5152 -6.1499 4.1732 15.8942 2.4860 -8.0268 2.7575 38.3229 2.6310
483 15.1563 2.6079 -10.0861 1.6583 34.5734 2.4805 -7.5482 4.7000 26.6242 2.6431 91.7390 2.5390 -6.2506 4.0266 17.1121 2.6264 -7.9224 2.4959 39.6731 2.6226
484 13.9299 2.5091 -10.3849 1.4223 35.7027 2.6559 -7.8311 4.1953 27.1778 2.5626 91.5124 2.4552 -6.3809 3.8655 18.5642 2.4913 -7.5599 2.6046 40.7323 2.5570
485 13.4583 2.5751 -10.4570 2.0268 36.7365 2.5555 -7.8175 3.8641 27.8494 2.4998 91.4953 2.5407 -6.5238 4.1282 19.7376 2.2309 -7.5121 2.5076 42.1475 2.5085
486 12.9451 2.5129 -10.1486 2.1572 38.1514 2.2331 -7.5967 3.1883 28.2008 2.5298 91.0523 2.4757 -6.6788 4.0975 21.1319 2.6225 -7.0929 2.9250 43.3014 2.5203
487 12.4787 2.5461 -10.1163 2.0403 39.5513 2.2537 -7.8181 2.9525 28.6493 2.3694 90.7042 2.4982 -7.0183 4.4806 22.3133 2.5989 -6.7117 3.4510 44.5331 2.6570
488 12.1573 2.4974 -10.1688 1.8329 40.9347 2.4564 -7.5411 2.7282 29.3048 2.4476 90.2698 2.4689 -7.1002 4.5465 24.0339 2.6349 -6.3976 3.3947 45.9154 2.4629
489 12.0290 2.5217 -10.0174 1.0683 42.3708 2.6572 -7.4420 2.4779 29.0562 2.4960 90.6123 2.5023 -7.1984 4.4924 25.4593 2.4060 -5.9181 3.7129 47.2155 2.6563
490 11.9332 2.4810 -9.8048 0.9101 43.7893 2.3777 -7.1963 2.6587 29.2154 2.5461 91.2133 2.5191 -7.6791 4.8902 26.4967 2.4946 -5.6272 3.8792 48.3937 2.6385
491 12.1622 2.5080 -9.4230 0.6238 44.8824 2.3726 -7.3056 2.6542 29.0283 2.5269 91.4244 2.4468 -8.0206 4.9079 27.8467 2.4941 -5.1827 3.9139 49.8886 2.6137
492 12.3536 2.5420 -9.2315 0.3960 46.2503 2.4158 -7.0492 2.6970 28.5639 2.5224 91.9197 2.4895 -8.6237 4.9878 29.1223 2.4703 -5.0022 4.3098 51.4545 2.6193
493 12.5834 2.6033 -8.9709 0.5826 47.6884 2.4610 -7.0941 2.8850 28.2218 2.4722 91.8887 2.4935 -8.8342 4.4300 30.7442 2.4156 -4.5957 4.4085 52.3164 2.4799
494 12.9807 2.5626 -8.6574 0.9177 48.3679 2.4859 -7.1935 3.2119 28.2280 2.4610 92.4985 2.6205 -9.1418 4.3327 32.2407 2.4533 -4.6472 4.0681 53.7213 2.4599
495 13.8981 2.4983 -8.9001 1.4780 49.1388 2.4975 -7.3747 3.5277 27.8017 2.4482 92.7723 2.4993 -9.7056 4.0924 33.9613 2.3031 -5.0170 3.8135 54.5324 2.6081
496 14.5305 2.4185 -8.8160 1.9727 50.1712 2.6771 -7.3515 3.7825 27.7445 2.4125 93.6100 2.6620 -9.8380 4.1834 34.9939 2.6116 -5.2369 3.7491 56.2762 2.3261
497 15.1707 2.2434 -8.9686 2.3467 50.5916 2.4638 -7.6455 3.8479 26.9740 2.2622 93.9182 2.5850 -9.9342 4.1167 36.2873 2.5809 -5.3691 3.3364 57.6637 2.4045
498 15.7373 2.5668 -9.1744 2.3537 51.0481 2.5554 -7.9879 3.8651 26.0857 2.4312 94.3278 2.5856 -9.6779 4.0842 37.4324 2.4475 -5.2201 3.1868 58.8300 2.3639
499 16.4667 2.5191 -9.5361 2.3476 51.2313 2.5581 -8.0057 4.0454 25.2744 2.5824 95.2669 2.5540 -9.2847 3.9124 38.7558 2.4640 -5.2087 3.0821 60.1373 2.4727
500 17.6844 2.5792 -9.8222 2.2794 50.9705 2.5590 -7.7198 3.9103 24.2560 2.4646 95.5700 2.5173 -9.1875 3.7090 40.0611 2.5103 -5.0865 3.0225 61.5476 2.5046
501 18.7331 2.6102 -9.8827 2.1208 51.4255 2.4969 -7.5985 4.0944 23.1304 2.4783 95.5625 2.3962 -8.5840 3.3757 41.3235 2.4346 -5.1340 2.6016 62.7633 2.3912
502 19.6516 2.5969 -10.2697 2.1302 51.6393 2.4794 -7.1863 4.0446 21.9526 2.4692 95.9549 2.4393 -8.2536 3.5234 42.2541 2.5012 -5.1396 2.4347 64.3413 2.4732
503 21.2362 2.7328 -10.4921 2.2694 50.8714 2.5410 -7.3014 3.8542 20.9586 2.5308 96.1441 2.4862 -7.8833 3.7971 42.3854 2.3738 -5.1587 2.1875 65.9283 2.3990
504 22.4127 2.6024 -10.2891 2.0982 50.5069 2.4955 -7.3098 3.5866 19.9525 2.4955 96.2297 2.5387 -7.7481 4.2417 42.8921 2.4928 -4.9304 1.9963 67.2929 2.4248
505 23.6083 2.3636 -10.2237 2.0959 50.3679 2.5323 -7.5270 4.0578 18.5708 2.4535 96.5209 2.4924 -7.8218 4.0147 43.3542 2.4102 -4.8162 1.8817 68.9872 2.4726
506 24.8675 2.5771 -9.9094 2.1088 50.2086 2.5995 -7.1966 4.0691 17.0341 2.4421 96.3312 2.4394 -8.1082 4.1669 43.4409 2.5010 -4.7653 1.3865 70.0814 2.4171
507 26.1298 2.3649 -9.7029 2.1021 49.5582 2.4534 -7.0500 3.7246 15.7161 2.5242 96.2997 2.4356 -8.0419 4.3603 43.7269 2.5369 -4.8831 1.4075 71.7139 2.2660
508 27.7361 2.4310 -9.5658 1.9395 48.9074 2.6260 -6.8470 3.7871 14.4735 2.5299 95.8677 2.4436 -8.0511 3.9553 44.0340 2.4751 -4.6156 1.5846 72.7341 2.3365
509 29.0824 2.4695 -9.2871 1.8813 48.5255 2.5160 -6.6122 3.9998 13.0997 2.4830 95.4428 2.5125 -7.8315 3.8798 44.1029 2.5173 -4.8141 1.5394 73.6620 2.2899
510 30.4697 2.5857 -9.4255 2.1144 47.5319 2.3041 -6.1945 3.7699 11.7885 2.8102 94.9553 2.4037 -7.8864 3.7672 44.0061 2.5463 -5.0277 2.1288 74.4789 2.3691
511 31.9190 2.6137 -9.3526 2.4447 46.3991 2.5450 -5.8974 3.7074 10.6901 2.6069 94.4084 2.3980 -7.8664 3.5832 44.1701 2.5768 -4.9651 1.7313 75.6183 2.4212
512 33.2323 2.4470 -9.2152 2.7662 45.3538 2.6324 -5.2513 4.2033 9.5187 2.8448 93.9128 2.6446 -7.6692 3.4730 43.7359 2.6365 -5.0341 1.6634 76.3096 2.3524
513 34.5192 2.4168 -9.4613 2.9362 44.2106 2.4684 -4.7582 4.5430 8.5545 2.9460 93.4546 2.5682 -7.8447 3.3153 43.9218 2.3783 -5.2177 1.4545 76.6783 2.3456
514 35.6873 2.5341 -9.2776 2.5820 42.8244 2.7460 -3.9201 4.3484 7.2423 3.0183 92.9732 2.5099 -7.9785 3.6592 43.2456 2.5363 -5.4736 1.7221 77.1324 2.4644
515 37.1465 2.4544 -9.3386 2.4556 41.4098 2.5038 -2.9385 4.5260 5.8518 3.3797 92.3397 2.4293 -7.9066 3.4356 42.6060 2.5660 -5.9959 1.6020 77.4497 2.4463
516 38.1852 2.3698 -9.3172 2.5262 39.9444 2.4392 -2.4853 4.1486 4.6415 3.6739 91.3135 2.4018 -7.5468 3.5567 41.5808 2.4495 -6.4029 1.6478 77.5567 2.3711
517 39.4862 2.5180 -9.2873 2.3961 38.4552 2.4209 -1.9945 4.4097 3.8159 3.8923 90.5662 2.4233 -7.3334 3.2730 40.7109 2.6190 -6.6466 1.7788 78.0996 2.4972
518 40.5725 2.4999 -9.3623 2.4556 37.0632 2.5338 -1.3099 4.1137 2.9552 3.9067 89.8605 2.6717 -6.7426 2.9604 39.7427 2.6276 -6.7190 1.7723 78.1287 2.4595
519 41.9575 2.3592 -9.6063 2.2280 36.0553 2.4220 -0.7019 3.8568 1.7503 3.9831 89.3575 2.6308 -6.4994 2.8709 38.4529 2.5722 -6.3276 1.6658 78.1519 2.5400
520 43.2241 2.5766 -9.7331 2.3359 34.7231 2.4514 0.1250 3.8627 1.1013 4.1105 88.9016 2.5352 -6.3293 3.0504 37.0503 2.5101 -5.9818 1.7660 77.7627 2.4777
521 43.9665 2.5289 -9.7222 2.1518 33.3415 2.4216 0.6838 3.3098 0.1856 4.0064 88.4664 2.4681 -5.6646 3.3342 35.5794 2.7399 -6.0121 1.3689 77.5058 2.5408
522 45.2297 2.3716 -9.5196 1.8887 32.3552 2.6026 1.7858 3.4516 -0.4882 4.2698 88.1862 2.4404 -5.2851 3.3875 34.4189 2.3136 -5.8444 1.5127 77.3597 2.5166
523 46.1480 2.3650 -8.8523 1.9927 31.1706 2.6694 3.0451 3.1679 -1.0412 4.3481 87.9797 2.5147 -4.8414 3.3086 32.7927 2.2191 -5.4212 1.6003 76.8316 2.4348
524 46.7186 2.4941 -8.4709 2.1131 29.6355 2.5682 3.5186 2.8398 -1.4521 4.3015 87.7494 2.5411 -4.6867 3.5657 31.2502 2.4053 -5.2039 1.9779 76.2123 2.6233
525 47.6624 2.4741 -8.3620 2.2710 28.3450 2.4878 4.7405 2.5430 -1.9480 4.0178 88.1046 2.5281 -4.7986 3.4379 30.0458 2.3058 -5.0991 2.0818 75.2079 2.6325
526 48.0238 2.5815 -8.2819 2.5137 27.2127 2.4877 5.7508 2.5801 -2.6982 3.8761 88.4666 2.5202 -4.5457 3.4997 29.0874 2.5535 -5.1933 2.1351 74.0817 2.6518
527 48.3551 2.3855 -8.0055 2.5431 26.6644 2.4773 6.6793 2.5677 -3.2975 3.8304 88.6650 2.4605 -4.7297 3.6329 27.9370 2.3290 -5.7423 2.3236 73.2476 2.4568
528 48.4138 2.4934 -8.3536 2.4122 25.7262 2.3983 7.6547 2.2692 -3.6521 3.7614 89.4652 2.5903 -4.3741 3.8788 26.8396 2.6109 -5.8450 2.2799 72.2281 2.3583
529 48.9176 2.4932 -8.5460 2.3120 24.5536 2.5607 8.6286 1.8919 -3.7076 3.8668 90.1602 2.4913 -4.4593 4.1016 25.8743 2.6833 -5.8622 2.2569 71.1500 2.5352
530 48.9304 2.4637 -8.8244 2.3052 23.6884 2.4981 9.7112 1.8972 -4.3676 3.8522 90.6458 2.4125 -4.3680 3.8078 24.8727 2.5340 -6.6240 2.5337 70.0946 2.4430
531 48.8356 2.5608 -9.2056 2.2445 23.2939 2.4989 10.9711 2.3305 -4.5340 3.9546 91.2041 2.3811 -4.6198 3.9080 24.5885 2.5612 -7.0853 2.5294 68.5447 2.4260
532 48.8381 2.5867 -9.0390 1.9131 22.7502 2.4205 12.1207 2.2972 -4.5081 3.5424 91.3084 2.4882 -4.7536 4.3528 24.0666 2.5176 -7.6265 2.7670 66.9602 2.3705
533 48.7122 2.5027 -9.1340 1.7873 21.9972 2.5031 12.7553 2.3424 -4.5544 3.8731 91.6332 2.4279 -4.8861 4.6923 23.5348 2.4086 -7.7563 3.0872 65.7374 2.3869
534 48.2813 2.5037 -9.1809 1.3913 21.5315 2.5637 13.3304 2.5406 -4.5492 3.9542 92.0709 2.4003 -5.1852 4.8287 22.9538 2.4197 -7.7021 3.4216 64.6197 2.4338
535 47.8955 2.6014 -9.0973 1.0583 21.1522 2.5967 14.1324 2.5417 -4.4754 3.9469 92.8243 2.4336 -4.8418 4.8651 23.0653 2.5321 -7.5407 3.2412 63.2280 2.6375
536 47.5991 2.4344 -9.4276 0.7458 20.8591 2.5378 14.7397 2.5091 -4.2352 4.0078 93.2565 2.5031 -4.5816 4.7415 23.3172 2.4768 -7.3773 3.2867 61.9213 2.4592
537 47.1061 2.5404 -9.3092 1.0897 20.8768 2.5634 15.5533 2.5998 -4.4638 4.0035 93.5049 2.5623 -4.4396 4.5084 23.5283 2.4916 -7.0589 3.5738 60.6288 2.5363
538 46.9003 2.4395 -9.2407 1.2250 20.4865 2.5762 16.2067 2.5352 -4.3816 3.7317 94.1000 2.4903 -4.4173 4.4921 23.5425 2.5039 -6.7404 3.6973 59.2674 2.5006
539 46.9054 2.5012 -9.3660 1.4359 20.6171 2.4777 16.4402 2.6116 -4.3858 3.4424 93.8683 2.5102 -4.1781 4.3056 23.9169 2.5205 -6.2804 3.5078 57.9075 2.4014
540 46.7153 2.5209 -9.0395 1.5585 21.1412 2.5731 16.5936 2.5840 -4.6307 3.5837 94.2538 2.5191 -4.1096 4.0375 24.2526 2.5416 -5.9984 3.3309 56.3532 2.3545
541 46.5479 2.4970 -8.8632 1.6104 21.5566 2.5557 16.7060 2.5695 -4.6881 3.5106 93.7215 2.5121 -4.4102 3.6636 24.4558 2.5351 -6.2739 3.1502 54.5401 2.3397
542 46.2730 2.5081 -9.4225 1.9129 21.5190 2.5540 16.9492 2.4947 -4.9380 3.4552 93.5404 2.5780 -4.9679 3.8270 25.0708 2.4877 -5.8287 3.1193 53.5794 2.4546
543 45.9741 2.5220 -9.4980 2.1646 22.1579 2.5070 17.1338 2.4585 -5.0548 3.0243 93.5127 2.5839 -5.1148 3.7183 25.8792 2.4626 -5.6628 2.7756 52.3192 2.4156
544 46.1118 2.5199 -9.8756 2.7552 22.1916 2.6061 17.3463 2.4194 -5.1074 3.0172 93.0248 2.4526 -5.5931 3.7029 26.8269 2.5403 -5.2367 2.6639 51.3151 2.4329
545 46.0648 2.4345 -9.8208 2.8600 22.4812 2.5386 17.3302 2.5422 -4.8620 3.2145 92.6258 2.6404 -5.4591 3.7245 27.4702 2.5256 -4.8146 2.9825 50.1273 2.5730
546 45.9704 2.4085 -9.7648 2.7745 22.7460 2.5664 17.2403 2.4114 -4.9173 3.2564 91.8179 2.5101 -5.4754 3.8367 28.4857 2.6287 -4.3908 3.7398 48.8625 2.4723
547 46.4592 2.4281 -9.9101 3.3317 23.0850 2.5636 17.1145 2.4988 -5.3008 3.5240 90.7221 2.5332 -5.3827 4.4119 29.8079 2.4730 -3.9650 3.7968 47.6307 2.5396
548 46.5059 2.4485 -9.9565 3.3078 23.1134 2.5933 16.5653 2.4650 -5.3051 3.3094 89.5992 2.4600 -5.6610 4.5138 31.3588 2.3884 -3.2047 3.6126 46.2388 2.6092
549 47.1206 2.4776 -9.7456 3.3755 23.2678 2.5368 16.0802 2.5072 -5.4284 3.5941 88.7001 2.5709 -5.5239 4.5459 33.0547 2.5289 -2.6345 3.9834 44.9656 2.6199
550 47.5276 2.4323 -9.8144 3.7033 23.1550 2.4188 15.6870 2.4033 -5.5873 3.5198 88.0678 2.5319 -5.4628 5.0288 34.3103 2.4985 -1.8376 4.2200 44.1431 2.9148
551 48.1425 2.4313 -9.6899 4.1489 23.5001 2.5014 15.1308 2.4359 -5.5287 3.6108 87.1251 2.5605 -5.0476 4.9624 35.7873 2.5489 -1.0852 4.0547 42.8354 2.4498
552 48.6015 2.6477 -9.5271 4.0423 23.8861 2.4666 14.0018 2.4100 -5.4042 4.0708 85.8363 2.5274 -4.9923 4.9508 37.2515 2.7355 -0.8278 3.9233 41.4753 2.4121
553 49.3340 2.5117 -9.6594 3.9358 23.8506 2.4438 13.0127 2.5661 -5.2870 4.0350 84.5128 2.5964 -4.9042 4.4030 38.8566 2.5021 0.6545 3.7655 40.2171 2.5466
554 50.0714 2.4133 -9.8835 3.9600 24.0847 2.4772 11.6511 2.7926 -5.1877 4.4018 83.3836 2.5880 -4.8817 4.4354 39.9466 2.5406 2.0749 3.6685 38.5144 2.5105
555 51.2869 2.4220 -9.6860 3.8760 24.0134 2.4903 9.9723 3.0638 -5.4579 4.7933 81.4642 2.5552 -4.8648 4.4947 41.5840 2.7199 2.9245 3.4299 37.5013 2.4751
556 52.6722 2.3720 -9.6875 3.5411 23.8897 2.4296 8.7119 2.9651 -5.5667 4.6749 79.8673 2.4678 -4.9595 4.4054 42.6033 2.5284 4.2701 3.4368 36.0268 2.6266
557 53.9349 2.2898 -9.5111 3.3377 23.5932 2.4919 7.7229 3.2376 -5.5926 4.7446 79.0671 2.5858 -5.0882 4.2089 43.8807 2.4261 4.9997 3.2377 34.1702 2.5647
558 55.2612 2.6149 -9.7098 3.1963 23.1672 2.5126 7.0269 3.4950 -5.7223 5.0035 77.3576 2.5108 -5.0329 3.6067 45.0831 2.3606 5.9728 3.1320 32.6721 2.4330
559 56.8503 2.6540 -9.3352 2.8925 23.1220 2.4813 5.8052 3.5396 -5.8873 5.0306 75.9566 2.4829 -5.3343 3.6233 46.0848 2.3871 7.1847 2.9339 31.2997 2.6322
560 58.3672 2.6259 -9.0484 2.5927 22.3393 2.4639 4.6532 3.3171 -6.0965 5.2241 74.5656 2.4545 -5.6453 3.8695 47.2689 2.5515 8.5253 2.9507 30.3614 2.5095
561 60.0337 2.6287 -9.1544 2.2997 21.6300 2.4204 3.7252 3.2387 -6.1489 5.3751 73.0773 2.5430 -5.8975 3.4777 47.8694 2.6369 9.9790 2.8334 28.8516 2.6328
562 61.3101 2.3001 -9.0815 2.5101 21.0033 2.3770 3.0302 3.2005 -6.2855 4.7627 71.5373 2.4524 -6.2510 3.1321 49.1028 2.6499 10.8637 2.9151 27.7482 2.2816
563 63.0809 2.4049 -8.8958 2.2173 19.9161 2.6116 2.4314 3.0014 -6.5407 5.0455 70.0028 2.6571 -6.5372 3.0687 50.3720 2.3928 12.0640 3.0115 26.4365 2.6047
564 64.6618 2.3635 -8.9031 1.8977 19.2987 2.5121 1.9988 3.1866 -6.2071 4.7698 68.8625 2.5596 -6.4621 2.5597 51.1217 2.5235 13.3496 2.6357 25.5962 2.4142
565 66.0032 2.1677 -8.4697 1.5850 18.2150 2.5737 1.8710 3.3578 -6.1650 4.4072 67.7780 2.2875 -6.7997 2.3100 51.7004 2.5888 14.4527 2.6360 24.3785 2.5383
566 67.6906 2.1426 -7.8625 1.2425 16.7524 2.3555 1.9651 3.3593 -5.8248 4.4350 66.4842 2.5098 -6.8444 1.7905 52.4043 2.5356 15.5684 2.4408 23.2158 2.4785
567 69.0462 2.4122 -7.6167 1.3276 15.4199 2.4224 2.1291 3.3530 -5.4194 4.3518 65.4820 2.4152 -7.2335 1.9172 52.8886 2.5658 16.6611 2.6390 22.1126 2.4081
568 70.3080 2.3708 -6.9606 1.6850 13.9262 2.4994 1.9079 3.4085 -5.1284 4.3071 64.6574 2.4965 -7.1127 1.6302 53.0465 2.6428 17.7323 2.5954 20.9407 2.4118
569 71.4391 2.4972 -6.3963 1.7890 12.6576 2.4920 2.1152 3.2891 -4.4139 4.6274 63.0829 2.4648 -7.3394 1.4083 53.2531 2.4826 18.8271 2.7510 19.9233 2.5584
570 72.6848 2.6123 -6.5431 2.2126 11.5766 2.2409 2.3216 3.1010 -3.4966 4.5093 62.0308 2.5949 -7.3824 1.2374 52.9514 2.4897 19.8474 2.5500 18.9097 2.5253
571 73.6702 2.4084 -5.9509 2.6777 9.9451 2.1624 2.6708 3.2127 -2.7303 4.6509 60.9635 2.3709 -7.6012 0.7798 52.8279 2.6093 20.9834 2.5182 17.6601 2.5886
572 75.2704 2.4171 -5.8562 2.8899 8.5428 2.0078 2.9523 3.0868 -1.9135 4.6142 60.1749 2.3588 -7.3251 0.3354 52.5466 2.6411 21.4962 2.4943 16.3959 2.5198
573 76.4043 2.4982 -6.4184 3.0258 7.2195 2.1494 2.8878 3.0809 -1.6184 4.5058 59.3568 2.3362 -7.1646 0.3519 52.3356 2.5950 21.8537 2.5550 15.0100 2.6090
574 78.0276 2.3612 -6.1237 2.9685 6.4294 1.9133 3.2730 3.0495 -0.4903 4.5371 58.6718 2.4122 -7.3032 0.1585 52.0215 2.5156 22.5560 2.4734 13.4181 2.7615
575 79.1815 2.5390 -6.0642 3.1453 5.2210 2.0982 3.6350 3.0170 0.4056 4.2892 58.3207 2.4195 -7.3748 0.3988 51.7357 2.6109 23.2012 2.5656 12.3424 2.3970
576 80.3635 2.6967 -5.6151 2.9452 4.4576 2.1999 4.2086 3.0780 1.8014 4.2752 57.9778 2.5196 -7.4835 0.4641 51.1832 2.4848 23.6989 2.5149 10.9238 2.3921
577 81.4004 2.5704 -5.8124 2.9568 3.4795 2.1525 4.9866 2.9284 2.9355 4.0448 57.7230 2.6051 -7.5011 0.5495 50.5965 2.5058 23.9213 2.5095 10.0186 2.4326
578 83.0352 2.4258 -6.2046 2.8482 2.3468 2.5308 5.2924 3.1726 3.8040 4.1028 57.4100 2.4726 -7.6637 0.3669 49.7068 2.5570 23.9059 2.4460 8.7585 2.1223
579 83.8899 2.4485 -6.1771 2.9610 1.4013 2.7929 5.6505 3.0823 4.6186 4.0920 56.9182 2.4870 -7.3309 0.8412 48.6518 2.4376 24.1914 2.4961 7.3725 1.8109
580 85.1210 2.5444 -5.9007 2.7157 0.7047 2.6139 5.8162 3.0503 5.8194 3.7521 56.7719 2.5673 -7.4518 0.9664 47.3580 2.4020 23.9309 2.5043 5.9306 1.7398
581 85.8142 2.5752 -6.2109 2.7420 0.0156 2.7983 6.4830 2.9094 6.9412 3.4607 57.0487 2.4597 -7.5158 1.0425 46.5042 2.5382 24.0426 2.5686 4.9814 1.2543
582 86.5877 2.3382 -6.5223 2.9360 -0.6649 2.8920 7.0389 2.7650 8.3275 3.0608 57.1253 2.4321 -7.4038 0.8794 45.1717 2.7176 23.9389 2.5304 4.1243 1.3705
583 87.3386 2.4258 -6.9045 3.2653 -1.4049 3.2573 7.0886 2.8289 9.5050 2.7263 57.3319 2.6753 -7.1217 1.4166 43.6498 2.4781 23.5893 2.3621 3.5856 1.2252
584 88.6512 2.5585 -7.4721 3.6349 -2.2226 3.6374 7.0886 2.8220 10.6601 2.7924 57.8750 2.5101 -6.9626 1.0663 42.4953 2.3352 23.0560 2.4197 2.7649 0.8074
585 89.0373 2.5491 -7.9859 3.0957 -2.8933 3.9815 7.2705 2.5806 11.7036 2.4747 57.9372 2.5240 -7.1037 1.0229 41.7168 2.3994 22.2675 2.5683 1.4836 0.8001
586 90.0379 2.4764 -7.9412 2.7578 -3.4849 3.9846 7.7845 2.5019 12.5024 2.6968 58.4715 2.4583 -6.9738 1.0567 40.6533 2.6767 21.0992 2.5673 0.7294 0.6327
587 90.3582 2.4833 -8.1404 2.4557 -4.0681 4.2444 7.7746 2.5934 14.2810 2.6790 59.0010 2.4753 -7.1148 1.4279 39.2686 2.4267 20.5084 2.7051 0.3081 0.6502
588 90.8677 2.3779 -8.4425 2.0973 -4.8997 4.0084 7.8933 2.5656 15.5642 2.6213 59.7012 2.4486 -7.2455 1.7209 38.2187 2.3922 19.7267 2.5132 0.0060 0.5527
589 91.3103 2.4992 -8.6530 2.0071 -5.5485 4.1556 7.7745 2.6217 17.0175 2.4563 60.3544 2.3682 -7.0810 1.8366 37.2218 2.4158 18.3727 2.4575 -0.3657 0.6318
590 91.8171 2.3816 -8.7401 1.8276 -6.0439 4.4433 7.4456 2.7027 18.7366 2.4584 61.2314 2.4768 -7.3887 1.9214 36.1912 2.5103 17.4568 2.5642 -0.5231 0.8571
591 92.1036 2.4902 -8.6794 1.8113 -6.4690 4.2017 7.3367 2.8882 20.2601 2.4695 61.5112 2.4395 -7.4861 2.4630 34.5480 2.5039 16.6065 2.6338 -0.6347 1.1847
592 92.3829 2.5403 -8.7605 1.6936 -6.3835 4.2234 7.2910 3.3163 21.4232 2.4394 62.5422 2.5017 -7.2829 2.7736 33.0394 2.5253 15.1181 2.6917 -0.3427 1.1334
593 92.3668 2.5310 -8.8776 1.5256 -6.2685 4.6643 6.9418 3.3438 22.8332 2.2478 63.3879 2.5253 -7.4474 2.8942 32.1002 2.5655 14.2739 2.5387 -0.0434 1.4711
594 92.1911 2.6027 -8.8372 1.0553 -6.3170 4.6761 6.3236 3.2969 23.9073 2.4754 63.6612 2.6396 -7.0037 3.0075 31.2480 2.4821 13.2772 2.5371 0.1250 1.4637
595 91.7273 2.5510 -8.9950 0.5813 -6.5263 4.6529 5.7173 3.4052 25.0704 2.5403 64.0195 2.4660 -7.1762 3.3738 30.3991 2.5139 12.5397 2.6109 0.1085 1.3031
596 91.6378 2.5342 -9.0015 0.0380 -6.4263 4.6439 4.7507 3.5056 26.0502 2.6344 64.6115 2.5455 -7.5067 3.1656 28.9312 2.4306 11.3384 2.4380 0.3697 1.3269
597 91.3583 2.6530 -9.5814 0.0763 -6.2706 4.8619 3.9713 3.6208 27.3352 2.6305 65.0026 2.5064 -7.5644 3.4522 28.0578 2.2764 10.5908 2.6266 0.5857 1.4572
598 90.8121 2.5577 -9.7494 0.1316 -6.1598 4.7942 3.0987 3.7785 28.2934 2.4294 64.9513 2.4807 -7.9667 4.1253 26.9150 2.4810 9.6853 2.5938 0.9942 1.4985
599 90.1533 2.5161 -9.4979 0.2528 -5.7758 4.7536 1.9137 3.8160 29.7382 2.5670 64.9391 2.5683 -7.9832 4.0006 26.1750 2.4712 9.4546 2.4751 1.5345 1.7978
600 89.5303 2.5148 -9.7203 0.6665 -5.6292 4.8415 1.1300 4.1719 30.8956 2.5405 64.8784 2.6045 -8.3224 4.1172 25.3025 2.5365 9.2143 2.5095 2.2258 1.5196
