Time x_cm_1 y_cm_1 x_cm_2 y_cm_2 x_cm_3 y_cm_3 x_cm_4 y_cm_4 x_cm_5 y_cm_5 x_cm_6 y_cm_6 x_cm_7 y_cm_7 x_cm_8 y_cm_8 x_cm_9 y_cm_9 x_cm_10 y_cm_10
75 64.5147 2.5678 2.5303 4.0077 13.2020 2.5327 14.4655 2.4306 -1.2210 3.5131 -8.8065 0.1809 -9.3961 -0.1194 -6.6980 1.9594 -8.9345 -0.5086 43.9250 2.5014
76 66.8887 2.5943 0.3091 4.0712 12.5702 2.5432 16.6568 2.3972 -0.3277 3.7021 -8.9423 0.0993 -8.8303 -0.0966 -6.6344 1.6930 -8.5793 -0.4628 45.4704 2.5310
77 69.0432 2.4885 -1.3247 3.6942 12.0067 2.5047 19.0148 2.6525 0.7726 3.6978 -8.7712 0.3816 -8.2256 -0.2164 -6.7288 1.5101 -8.8395 -0.5004 47.2535 2.4870
78 71.2355 2.5255 -3.1586 3.5922 11.5682 2.4576 21.2131 2.3978 1.8121 3.6058 -8.8103 0.1955 -7.9608 -0.2777 -6.4003 1.2463 -8.6464 -0.2288 48.5059 2.5895
79 73.4381 2.5229 -4.6784 3.5845 11.4174 2.5550 23.6013 2.3891 2.0710 3.4593 -8.2708 0.7085 -7.7874 -0.3452 -6.0125 1.3799 -9.2149 0.0605 49.3344 2.4221
80 75.5089 2.5704 -6.2421 3.8561 11.5267 2.4858 26.1330 2.4574 2.6900 2.8312 -7.9578 0.7241 -7.2252 -0.1500 -5.9140 0.6306 -9.2028 0.7591 49.5358 2.6028
81 77.8291 2.6555 -7.3985 3.7087 12.5796 2.4643 28.3683 2.6773 2.7394 2.6257 -6.8385 1.1897 -6.1994 0.0866 -5.9421 0.1031 -9.5569 1.2546 49.6937 2.5177
82 80.2577 2.3183 -8.6841 3.8649 13.6482 2.4344 30.9991 2.6168 2.8177 2.5384 -5.8358 1.1679 -5.0570 0.1883 -5.8861 -0.3758 -10.1004 1.8477 49.8998 2.6210
83 82.5456 2.4219 -9.0811 4.0080 14.8077 2.4272 33.0624 2.4446 2.9176 1.9432 -4.4967 1.0751 -3.5245 0.4798 -6.1190 -0.8005 -10.7299 2.3461 49.1669 2.5107
84 84.6112 2.3342 -9.5783 4.0772 16.2577 2.4596 35.1180 2.6140 2.8391 1.6183 -3.2193 1.0933 -2.0632 0.4529 -6.6038 -0.9458 -10.5276 2.4656 48.2920 2.4791
85 86.6608 2.5243 -9.7898 4.0621 17.4436 2.7171 37.6073 2.6840 2.5157 1.1648 -1.5913 0.9739 -0.7213 0.8010 -6.9727 -1.0374 -9.9009 2.5487 47.0599 2.4849
86 88.8946 2.6115 -9.9107 4.1946 19.4600 2.6317 39.8462 2.3123 2.3078 1.1926 0.3525 1.0826 1.4115 0.9830 -7.6972 -0.6519 -9.8721 2.6770 45.4774 2.4266
87 91.3262 2.4938 -10.3443 4.1610 21.1865 2.5018 41.7492 2.4873 1.6329 1.3781 2.2799 1.0252 3.2164 1.4293 -7.9928 -0.9913 -9.7850 2.2317 43.6689 2.4890
88 93.8118 2.6271 -10.2383 3.7312 22.7624 2.4676 44.1277 2.5308 1.3932 1.6264 3.7500 1.2904 4.9821 1.5360 -8.2193 -0.5938 -9.2070 1.9382 42.0548 2.5745
89 96.3739 2.3071 -10.5192 3.2210 23.4922 2.3732 46.0361 2.5666 1.0760 2.0064 5.7538 1.4300 6.8805 2.1916 -8.2843 -0.0738 -8.8613 1.9046 39.8484 2.6851
90 98.8971 2.5021 -10.9543 2.8947 24.5642 2.4551 48.3723 2.4801 0.1494 2.3257 7.1544 1.8599 9.0700 2.3007 -8.4064 0.6549 -8.3908 1.7215 37.6900 2.3245
91 101.0829 2.5764 -10.5145 2.5949 25.0830 2.3951 50.3673 2.7856 -1.0405 2.7580 8.5479 2.1793 10.8325 2.4506 -8.2178 1.2075 -7.6406 1.7188 35.5891 2.4519
92 102.6701 2.4239 -10.6830 2.7730 25.1736 2.5187 52.3072 2.4548 -2.1738 2.8809 9.1037 2.4465 12.9769 2.6265 -8.0113 1.5714 -7.1562 1.7946 33.7339 2.5310
93 104.8760 2.6001 -10.2396 3.0569 25.0597 2.5187 54.2574 2.4951 -3.4448 3.4804 9.8353 2.5378 15.1815 2.4599 -7.7447 2.1515 -7.0625 1.7610 31.7860 2.5205
94 107.1464 2.6467 -9.7121 2.9365 24.7549 2.6057 55.4495 2.4269 -4.7106 3.8320 10.1577 2.5295 17.2059 2.2502 -7.8024 2.3353 -6.0366 1.4228 29.4352 2.5366
95 109.2840 2.4958 -9.1920 3.1508 24.4594 2.6098 56.9608 2.5347 -5.7148 4.1385 10.1242 2.4584 19.3920 2.2889 -8.0999 2.4900 -5.1088 0.8644 27.0247 2.3306
96 111.3820 2.4338 -8.4546 3.6637 23.8425 2.5200 57.7763 2.4816 -6.2958 3.8894 9.8521 2.4299 21.9719 2.4776 -7.9428 3.0280 -3.5355 0.3694 24.8053 2.5322
97 113.2920 2.5667 -7.8602 3.9634 22.8659 2.5945 58.8990 2.5058 -6.5301 3.5882 9.1603 2.5818 24.1477 2.4500 -7.5359 3.2774 -1.8858 0.6272 22.4083 2.8025
98 114.7968 2.5451 -7.3364 3.8966 21.4574 2.3950 58.9129 2.5021 -6.7349 3.6447 8.1717 2.6652 26.5397 2.5278 -7.0989 3.4775 -0.5859 0.8785 20.1693 2.4455
99 115.7953 2.6197 -6.8784 3.6666 19.4593 2.3730 59.0620 2.4444 -7.0432 3.3670 7.2202 2.6212 28.7463 2.4691 -6.6929 3.5641 1.2028 1.2480 18.1560 2.6774
100 116.5190 2.6223 -6.7619 3.9498 17.5840 2.6894 58.6792 2.4417 -7.1514 3.4435 5.7729 3.1736 30.9286 2.2530 -6.1579 3.3591 3.0340 1.1427 15.9565 2.5366
101 116.9397 2.5689 -7.0525 3.7000 15.7931 2.6532 58.3675 2.4755 -7.2974 2.8245 4.1837 3.5053 32.9422 2.3164 -5.8677 3.1200 4.4421 1.4554 13.8039 2.4580
102 117.3804 2.4267 -7.2496 3.7596 13.4816 2.3363 57.5049 2.4006 -7.3870 2.2471 2.8261 3.8164 35.3119 2.2219 -5.8297 3.2958 6.5375 2.0432 12.1690 2.6823
103 117.4190 2.5468 -7.3754 3.7533 11.2602 2.5548 56.4408 2.3747 -7.6845 1.8557 1.5652 4.1475 37.5843 2.3955 -6.0426 2.7952 8.2567 2.0883 10.1383 3.2372
104 117.4711 2.4426 -7.6380 3.5290 9.1376 2.5365 54.9497 2.6330 -8.1371 1.4025 0.2472 4.0074 40.2366 2.5115 -6.0451 2.4522 10.1609 2.3474 7.9704 3.6006
105 116.8071 2.3021 -7.8274 3.1985 6.7945 2.3889 53.7159 2.3940 -8.9890 0.7128 -0.4524 4.0307 42.1274 2.5409 -6.2904 2.1099 12.5144 2.5638 5.8226 3.8995
106 115.8717 2.4553 -7.6613 2.9531 5.0787 2.2295 51.6844 2.4476 -9.0743 0.8002 -0.8473 4.3081 43.8729 2.5905 -6.3032 2.3423 14.7679 2.4290 3.9923 4.0651
107 115.0135 2.2650 -8.2671 2.8070 3.1656 1.5875 49.1373 2.6005 -9.4570 0.7471 -0.8285 4.3242 45.9350 2.4732 -6.7319 2.5265 16.9191 2.6060 1.9577 4.2810
108 113.5767 2.4736 -8.5664 2.9534 1.7857 1.0160 46.8356 2.4149 -9.5423 0.9057 -0.3200 4.0635 48.1461 2.5152 -6.9874 2.9838 19.0385 2.4353 0.2939 4.3305
109 111.5842 2.4596 -8.7413 3.6115 0.5571 0.8491 44.5564 2.4398 -9.4301 1.0235 0.4132 4.1959 50.5311 2.4329 -6.9197 3.1698 21.3082 2.5217 -0.9835 4.2186
110 109.6397 2.4849 -9.0722 3.9758 -0.6279 0.5217 41.6924 2.3256 -9.1774 1.3018 1.2176 3.8134 52.9736 2.6720 -6.8857 3.3008 23.2950 2.3385 -2.5263 4.0703
111 107.1833 2.6115 -9.4398 4.0125 -1.8640 -0.0075 39.5631 2.3559 -8.5916 1.5202 2.5297 3.8573 55.7198 2.5109 -7.1738 3.4470 25.1757 2.4579 -4.0737 4.1874
112 104.7083 2.5261 -9.5889 3.8036 -3.2198 -0.1895 37.4916 2.5601 -8.3701 2.1179 3.6911 3.8672 58.3008 2.4508 -7.2252 3.5245 27.7219 2.6045 -5.6481 3.9997
113 101.9303 2.6644 -10.0365 3.5336 -4.3851 -0.2608 34.9940 2.5204 -8.1927 2.3844 5.1314 3.7572 60.4087 2.6706 -7.3535 3.8591 29.7786 2.5614 -6.7811 3.2910
114 99.8153 2.5777 -10.3330 3.4374 -5.6288 -0.3481 33.0449 2.5787 -7.9659 2.7235 7.0775 3.5581 62.4462 2.4097 -7.3509 3.7841 31.8850 2.4697 -7.0972 2.7047
115 97.3972 2.7735 -10.4801 3.3725 -6.6902 0.0439 31.0424 2.6200 -7.7081 3.1081 9.2157 3.1983 64.2224 2.4477 -7.1652 4.0427 34.3654 2.6211 -7.4052 2.3722
116 94.9907 2.5184 -10.6935 3.1998 -7.8436 0.2577 29.4474 2.6131 -7.3940 3.2311 11.4490 3.2082 65.9008 2.3948 -6.7692 4.0715 36.7891 2.4902 -7.8214 1.8147
117 92.3404 2.2959 -10.7532 2.9833 -8.4693 0.5550 28.0507 2.4527 -6.9305 3.0861 13.7957 2.8849 67.3021 2.3454 -6.5232 3.8445 39.1809 2.3839 -7.7414 1.4681
118 89.7883 2.3767 -10.6826 3.1103 -8.8062 0.8517 26.9228 2.4236 -6.5880 2.9722 16.0485 2.5475 68.3790 2.4645 -6.3074 3.2555 41.4942 2.3615 -8.4912 0.7641
119 87.9091 2.7024 -10.8637 3.3435 -8.6612 1.0128 25.8821 2.3598 -6.6361 2.7491 18.7726 2.2418 69.1124 2.4825 -6.2501 2.8420 43.6780 2.4117 -8.4439 0.3715
120 85.4813 2.6634 -11.0819 3.7413 -8.5579 1.6416 25.5711 2.5380 -6.4400 2.4888 20.8055 2.4796 69.2477 2.4925 -6.2636 2.4200 45.5724 2.4004 -8.4969 0.0559
121 83.2958 2.5327 -10.2607 3.9114 -8.6828 2.0904 24.8809 2.5634 -6.7826 2.2524 22.8891 2.5727 69.3976 2.4654 -6.4584 2.1442 47.9010 2.3364 -8.0314 -0.2994
122 80.9883 2.4682 -9.9002 4.0576 -9.0111 2.7448 24.9920 2.5357 -7.0213 2.1119 24.9641 2.7045 69.2597 2.4747 -6.5082 1.6594 50.1446 2.4800 -7.7343 -0.4531
123 78.6665 2.4356 -9.7943 3.4684 -9.2243 2.9226 25.3183 2.4736 -7.0746 2.0552 27.2665 2.6235 68.9336 2.5557 -6.5959 1.1281 52.4186 2.5029 -7.2749 -0.2628
124 76.0686 2.5997 -9.8879 3.1206 -9.5319 3.1241 25.9508 2.4113 -7.0991 1.4995 29.5494 2.3814 68.9660 2.3971 -6.5040 0.9105 54.0705 2.4722 -7.2604 -0.4752
