series,t_min,x_cm_mm
model 20 C,32.9333,33.1639
model 20 C,32.95,33.62
model 20 C,32.9667,34.1577
model 20 C,32.9833,34.4082
model 20 C,33,34.8286
model 20 C,33.0167,35.1347
model 20 C,33.0333,35.0109
model 20 C,33.05,34.8072
model 20 C,33.0667,34.5455
model 20 C,33.0833,34.082
model 20 C,33.1,33.5967
model 20 C,33.1167,32.8713
model 20 C,33.1333,32.0819
model 20 C,33.15,31.1207
model 20 C,33.1667,29.9445
model 20 C,33.1833,28.8158
model 20 C,33.2,27.7418
model 20 C,33.2167,26.6255
model 20 C,33.2333,25.4903
model 20 C,33.25,24.569
model 20 C,33.2667,23.9807
model 20 C,33.2833,23.3552
model 20 C,33.3,22.7376
model 20 C,33.3167,22.3301
model 20 C,33.3333,22.2495
model 20 C,33.35,22.2082
model 20 C,33.3667,22.0819
model 20 C,33.3833,21.8726
model 20 C,33.4,21.8371
model 20 C,33.4167,21.8077
model 20 C,33.4333,21.876
model 20 C,33.45,22.011
model 20 C,33.4667,22.2111
model 20 C,33.4833,22.5712
model 20 C,33.5,22.7403
model 20 C,33.5167,23.0855
model 20 C,33.5333,23.2619
model 20 C,33.55,23.6069
model 20 C,33.5667,23.8217
model 20 C,33.5833,24.1119
model 20 C,33.6,24.0228
model 20 C,33.6167,24.2293
model 20 C,33.6333,24.9346
model 20 C,33.65,25.4226
model 20 C,33.6667,26.0523
model 20 C,33.6833,27.0203
model 20 C,33.7,27.8767
model 20 C,33.7167,28.4138
model 20 C,33.7333,29.0836
model 20 C,33.75,29.7977
model 20 C,33.7667,30.1429
model 20 C,33.7833,30.4506
model 20 C,33.8,30.627
model 20 C,33.8167,30.5299
model 20 C,33.8333,30.3798
model 20 C,33.85,30.2708
model 20 C,33.8667,30.021
model 20 C,33.8833,29.7553
model 20 C,33.9,29.6823
model 20 C,33.9167,29.6152
model 20 C,33.9333,29.5722
model 20 C,33.95,29.4647
model 20 C,33.9667,29.5783
model 20 C,33.9833,30.0113
model 20 C,34,30.2054
model 20 C,34.0167,30.5252
model 20 C,34.0333,30.6729
model 20 C,34.05,31.0597
model 20 C,34.0667,31.4288
model 20 C,34.0833,31.6513
model 20 C,34.1,31.7136
model 20 C,34.1167,31.6365
model 20 C,34.1333,31.3457
model 20 C,34.15,31.0673
model 20 C,34.1667,30.3785
model 20 C,34.1833,29.8853
model 20 C,34.2,29.1016
model 20 C,34.2167,28.2604
model 20 C,34.2333,27.3486
model 20 C,34.25,26.4899
model 20 C,34.2667,25.6896
model 20 C,34.2833,25.0943
model 20 C,34.3,24.7632
model 20 C,34.3167,24.5865
model 20 C,34.3333,24.2686
model 20 C,34.35,24.3109
model 20 C,34.3667,24.4517
model 20 C,34.3833,24.6209
model 20 C,34.4,25.0887
model 20 C,34.4167,25.504
model 20 C,34.4333,26.0049
model 20 C,34.45,26.7061
model 20 C,34.4667,27.7125
model 20 C,34.4833,28.7575
model 20 C,34.5,29.7459
model 20 C,34.5167,30.6649
model 20 C,34.5333,31.8798
model 20 C,34.55,33.0819
model 20 C,34.5667,34.2127
model 20 C,34.5833,35.4213
model 20 C,34.6,36.249
model 20 C,34.6167,37.6129
model 20 C,34.6333,38.5003
model 20 C,34.65,39.713
model 20 C,34.6667,40.9216
model 20 C,34.6833,41.9315
model 20 C,34.7,42.9875
model 20 C,34.7167,44.2542
model 20 C,34.7333,45.3325
model 20 C,34.75,46.29
model 20 C,34.7667,47.2084
model 20 C,34.7833,48.1534
model 20 C,34.8,49.12
model 20 C,34.8167,50.5172
model 20 C,34.8333,51.6275
model 20 C,34.85,52.678
model 20 C,34.8667,53.7325
model 20 C,34.8833,54.6938
model 20 C,34.9,55.5252
model 20 C,34.9167,56.6169
model 20 C,34.9333,57.8106
model 20 C,34.95,59.0894
model 20 C,34.9667,60.2453
model 20 C,34.9833,61.4586
model 20 C,35,62.5385
model 20 C,35.0167,63.4653
model 20 C,35.0333,64.6688
model 20 C,35.05,65.8482
model 20 C,35.0667,66.9032
model 20 C,35.0833,68.0639
model 20 C,35.1,69.3481
model 20 C,35.1167,70.5104
model 20 C,35.1333,71.6217
model 20 C,35.15,72.8256
model 20 C,35.1667,73.9825
model 20 C,35.1833,75.0385
model 20 C,35.2,75.9971
model 20 C,35.2167,76.7075
model 20 C,35.2333,77.3614
model 20 C,35.25,77.9994
model 20 C,35.2667,78.1934
model 20 C,35.2833,78.2095
model 20 C,35.3,78.3288
model 20 C,35.3167,78.3595
model 20 C,35.3333,78.1942
model 20 C,35.35,77.946
model 20 C,35.3667,77.4633
model 20 C,35.3833,76.9126
model 20 C,35.4,76.1652
model 20 C,35.4167,75.0348
model 20 C,35.4333,73.8615
model 20 C,35.45,72.6856
model 20 C,35.4667,71.769
model 20 C,35.4833,70.5333
model 20 C,35.5,69.4746
model 20 C,35.5167,68.3171
model 20 C,35.5333,67.3754
model 20 C,35.55,65.9975
model 20 C,35.5667,65.0819
model 20 C,35.5833,63.9089
model 20 C,35.6,62.7841
model 20 C,35.6167,61.6272
model 20 C,35.6333,60.4934
model 20 C,35.65,59.3492
model 20 C,35.6667,58.0191
model 20 C,35.6833,56.877
model 20 C,35.7,55.6751
model 20 C,35.7167,54.6677
model 20 C,35.7333,53.5611
model 20 C,35.75,52.4177
model 20 C,35.7667,51.3138
model 20 C,35.7833,50.1544
model 20 C,35.8,48.822
model 20 C,35.8167,47.5917
model 20 C,35.8333,46.3996
model 20 C,35.85,45.1769
model 20 C,35.8667,44.054
model 20 C,35.8833,42.8624
model 20 C,35.9,41.76
model 20 C,35.9167,40.7362
model 20 C,35.9333,39.8072
model 20 C,35.95,38.8594
model 20 C,35.9667,38.1971
model 20 C,35.9833,37.5015
model 20 C,36,37.261
model 20 C,36.0167,36.8874
model 20 C,36.0333,36.6979
model 20 C,36.05,36.5761
model 20 C,36.0667,36.6313
model 20 C,36.0833,37.0268
model 20 C,36.1,37.4774
model 20 C,36.1167,37.9982
model 20 C,36.1333,38.7281
model 20 C,36.15,39.5573
model 20 C,36.1667,40.3387
model 20 C,36.1833,41.4518
model 20 C,36.2,42.632
model 20 C,36.2167,43.8182
model 20 C,36.2333,44.7936
model 20 C,36.25,46.0507
model 20 C,36.2667,47.2097
model 20 C,36.2833,48.3272
model 20 C,36.3,49.5256
model 20 C,36.3167,50.5995
model 20 C,36.3333,51.2416
model 20 C,36.35,51.9988
model 20 C,36.3667,52.6869
model 20 C,36.3833,53.0465
model 20 C,36.4,53.3862
model 20 C,36.4167,53.5266
model 20 C,36.4333,53.657
model 20 C,36.45,53.4004
model 20 C,36.4667,53.2736
model 20 C,36.4833,52.8413
model 20 C,36.5,52.4063
model 20 C,36.5167,51.4387
model 20 C,36.5333,50.6853
model 20 C,36.55,49.7514
model 20 C,36.5667,48.4113
model 20 C,36.5833,47.3233
model 20 C,36.6,46.1831
model 20 C,36.6167,45.199
model 20 C,36.6333,43.9759
model 20 C,36.65,43.0368
model 20 C,36.6667,41.9663
model 20 C,36.6833,40.8764
model 20 C,36.7,40
model 20 C,36.7167,38.8262
model 20 C,36.7333,37.9764
model 20 C,36.75,37.3593
model 20 C,36.7667,36.7802
model 20 C,36.7833,36.3394
model 20 C,36.8,35.9503
model 20 C,36.8167,35.6019
model 20 C,36.8333,35.3242
model 20 C,36.85,35.3241
model 20 C,36.8667,35.3389
model 20 C,36.8833,35.8299
model 20 C,36.9,36.1872
model 20 C,36.9167,36.9234
model 20 C,36.9333,37.7137
model 20 C,36.95,38.7955
model 20 C,36.9667,39.8813
model 20 C,36.9833,41.1419
model 20 C,37,42.2822
model 20 C,37.0167,43.2473
model 20 C,37.0333,44.0946
model 20 C,37.05,44.8706
model 20 C,37.0667,45.6021
model 20 C,37.0833,46.0172
model 20 C,37.1,46.2835
model 20 C,37.1167,46.4322
model 20 C,37.1333,46.4663
model 20 C,37.15,46.2698
model 20 C,37.1667,45.9879
model 20 C,37.1833,45.7468
model 20 C,37.2,44.9929
model 20 C,37.2167,44.2311
model 20 C,37.2333,43.176
model 20 C,37.25,42.1932
model 20 C,37.2667,40.9975
model 20 C,37.2833,39.8871
model 20 C,37.3,38.8567
model 20 C,37.3167,37.85
model 20 C,37.3333,36.7242
model 20 C,37.35,35.5971
model 20 C,37.3667,34.6624
model 20 C,37.3833,33.5107
model 20 C,37.4,32.1996
model 20 C,37.4167,31.1551
model 20 C,37.4333,30.0983
model 20 C,37.45,29.106
model 20 C,37.4667,27.644
model 20 C,37.4833,26.3147
model 20 C,37.5,25.282
model 20 C,37.5167,24.175
model 20 C,37.5333,23.0585
model 20 C,37.55,22.0092
model 20 C,37.5667,20.9923
model 20 C,37.5833,19.5922
model 20 C,37.6,18.537
model 20 C,37.6167,17.3323
model 20 C,37.6333,16.208
model 20 C,37.65,14.885
model 20 C,37.6667,13.9674
model 20 C,37.6833,13.0226
model 20 C,37.7,12.1448
model 20 C,37.7167,11.0913
model 20 C,37.7333,9.85045
model 20 C,37.75,9.2293
model 20 C,37.7667,8.56195
model 20 C,37.7833,7.9503
model 20 C,37.8,7.34555
model 20 C,37.8167,6.8669
model 20 C,37.8333,6.66655
model 20 C,37.85,6.4187
model 20 C,37.8667,6.55845
model 20 C,37.8833,6.7147
model 20 C,37.9,6.9379
model 20 C,37.9167,7.51105
model 20 C,37.9333,8.1817
model 20 C,37.95,8.8944
model 20 C,37.9667,9.7811
model 20 C,37.9833,10.7547
model 20 C,38,11.4971
model 20 C,38.0167,12.041
model 20 C,38.0333,12.7439
model 20 C,38.05,13.1815
model 20 C,38.0667,13.3942
model 20 C,38.0833,13.617
model 20 C,38.1,13.6258
model 20 C,38.1167,13.5076
model 20 C,38.1333,13.281
model 20 C,38.15,12.9062
model 20 C,38.1667,12.3224
model 20 C,38.1833,11.4295
model 20 C,38.2,10.5932
model 20 C,38.2167,9.4575
model 20 C,38.2333,8.3651
model 20 C,38.25,7.51195
model 20 C,38.2667,6.67795
model 20 C,38.2833,5.98375
model 20 C,38.3,5.452
model 20 C,38.3167,5.09175
model 20 C,38.3333,4.7065
model 20 C,38.35,4.41705
model 20 C,38.3667,4.144
model 20 C,38.3833,3.99855
model 20 C,38.4,3.94635
model 20 C,38.4167,3.84555
model 20 C,38.4333,3.6533
model 20 C,38.45,3.49035
model 20 C,38.4667,3.50095
model 20 C,38.4833,3.58765
model 20 C,38.5,3.76335
model 20 C,38.5167,3.79735
model 20 C,38.5333,3.9124
model 20 C,38.55,3.8221
model 20 C,38.5667,3.6205
model 20 C,38.5833,3.34885
model 20 C,38.6,3.00515
model 20 C,38.6167,2.9497
model 20 C,38.6333,2.70765
model 20 C,38.65,2.5797
model 20 C,38.6667,2.5757
model 20 C,38.6833,2.91125
model 20 C,38.7,3.23055
model 20 C,38.7167,3.68375
model 20 C,38.7333,4.02495
model 20 C,38.75,4.43075
model 20 C,38.7667,4.69745
model 20 C,38.7833,5.1258
model 20 C,38.8,5.38955
model 20 C,38.8167,5.6536
model 20 C,38.8333,6.0309
model 20 C,38.85,6.375
model 20 C,38.8667,6.56655
model 20 C,38.8833,6.9251
model 20 C,38.9,7.2327
model 20 C,38.9167,7.41175
model 20 C,38.9333,7.50145
model 20 C,38.95,7.2938
model 20 C,38.9667,7.0628
model 20 C,38.9833,6.9103
model 20 C,39,6.69725
model 20 C,39.0167,6.4035
model 20 C,39.0333,5.9407
model 20 C,39.05,5.57915
model 20 C,39.0667,5.1279
model 20 C,39.0833,4.63985
model 20 C,39.1,4.27985
model 20 C,39.1167,4.0334
model 20 C,39.1333,3.9588
model 20 C,39.15,3.87555
model 20 C,39.1667,3.75625
model 20 C,39.1833,3.5541
model 20 C,39.2,3.70055
model 20 C,39.2167,3.60625
model 20 C,39.2333,3.2908
model 20 C,39.25,3.2415
model 20 C,39.2667,3.2962
model 20 C,39.2833,3.3249
model 20 C,39.3,3.3071
model 20 C,39.3167,3.39
model 20 C,39.3333,3.3377
model 20 C,39.35,3.2907
model 20 C,39.3667,3.34635
model 20 C,39.3833,3.3783
model 20 C,39.4,3.3444
model 20 C,39.4167,3.33865
model 20 C,39.4333,3.3841
model 20 C,39.45,3.6022
model 20 C,39.4667,4.0872
model 20 C,39.4833,4.33875
model 20 C,39.5,4.4831
model 20 C,39.5167,4.83575
model 20 C,39.5333,5.1985
model 20 C,39.55,5.62535
model 20 C,39.5667,6.01825
model 20 C,39.5833,6.4769
model 20 C,39.6,6.656
model 20 C,39.6167,6.8045
model 20 C,39.6333,6.69595
model 20 C,39.65,6.71125
model 20 C,39.6667,6.47345
model 20 C,39.6833,6.0875
model 20 C,39.7,5.59225
model 20 C,39.7167,5.33085
model 20 C,39.7333,5.03095
model 20 C,39.75,4.8898
model 20 C,39.7667,4.62295
model 20 C,39.7833,4.4414
model 20 C,39.8,4.0505
model 20 C,39.8167,3.8764
model 20 C,39.8333,3.79835
model 20 C,39.85,3.651
model 20 C,39.8667,3.8709
model 20 C,39.8833,3.892
model 20 C,39.9,4.16045
model 20 C,39.9167,4.2102
model 20 C,39.9333,4.50095
model 20 C,39.95,4.6697
model 20 C,39.9667,4.8047
model 20 C,39.9833,4.8429
model 20 C,40,4.90655
model 20 C,40.0167,5.0222
model 20 C,40.0333,5.23865
model 20 C,40.05,5.6496
model 20 C,40.0667,5.90565
model 20 C,40.0833,6.3328
model 20 C,40.1,6.74935
model 20 C,40.1167,7.4228
model 20 C,40.1333,7.858
model 20 C,40.15,8.3933
model 20 C,40.1667,8.99295
model 20 C,40.1833,9.78905
model 20 C,40.2,10.7962
model 20 C,40.2167,11.6496
model 20 C,40.2333,12.728
model 20 C,40.25,13.7343
model 20 C,40.2667,14.5615
model 20 C,40.2833,15.603
model 20 C,40.3,16.8507
model 20 C,40.3167,17.9588
model 20 C,40.3333,19.0587
model 20 C,40.35,20.2683
model 20 C,40.3667,21.3192
model 20 C,40.3833,22.3554
model 20 C,40.4,23.4896
model 20 C,40.4167,24.645
model 20 C,40.4333,25.5327
model 20 C,40.45,26.4313
model 20 C,40.4667,27.1635
model 20 C,40.4833,27.6728
model 20 C,40.5,28.0023
model 20 C,40.5167,28.0045
model 20 C,40.5333,27.9768
model 20 C,40.55,28.0069
model 20 C,40.5667,27.7086
model 20 C,40.5833,27.3119
model 20 C,40.6,26.8767
model 20 C,40.6167,26.4676
model 20 C,40.6333,25.8753
model 20 C,40.65,25.4021
model 20 C,40.6667,24.7784
model 20 C,40.6833,24.3552
model 20 C,40.7,23.9998
model 20 C,40.7167,23.6915
model 20 C,40.7333,23.7315
model 20 C,40.75,23.7794
model 20 C,40.7667,23.9604
model 20 C,40.7833,24.1043
model 20 C,40.8,24.1125
model 20 C,40.8167,24.2741
model 20 C,40.8333,24.4785
model 20 C,40.85,24.6391
model 20 C,40.8667,24.6386
model 20 C,40.8833,24.4274
model 20 C,40.9,24.3434
model 20 C,40.9167,24.1483
model 20 C,40.9333,23.7621
model 20 C,40.95,23.0884
model 20 C,40.9667,22.3118
model 20 C,40.9833,21.3724
model 20 C,41,20.208
model 20 C,41.0167,19.1217
model 20 C,41.0333,17.9378
model 20 C,41.05,16.5783
model 20 C,41.0667,15.5344
model 20 C,41.0833,14.3175
model 20 C,41.1,13.1827
model 20 C,41.1167,11.9166
model 20 C,41.1333,10.7205
model 20 C,41.15,9.64815
model 20 C,41.1667,8.79415
model 20 C,41.1833,7.88105
model 20 C,41.2,7.32045
model 20 C,41.2167,6.7136
model 20 C,41.2333,6.42045
model 20 C,41.25,6.3128
model 20 C,41.2667,6.10505
model 20 C,41.2833,6.146
model 20 C,41.3,6.31935
model 20 C,41.3167,6.64325
model 20 C,41.3333,7.0757
model 20 C,41.35,7.6863
model 20 C,41.3667,8.39775
model 20 C,41.3833,9.02675
model 20 C,41.4,9.867
model 20 C,41.4167,10.8154
model 20 C,41.4333,11.6407
model 20 C,41.45,12.4825
model 20 C,41.4667,13.276
model 20 C,41.4833,14.3573
model 20 C,41.5,15.4842
model 20 C,41.5167,16.782
model 20 C,41.5333,17.9801
model 20 C,41.55,19.236
model 20 C,41.5667,20.4541
model 20 C,41.5833,21.5067
model 20 C,41.6,22.779
model 20 C,41.6167,24.0651
model 20 C,41.6333,25.1027
model 20 C,41.65,26.2714
model 20 C,41.6667,27.4148
model 20 C,41.6833,28.5722
model 20 C,41.7,29.7235
model 20 C,41.7167,30.7316
model 20 C,41.7333,31.752
model 20 C,41.75,32.9201
model 20 C,41.7667,33.9969
model 20 C,41.7833,35.1161
model 20 C,41.8,36.1853
model 20 C,41.8167,37.3794
model 20 C,41.8333,38.3569
model 20 C,41.85,39.5888
model 20 C,41.8667,40.6103
model 20 C,41.8833,41.8396
model 20 C,41.9,42.8728
model 20 C,41.9167,43.7984
model 20 C,41.9333,44.5898
model 20 C,41.95,45.2266
model 20 C,41.9667,45.6761
model 20 C,41.9833,45.9083
model 20 C,42,45.9996
model 20 C,42.0167,46.0195
model 20 C,42.0333,45.7409
model 20 C,42.05,45.4241
model 20 C,42.0667,44.9796
model 20 C,42.0833,44.2184
model 20 C,42.1,43.5265
model 20 C,42.1167,42.7737
model 20 C,42.1333,41.9808
model 20 C,42.15,41.2388
model 20 C,42.1667,40.9528
model 20 C,42.1833,40.7861
model 20 C,42.2,40.3319
model 20 C,42.2167,39.8653
model 20 C,42.2333,39.3203
model 20 C,42.25,38.8509
model 20 C,42.2667,38.444
model 20 C,42.2833,38.0468
model 20 C,42.3,37.5928
model 20 C,42.3167,37.2123
model 20 C,42.3333,36.7641
model 20 C,42.35,36.3692
model 20 C,42.3667,35.8751
model 20 C,42.3833,35.0172
model 20 C,42.4,34.0613
model 20 C,42.4167,33.1052
model 20 C,42.4333,32.153
model 20 C,42.45,31.22
model 20 C,42.4667,30.3147
model 20 C,42.4833,29.5005
model 20 C,42.5,28.9259
model 20 C,42.5167,28.4955
model 20 C,42.5333,28.1725
model 20 C,42.55,27.8235
model 20 C,42.5667,27.7361
model 20 C,42.5833,27.7617
model 20 C,42.6,27.9991
model 20 C,42.6167,28.3803
model 20 C,42.6333,28.9568
model 20 C,42.65,29.6239
model 20 C,42.6667,30.6127
model 20 C,42.6833,31.6145
model 20 C,42.7,32.5286
model 20 C,42.7167,33.4652
model 20 C,42.7333,34.4594
model 20 C,42.75,35.2258
model 20 C,42.7667,35.6955
model 20 C,42.7833,36.0952
model 20 C,42.8,36.5587
model 20 C,42.8167,36.9254
model 20 C,42.8333,37.2214
model 20 C,42.85,37.1269
model 20 C,42.8667,37.1146
model 20 C,42.8833,36.774
model 20 C,42.9,36.2128
model 20 C,42.9167,35.7178
model 20 C,42.9333,34.9629
model 20 C,42.95,34.0361
model 20 C,42.9667,33.121
model 20 C,42.9833,32.1605
model 20 C,43,31.0244
model 20 C,43.0167,29.8304
model 20 C,43.0333,28.6716
model 20 C,43.05,27.6391
model 20 C,43.0667,26.4401
model 20 C,43.0833,25.4718
model 20 C,43.1,24.2921
model 20 C,43.1167,23.2526
model 20 C,43.1333,22.0846
model 20 C,43.15,21.0566
model 20 C,43.1667,20.0804
model 20 C,43.1833,18.8874
model 20 C,43.2,17.7606
model 20 C,43.2167,16.7936
model 20 C,43.2333,15.7744
model 20 C,43.25,14.3799
model 20 C,43.2667,13.2724
model 20 C,43.2833,12.3471
model 20 C,43.3,11.5168
model 20 C,43.3167,10.6504
model 20 C,43.3333,9.60735
model 20 C,43.35,8.7926
model 20 C,43.3667,8.35635
model 20 C,43.3833,7.81075
model 20 C,43.4,7.37485
model 20 C,43.4167,7.0145
model 20 C,43.4333,6.49055
model 20 C,43.45,6.2072
model 20 C,43.4667,6.07665
model 20 C,43.4833,5.97195
model 20 C,43.5,5.9302
model 20 C,43.5167,5.9313
model 20 C,43.5333,6.0745
model 20 C,43.55,6.3348
model 20 C,43.5667,6.8037
model 20 C,43.5833,7.07785
model 20 C,43.6,7.2977
model 20 C,43.6167,7.96655
model 20 C,43.6333,8.4646
model 20 C,43.65,9.215
model 20 C,43.6667,9.84605
model 20 C,43.6833,10.9183
model 20 C,43.7,11.9499
model 20 C,43.7167,12.9173
model 20 C,43.7333,14.0191
model 20 C,43.75,15.0457
model 20 C,43.7667,16.0755
model 20 C,43.7833,17.2218
model 20 C,43.8,18.3253
model 20 C,43.8167,19.5394
model 20 C,43.8333,20.7379
model 20 C,43.85,21.8669
model 20 C,43.8667,23.0524
model 20 C,43.8833,24.0429
model 20 C,43.9,24.9263
model 20 C,43.9167,25.9795
model 20 C,43.9333,27.0815
model 20 C,43.95,28.1727
model 20 C,43.9667,29.4569
model 20 C,43.9833,30.5873
model 20 C,44,31.6837
model 20 C,44.0167,32.6953
model 20 C,44.0333,33.6857
model 20 C,44.05,34.9106
model 20 C,44.0667,35.9708
model 20 C,44.0833,37.2184
model 20 C,44.1,38.1472
model 20 C,44.1167,39.1029
model 20 C,44.1333,40.432
model 20 C,44.15,41.556
model 20 C,44.1667,42.6344
model 20 C,44.1833,43.5855
model 20 C,44.2,44.5668
model 20 C,44.2167,45.7099
model 20 C,44.2333,46.681
model 20 C,44.25,47.4937
model 20 C,44.2667,48.1424
model 20 C,44.2833,48.9453
model 20 C,44.3,49.4979
model 20 C,44.3167,49.641
model 20 C,44.3333,49.9471
model 20 C,44.35,49.9057
model 20 C,44.3667,49.8641
model 20 C,44.3833,49.8492
model 20 C,44.4,49.7454
model 20 C,44.4167,49.5014
model 20 C,44.4333,49.3178
model 20 C,44.45,49.1814
model 20 C,44.4667,49.0179
model 20 C,44.4833,48.8815
model 20 C,44.5,49.0376
model 20 C,44.5167,48.9607
model 20 C,44.5333,48.9841
model 20 C,44.55,48.9955
model 20 C,44.5667,49.1211
model 20 C,44.5833,49.1716
model 20 C,44.6,49.3701
model 20 C,44.6167,49.4063
model 20 C,44.6333,49.7803
model 20 C,44.65,50.0189
model 20 C,44.6667,50.3217
model 20 C,44.6833,50.4264
model 20 C,44.7,50.7372
model 20 C,44.7167,50.7931
model 20 C,44.7333,50.5834
model 20 C,44.75,50.3296
model 20 C,44.7667,49.8555
model 20 C,44.7833,49.3383
model 20 C,44.8,48.638
model 20 C,44.8167,48.0531
model 20 C,44.8333,47.5697
model 20 C,44.85,47.0552
model 20 C,44.8667,46.6189
model 20 C,44.8833,46.3494
model 20 C,44.9,46.1142
model 20 C,44.9167,45.7751
model 20 C,44.9333,45.6102
model 20 C,44.95,45.6046
model 20 C,44.9667,45.7249
model 20 C,44.9833,45.8905
model 20 C,45,46.2173
model 20 C,45.0167,46.6307
model 20 C,45.0333,47.3855
model 20 C,45.05,48.3098
model 20 C,45.0667,49.3122
model 20 C,45.0833,50.3418
model 20 C,45.1,51.4333
model 20 C,45.1167,52.6438
model 20 C,45.1333,53.7613
model 20 C,45.15,54.7415
model 20 C,45.1667,56.0485
model 20 C,45.1833,57.289
model 20 C,45.2,58.54
model 20 C,45.2167,59.6178
model 20 C,45.2333,60.8261
model 20 C,45.25,62.1684
model 20 C,45.2667,63.2562
model 20 C,45.2833,64.3706
model 20 C,45.3,65.6983
model 20 C,45.3167,66.815
model 20 C,45.3333,67.8538
model 20 C,45.35,69.1265
model 20 C,45.3667,70.2193
model 20 C,45.3833,71.4293
model 20 C,45.4,72.7442
model 20 C,45.4167,73.6523
model 20 C,45.4333,74.4156
model 20 C,45.45,75.3103
model 20 C,45.4667,76.0157
model 20 C,45.4833,76.5654
model 20 C,45.5,76.9416
model 20 C,45.5167,77.2542
model 20 C,45.5333,77.4003
model 20 C,45.55,77.628
model 20 C,45.5667,77.3994
model 20 C,45.5833,76.9497
model 20 C,45.6,76.6024
model 20 C,45.6167,75.8324
model 20 C,45.6333,74.9467
model 20 C,45.65,74.0748
model 20 C,45.6667,73.0711
model 20 C,45.6833,71.9042
model 20 C,45.7,70.6281
model 20 C,45.7167,69.6402
model 20 C,45.7333,68.6107
model 20 C,45.75,67.867
model 20 C,45.7667,67.0928
model 20 C,45.7833,66.9237
model 20 C,45.8,66.6405
model 20 C,45.8167,66.4989
model 20 C,45.8333,66.5879
model 20 C,45.85,66.6663
model 20 C,45.8667,66.816
model 20 C,45.8833,67.1837
model 20 C,45.9,67.6577
model 20 C,45.9167,68.3796
model 20 C,45.9333,69.2446
model 20 C,45.95,70.1283
model 20 C,45.9667,70.9402
model 20 C,45.9833,72.047
model 20 C,46,73.1875
model 20 C,46.0167,74.2586
model 20 C,46.0333,75.2803
model 20 C,46.05,76.5678
model 20 C,46.0667,77.7152
model 20 C,46.0833,78.9835
model 20 C,46.1,80.047
model 20 C,46.1167,81.2838
model 20 C,46.1333,82.283
model 20 C,46.15,83.3257
model 20 C,46.1667,84.4636
model 20 C,46.1833,85.4741
model 20 C,46.2,86.6702
model 20 C,46.2167,87.5705
model 20 C,46.2333,88.4441
model 20 C,46.25,89.0275
model 20 C,46.2667,89.3127
model 20 C,46.2833,89.7748
model 20 C,46.3,90.073
model 20 C,46.3167,90.4654
model 20 C,46.3333,90.9109
model 20 C,46.35,91.1447
model 20 C,46.3667,91.3838
model 20 C,46.3833,91.678
model 20 C,46.4,91.877
model 20 C,46.4167,91.9507
model 20 C,46.4333,91.9352
model 20 C,46.45,92.0429
model 20 C,46.4667,92.1626
model 20 C,46.4833,92.3304
model 20 C,46.5,92.404
model 20 C,46.5167,92.4439
model 20 C,46.5333,92.548
model 20 C,46.55,92.6312
model 20 C,46.5667,92.7688
model 20 C,46.5833,92.6662
model 20 C,46.6,92.7019
model 20 C,46.6167,92.448
model 20 C,46.6333,92.2477
model 20 C,46.65,92.1988
model 20 C,46.6667,92.0235
model 20 C,46.6833,91.8513
model 20 C,46.7,91.6879
model 20 C,46.7167,91.5091
model 20 C,46.7333,91.5048
model 20 C,46.75,91.4164
model 20 C,46.7667,91.1728
model 20 C,46.7833,91.069
model 20 C,46.8,91.1956
model 20 C,46.8167,91.1926
model 20 C,46.8333,91.1606
model 20 C,46.85,91.1756
model 20 C,46.8667,91.5046
model 20 C,46.8833,91.653
model 20 C,46.9,91.5761
model 20 C,46.9167,91.6351
model 20 C,46.9333,91.5607
model 20 C,46.95,91.4446
model 20 C,46.9667,91.1169
model 20 C,46.9833,90.9436
model 20 C,47,90.8012
model 20 C,47.0167,90.5743
model 20 C,47.0333,90.549
model 20 C,47.05,90.5791
model 20 C,47.0667,90.5905
model 20 C,47.0833,90.647
model 20 C,47.1,90.8923
model 20 C,47.1167,91.1641
model 20 C,47.1333,91.0995
model 20 C,47.15,91.2031
model 20 C,47.1667,91.1834
model 20 C,47.1833,91.0946
model 20 C,47.2,91.0525
model 20 C,47.2167,91.1764
model 20 C,47.2333,91.2116
model 20 C,47.25,91.0459
model 20 C,47.2667,90.8974
model 20 C,47.2833,90.3319
model 20 C,47.3,89.6944
model 20 C,47.3167,89.1719
model 20 C,47.3333,88.6599
model 20 C,47.35,87.9797
model 20 C,47.3667,87.1594
model 20 C,47.3833,86.2677
model 20 C,47.4,85.1818
model 20 C,47.4167,84.3537
model 20 C,47.4333,83.4742
model 20 C,47.45,82.2364
model 20 C,47.4667,81.0839
model 20 C,47.4833,79.8114
model 20 C,47.5,78.6432
model 20 C,47.5167,77.6505
model 20 C,47.5333,76.5206
model 20 C,47.55,75.4356
model 20 C,47.5667,74.3667
model 20 C,47.5833,73.7065
model 20 C,47.6,72.8765
model 20 C,47.6167,72.0877
model 20 C,47.6333,71.6145
model 20 C,47.65,71.3075
model 20 C,47.6667,71.07
model 20 C,47.6833,70.8507
model 20 C,47.7,70.8602
model 20 C,47.7167,71.0143
model 20 C,47.7333,71.3229
model 20 C,47.75,71.8293
model 20 C,47.7667,72.3765
model 20 C,47.7833,73.3175
model 20 C,47.8,74.1911
model 20 C,47.8167,75.2298
model 20 C,47.8333,76.4639
model 20 C,47.85,77.5263
model 20 C,47.8667,78.4479
model 20 C,47.8833,79.394
model 20 C,47.9,80.5939
model 20 C,47.9167,81.5119
