panel,series,t_min,angular_msd_rad2,fitted_D_theta_per_min,translational_msd_mm2,plateau_mm2,tau_d_min,x_mm,y_mm,counts,temperature_C,tau_theta_s,tau_d_s,tau_theta_min,tau_tr_min,fa_nN,kappa_over_uE,T_star,tau_tr_inf_min,n_runs,pe_number,tau_tr_over_tau_tr_inf
B inset,"living worms, all temperatures",,,,,,,-0.525,-2.415,71,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.315,-2.415,64,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.105,-2.415,60,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.105,-2.415,59,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.315,-2.415,69,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.525,-2.415,56,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.735,-2.415,83,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.945,-2.415,51,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.155,-2.415,50,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.365,-2.415,60,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.575,-2.415,58,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.785,-2.415,86,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.995,-2.415,96,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.205,-2.415,91,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.415,-2.415,118,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.625,-2.415,129,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.835,-2.415,117,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.045,-2.415,102,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.255,-2.205,72,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.045,-2.205,138,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.835,-2.205,151,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.625,-2.205,91,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.415,-2.205,92,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.205,-2.205,67,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.995,-2.205,78,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.785,-2.205,65,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.575,-2.205,79,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.365,-2.205,64,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.155,-2.205,65,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.945,-2.205,66,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.735,-2.205,59,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.525,-2.205,59,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.315,-2.205,59,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.105,-2.205,65,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.105,-2.205,53,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.315,-2.205,50,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.525,-2.205,57,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.735,-2.205,61,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.945,-2.205,56,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.155,-2.205,62,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.365,-2.205,53,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.575,-2.205,79,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.785,-2.205,86,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.995,-2.205,88,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.205,-2.205,72,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.415,-2.205,62,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.625,-2.205,112,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.835,-2.205,148,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.045,-2.205,125,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.255,-2.205,70,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.465,-1.995,31,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.255,-1.995,111,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.045,-1.995,126,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.835,-1.995,93,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.625,-1.995,91,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.415,-1.995,85,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.205,-1.995,59,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.995,-1.995,67,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.785,-1.995,71,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.575,-1.995,62,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.365,-1.995,56,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.155,-1.995,57,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.945,-1.995,50,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.735,-1.995,71,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.525,-1.995,92,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.315,-1.995,62,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.105,-1.995,67,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.105,-1.995,64,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.315,-1.995,54,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.525,-1.995,62,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.735,-1.995,68,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.945,-1.995,61,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.155,-1.995,57,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.365,-1.995,44,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.575,-1.995,61,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.785,-1.995,66,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.995,-1.995,78,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.205,-1.995,55,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.415,-1.995,80,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.625,-1.995,85,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.835,-1.995,95,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.045,-1.995,137,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.255,-1.995,121,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.465,-1.995,32,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.465,-1.785,100,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.255,-1.785,150,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.045,-1.785,112,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.835,-1.785,96,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.625,-1.785,105,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.415,-1.785,99,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.205,-1.785,84,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.995,-1.785,89,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.785,-1.785,68,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.575,-1.785,77,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.365,-1.785,64,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.155,-1.785,85,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.945,-1.785,78,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.735,-1.785,81,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.525,-1.785,81,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.315,-1.785,74,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.105,-1.785,78,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.105,-1.785,77,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.315,-1.785,82,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.525,-1.785,68,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.735,-1.785,95,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.945,-1.785,64,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.155,-1.785,53,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.365,-1.785,63,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.575,-1.785,59,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.785,-1.785,67,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.995,-1.785,99,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.205,-1.785,76,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.415,-1.785,75,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.625,-1.785,89,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.835,-1.785,117,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.045,-1.785,136,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.255,-1.785,132,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.465,-1.785,104,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.675,-1.575,36,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.465,-1.575,108,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.255,-1.575,90,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.045,-1.575,64,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.835,-1.575,85,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.625,-1.575,77,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.415,-1.575,67,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.205,-1.575,45,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.995,-1.575,58,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.785,-1.575,50,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.575,-1.575,68,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.365,-1.575,72,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.155,-1.575,57,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.945,-1.575,61,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.735,-1.575,45,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.525,-1.575,75,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.315,-1.575,45,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.105,-1.575,58,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.105,-1.575,68,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.315,-1.575,58,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.525,-1.575,53,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.735,-1.575,63,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.945,-1.575,60,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.155,-1.575,61,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.365,-1.575,45,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.575,-1.575,48,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.785,-1.575,51,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.995,-1.575,75,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.205,-1.575,54,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.415,-1.575,57,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.625,-1.575,66,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.835,-1.575,66,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.045,-1.575,103,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.255,-1.575,107,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.465,-1.575,104,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.675,-1.575,52,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.675,-1.365,76,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.465,-1.365,128,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.255,-1.365,95,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.045,-1.365,59,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.835,-1.365,76,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.625,-1.365,62,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.415,-1.365,61,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.205,-1.365,55,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.995,-1.365,66,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.785,-1.365,59,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.575,-1.365,61,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.365,-1.365,45,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.155,-1.365,38,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.945,-1.365,57,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.735,-1.365,60,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.525,-1.365,54,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.315,-1.365,50,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.105,-1.365,57,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.105,-1.365,41,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.315,-1.365,46,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.525,-1.365,54,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.735,-1.365,65,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.945,-1.365,48,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.155,-1.365,45,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.365,-1.365,43,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.575,-1.365,34,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.785,-1.365,43,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.995,-1.365,62,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.205,-1.365,58,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.415,-1.365,62,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.625,-1.365,64,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.835,-1.365,66,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.045,-1.365,96,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.255,-1.365,114,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.465,-1.365,112,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.675,-1.365,88,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.675,-1.155,109,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.465,-1.155,126,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.255,-1.155,78,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.045,-1.155,76,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.835,-1.155,87,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.625,-1.155,76,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.415,-1.155,55,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.205,-1.155,65,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.995,-1.155,63,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.785,-1.155,72,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.575,-1.155,60,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.365,-1.155,64,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.155,-1.155,49,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.945,-1.155,70,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.735,-1.155,60,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.525,-1.155,77,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.315,-1.155,56,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.105,-1.155,39,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.105,-1.155,57,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.315,-1.155,41,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.525,-1.155,53,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.735,-1.155,59,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.945,-1.155,49,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.155,-1.155,48,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.365,-1.155,46,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.575,-1.155,55,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.785,-1.155,49,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.995,-1.155,52,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.205,-1.155,66,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.415,-1.155,53,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.625,-1.155,64,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.835,-1.155,75,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.045,-1.155,81,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.255,-1.155,90,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.465,-1.155,117,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.675,-1.155,112,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.885,-0.945,49,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.675,-0.945,109,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.465,-0.945,67,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.255,-0.945,94,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.045,-0.945,84,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.835,-0.945,90,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.625,-0.945,73,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.415,-0.945,61,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.205,-0.945,75,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.995,-0.945,57,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.785,-0.945,57,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.575,-0.945,53,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.365,-0.945,49,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.155,-0.945,41,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.945,-0.945,45,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.735,-0.945,50,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.525,-0.945,71,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.315,-0.945,47,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.105,-0.945,46,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.105,-0.945,46,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.315,-0.945,47,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.525,-0.945,42,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.735,-0.945,43,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.945,-0.945,64,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.155,-0.945,43,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.365,-0.945,59,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.575,-0.945,47,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.785,-0.945,39,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.995,-0.945,55,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.205,-0.945,48,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.415,-0.945,49,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.625,-0.945,70,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.835,-0.945,53,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.045,-0.945,82,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.255,-0.945,78,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.465,-0.945,118,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.675,-0.945,119,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.885,-0.945,48,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.885,-0.735,77,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.675,-0.735,84,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.465,-0.735,70,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.255,-0.735,55,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.045,-0.735,71,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.835,-0.735,77,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.625,-0.735,84,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.415,-0.735,67,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.205,-0.735,49,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.995,-0.735,54,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.785,-0.735,48,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.575,-0.735,69,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.365,-0.735,62,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.155,-0.735,40,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.945,-0.735,70,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.735,-0.735,54,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.525,-0.735,53,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.315,-0.735,45,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.105,-0.735,44,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.105,-0.735,42,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.315,-0.735,36,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.525,-0.735,50,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.735,-0.735,54,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.945,-0.735,36,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.155,-0.735,43,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.365,-0.735,44,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.575,-0.735,38,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.785,-0.735,36,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.995,-0.735,34,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.205,-0.735,62,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.415,-0.735,50,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.625,-0.735,46,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.835,-0.735,60,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.045,-0.735,69,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.255,-0.735,88,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.465,-0.735,88,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.675,-0.735,129,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.885,-0.735,76,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.885,-0.525,80,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.675,-0.525,81,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.465,-0.525,53,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.255,-0.525,87,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.045,-0.525,93,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.835,-0.525,81,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.625,-0.525,70,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.415,-0.525,64,,,,,,,,,,,,
