panel,series,t_min,angular_msd_rad2,fitted_D_theta_per_min,translational_msd_mm2,plateau_mm2,tau_d_min,x_mm,y_mm,counts,temperature_C,tau_theta_s,tau_d_s,tau_theta_min,tau_tr_min,fa_nN,kappa_over_uE,T_star,tau_tr_inf_min,n_runs,pe_number,tau_tr_over_tau_tr_inf
B inset,"living worms, all temperatures",,,,,,,0.315,1.155,25,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.525,1.155,32,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.735,1.155,46,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.945,1.155,27,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.155,1.155,22,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.365,1.155,36,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.575,1.155,18,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.785,1.155,23,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.995,1.155,29,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.205,1.155,25,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.415,1.155,40,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.625,1.155,42,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.835,1.155,61,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.045,1.155,78,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.255,1.155,67,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.465,1.155,78,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.675,1.155,74,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.675,1.365,33,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.465,1.365,50,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.255,1.365,66,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.045,1.365,40,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.835,1.365,45,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.625,1.365,35,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.415,1.365,47,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.205,1.365,25,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.995,1.365,33,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.785,1.365,27,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.575,1.365,26,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.365,1.365,36,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.155,1.365,32,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.945,1.365,25,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.735,1.365,34,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.525,1.365,37,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.315,1.365,37,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.105,1.365,42,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.105,1.365,32,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.315,1.365,24,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.525,1.365,38,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.735,1.365,25,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.945,1.365,33,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.155,1.365,38,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.365,1.365,33,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.575,1.365,22,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.785,1.365,31,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.995,1.365,38,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.205,1.365,38,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.415,1.365,41,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.625,1.365,43,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.835,1.365,68,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.045,1.365,62,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.255,1.365,86,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.465,1.365,68,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.675,1.365,55,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.675,1.575,10,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.465,1.575,48,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.255,1.575,53,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.045,1.575,50,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.835,1.575,55,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.625,1.575,31,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.415,1.575,35,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.205,1.575,35,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.995,1.575,33,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.785,1.575,27,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.575,1.575,25,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.365,1.575,26,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.155,1.575,28,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.945,1.575,25,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.735,1.575,22,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.525,1.575,30,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.315,1.575,32,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.105,1.575,28,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.105,1.575,27,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.315,1.575,31,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.525,1.575,20,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.735,1.575,23,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.945,1.575,20,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.155,1.575,24,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.365,1.575,38,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.575,1.575,31,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.785,1.575,24,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.995,1.575,37,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.205,1.575,27,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.415,1.575,32,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.625,1.575,47,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.835,1.575,50,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.045,1.575,51,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.255,1.575,82,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.465,1.575,80,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.675,1.575,44,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.465,1.785,28,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.255,1.785,45,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.045,1.785,56,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.835,1.785,74,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.625,1.785,39,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.415,1.785,36,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.205,1.785,41,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.995,1.785,43,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.785,1.785,42,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.575,1.785,37,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.365,1.785,43,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.155,1.785,24,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.945,1.785,33,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.735,1.785,25,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.525,1.785,39,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.315,1.785,33,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.105,1.785,40,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.105,1.785,33,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.315,1.785,26,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.525,1.785,39,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.735,1.785,31,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.945,1.785,20,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.155,1.785,47,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.365,1.785,29,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.575,1.785,44,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.785,1.785,30,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.995,1.785,48,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.205,1.785,49,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.415,1.785,46,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.625,1.785,56,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.835,1.785,79,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.045,1.785,74,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.255,1.785,88,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.465,1.785,83,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.465,1.995,6,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.255,1.995,37,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.045,1.995,49,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.835,1.995,68,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.625,1.995,36,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.415,1.995,39,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.205,1.995,31,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.995,1.995,28,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.785,1.995,31,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.575,1.995,36,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.365,1.995,27,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.155,1.995,35,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.945,1.995,22,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.735,1.995,30,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.525,1.995,32,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.315,1.995,30,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.105,1.995,44,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.105,1.995,31,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.315,1.995,24,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.525,1.995,22,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.735,1.995,20,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.945,1.995,27,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.155,1.995,32,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.365,1.995,32,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.575,1.995,36,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.785,1.995,35,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.995,1.995,44,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.205,1.995,31,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.415,1.995,55,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.625,1.995,56,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.835,1.995,58,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.045,1.995,70,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.255,1.995,82,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.465,1.995,19,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.255,2.205,33,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.045,2.205,51,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.835,2.205,44,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.625,2.205,41,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.415,2.205,41,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.205,2.205,34,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.995,2.205,31,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.785,2.205,27,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.575,2.205,33,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.365,2.205,30,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.155,2.205,27,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.945,2.205,27,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.735,2.205,24,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.525,2.205,26,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.315,2.205,33,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.105,2.205,26,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.105,2.205,34,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.315,2.205,34,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.525,2.205,28,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.735,2.205,22,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.945,2.205,37,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.155,2.205,35,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.365,2.205,27,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.575,2.205,31,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.785,2.205,50,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.995,2.205,47,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.205,2.205,40,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.415,2.205,38,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.625,2.205,56,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.835,2.205,59,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.045,2.205,56,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.255,2.205,51,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-3.045,2.415,30,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.835,2.415,63,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.625,2.415,50,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.415,2.415,41,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.205,2.415,34,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.995,2.415,22,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.785,2.415,25,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.575,2.415,35,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.365,2.415,28,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.155,2.415,22,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.945,2.415,24,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.735,2.415,28,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.525,2.415,27,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.315,2.415,29,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.105,2.415,23,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.105,2.415,25,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.315,2.415,27,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.525,2.415,16,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.735,2.415,25,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.945,2.415,26,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.155,2.415,30,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.365,2.415,27,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.575,2.415,30,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.785,2.415,48,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.995,2.415,53,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.205,2.415,68,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.415,2.415,66,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.625,2.415,45,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.835,2.415,70,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,3.045,2.415,54,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.835,2.625,41,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.625,2.625,36,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.415,2.625,39,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.205,2.625,32,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.995,2.625,39,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.785,2.625,30,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.575,2.625,30,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.365,2.625,24,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.155,2.625,23,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.945,2.625,27,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.735,2.625,31,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.525,2.625,26,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.315,2.625,23,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.105,2.625,31,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.105,2.625,22,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.315,2.625,20,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.525,2.625,11,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.735,2.625,25,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.945,2.625,28,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.155,2.625,39,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.365,2.625,36,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.575,2.625,34,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.785,2.625,46,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.995,2.625,60,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.205,2.625,54,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.415,2.625,60,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.625,2.625,52,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.835,2.625,51,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.625,2.835,25,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.415,2.835,38,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.205,2.835,46,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.995,2.835,35,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.785,2.835,39,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.575,2.835,38,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.365,2.835,27,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.155,2.835,31,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.945,2.835,34,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.735,2.835,21,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.525,2.835,14,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.315,2.835,30,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.105,2.835,24,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.105,2.835,26,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.315,2.835,24,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.525,2.835,20,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.735,2.835,31,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.945,2.835,33,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.155,2.835,34,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.365,2.835,41,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.575,2.835,23,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.785,2.835,40,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.995,2.835,50,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.205,2.835,58,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.415,2.835,44,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.625,2.835,55,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.415,3.045,22,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.205,3.045,48,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.995,3.045,27,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.785,3.045,29,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.575,3.045,53,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.365,3.045,40,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.155,3.045,41,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.945,3.045,38,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.735,3.045,45,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.525,3.045,39,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.315,3.045,41,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.105,3.045,30,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.105,3.045,37,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.315,3.045,38,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.525,3.045,41,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.735,3.045,42,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.945,3.045,25,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.155,3.045,47,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.365,3.045,40,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.575,3.045,57,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.785,3.045,61,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.995,3.045,59,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.205,3.045,41,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,2.415,3.045,39,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-2.205,3.255,22,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.995,3.255,35,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.785,3.255,36,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.575,3.255,17,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.365,3.255,34,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-1.155,3.255,33,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.945,3.255,43,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.735,3.255,35,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.525,3.255,36,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.315,3.255,31,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,-0.105,3.255,33,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.105,3.255,20,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.315,3.255,34,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.525,3.255,23,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.735,3.255,37,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,0.945,3.255,48,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.155,3.255,39,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.365,3.255,38,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.575,3.255,37,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.785,3.255,36,,,,,,,,,,,,
B inset,"living worms, all temperatures",,,,,,,1.995,3.255,56,,,,,,,,,,,,
