panel,series,t_min,x_cm_mm,probability_density_per_mm,Rg_over_lc,Re_over_lc,probability
D,model 20 C,36.9333,37.7137,,,,
D,model 20 C,36.95,38.7955,,,,
D,model 20 C,36.9667,39.8813,,,,
D,model 20 C,36.9833,41.1419,,,,
D,model 20 C,37,42.2822,,,,
D,model 20 C,37.0167,43.2473,,,,
D,model 20 C,37.0333,44.0946,,,,
D,model 20 C,37.05,44.8706,,,,
D,model 20 C,37.0667,45.6021,,,,
D,model 20 C,37.0833,46.0172,,,,
D,model 20 C,37.1,46.2835,,,,
D,model 20 C,37.1167,46.4322,,,,
D,model 20 C,37.1333,46.4663,,,,
D,model 20 C,37.15,46.2698,,,,
D,model 20 C,37.1667,45.9879,,,,
D,model 20 C,37.1833,45.7468,,,,
D,model 20 C,37.2,44.9929,,,,
D,model 20 C,37.2167,44.2311,,,,
D,model 20 C,37.2333,43.176,,,,
D,model 20 C,37.25,42.1932,,,,
D,model 20 C,37.2667,40.9975,,,,
D,model 20 C,37.2833,39.8871,,,,
D,model 20 C,37.3,38.8567,,,,
D,model 20 C,37.3167,37.85,,,,
D,model 20 C,37.3333,36.7242,,,,
D,model 20 C,37.35,35.5971,,,,
D,model 20 C,37.3667,34.6624,,,,
D,model 20 C,37.3833,33.5107,,,,
D,model 20 C,37.4,32.1996,,,,
D,model 20 C,37.4167,31.1551,,,,
D,model 20 C,37.4333,30.0983,,,,
D,model 20 C,37.45,29.106,,,,
D,model 20 C,37.4667,27.644,,,,
D,model 20 C,37.4833,26.3147,,,,
D,model 20 C,37.5,25.282,,,,
D,model 20 C,37.5167,24.175,,,,
D,model 20 C,37.5333,23.0585,,,,
D,model 20 C,37.55,22.0092,,,,
D,model 20 C,37.5667,20.9923,,,,
D,model 20 C,37.5833,19.5922,,,,
D,model 20 C,37.6,18.537,,,,
D,model 20 C,37.6167,17.3323,,,,
D,model 20 C,37.6333,16.208,,,,
D,model 20 C,37.65,14.885,,,,
D,model 20 C,37.6667,13.9674,,,,
D,model 20 C,37.6833,13.0226,,,,
D,model 20 C,37.7,12.1448,,,,
D,model 20 C,37.7167,11.0913,,,,
D,model 20 C,37.7333,9.85045,,,,
D,model 20 C,37.75,9.2293,,,,
D,model 20 C,37.7667,8.56195,,,,
D,model 20 C,37.7833,7.9503,,,,
D,model 20 C,37.8,7.34555,,,,
D,model 20 C,37.8167,6.8669,,,,
D,model 20 C,37.8333,6.66655,,,,
D,model 20 C,37.85,6.4187,,,,
D,model 20 C,37.8667,6.55845,,,,
D,model 20 C,37.8833,6.7147,,,,
D,model 20 C,37.9,6.9379,,,,
D,model 20 C,37.9167,7.51105,,,,
D,model 20 C,37.9333,8.1817,,,,
D,model 20 C,37.95,8.8944,,,,
D,model 20 C,37.9667,9.7811,,,,
D,model 20 C,37.9833,10.7547,,,,
D,model 20 C,38,11.4971,,,,
D,model 20 C,38.0167,12.041,,,,
D,model 20 C,38.0333,12.7439,,,,
D,model 20 C,38.05,13.1815,,,,
D,model 20 C,38.0667,13.3942,,,,
D,model 20 C,38.0833,13.617,,,,
D,model 20 C,38.1,13.6258,,,,
D,model 20 C,38.1167,13.5076,,,,
D,model 20 C,38.1333,13.281,,,,
D,model 20 C,38.15,12.9062,,,,
D,model 20 C,38.1667,12.3224,,,,
D,model 20 C,38.1833,11.4295,,,,
D,model 20 C,38.2,10.5932,,,,
D,model 20 C,38.2167,9.4575,,,,
D,model 20 C,38.2333,8.3651,,,,
D,model 20 C,38.25,7.51195,,,,
D,model 20 C,38.2667,6.67795,,,,
D,model 20 C,38.2833,5.98375,,,,
D,model 20 C,38.3,5.452,,,,
D,model 20 C,38.3167,5.09175,,,,
D,model 20 C,38.3333,4.7065,,,,
D,model 20 C,38.35,4.41705,,,,
D,model 20 C,38.3667,4.144,,,,
D,model 20 C,38.3833,3.99855,,,,
D,model 20 C,38.4,3.94635,,,,
D,model 20 C,38.4167,3.84555,,,,
D,model 20 C,38.4333,3.6533,,,,
D,model 20 C,38.45,3.49035,,,,
D,model 20 C,38.4667,3.50095,,,,
D,model 20 C,38.4833,3.58765,,,,
D,model 20 C,38.5,3.76335,,,,
D,model 20 C,38.5167,3.79735,,,,
D,model 20 C,38.5333,3.9124,,,,
D,model 20 C,38.55,3.8221,,,,
D,model 20 C,38.5667,3.6205,,,,
D,model 20 C,38.5833,3.34885,,,,
D,model 20 C,38.6,3.00515,,,,
D,model 20 C,38.6167,2.9497,,,,
D,model 20 C,38.6333,2.70765,,,,
D,model 20 C,38.65,2.5797,,,,
D,model 20 C,38.6667,2.5757,,,,
D,model 20 C,38.6833,2.91125,,,,
D,model 20 C,38.7,3.23055,,,,
D,model 20 C,38.7167,3.68375,,,,
D,model 20 C,38.7333,4.02495,,,,
D,model 20 C,38.75,4.43075,,,,
D,model 20 C,38.7667,4.69745,,,,
D,model 20 C,38.7833,5.1258,,,,
D,model 20 C,38.8,5.38955,,,,
D,model 20 C,38.8167,5.6536,,,,
D,model 20 C,38.8333,6.0309,,,,
D,model 20 C,38.85,6.375,,,,
D,model 20 C,38.8667,6.56655,,,,
D,model 20 C,38.8833,6.9251,,,,
D,model 20 C,38.9,7.2327,,,,
D,model 20 C,38.9167,7.41175,,,,
D,model 20 C,38.9333,7.50145,,,,
D,model 20 C,38.95,7.2938,,,,
D,model 20 C,38.9667,7.0628,,,,
D,model 20 C,38.9833,6.9103,,,,
D,model 20 C,39,6.69725,,,,
D,model 20 C,39.0167,6.4035,,,,
D,model 20 C,39.0333,5.9407,,,,
D,model 20 C,39.05,5.57915,,,,
D,model 20 C,39.0667,5.1279,,,,
D,model 20 C,39.0833,4.63985,,,,
D,model 20 C,39.1,4.27985,,,,
D,model 20 C,39.1167,4.0334,,,,
D,model 20 C,39.1333,3.9588,,,,
D,model 20 C,39.15,3.87555,,,,
D,model 20 C,39.1667,3.75625,,,,
D,model 20 C,39.1833,3.5541,,,,
D,model 20 C,39.2,3.70055,,,,
D,model 20 C,39.2167,3.60625,,,,
D,model 20 C,39.2333,3.2908,,,,
D,model 20 C,39.25,3.2415,,,,
D,model 20 C,39.2667,3.2962,,,,
D,model 20 C,39.2833,3.3249,,,,
D,model 20 C,39.3,3.3071,,,,
D,model 20 C,39.3167,3.39,,,,
D,model 20 C,39.3333,3.3377,,,,
D,model 20 C,39.35,3.2907,,,,
D,model 20 C,39.3667,3.34635,,,,
D,model 20 C,39.3833,3.3783,,,,
D,model 20 C,39.4,3.3444,,,,
D,model 20 C,39.4167,3.33865,,,,
D,model 20 C,39.4333,3.3841,,,,
D,model 20 C,39.45,3.6022,,,,
D,model 20 C,39.4667,4.0872,,,,
D,model 20 C,39.4833,4.33875,,,,
D,model 20 C,39.5,4.4831,,,,
D,model 20 C,39.5167,4.83575,,,,
D,model 20 C,39.5333,5.1985,,,,
D,model 20 C,39.55,5.62535,,,,
D,model 20 C,39.5667,6.01825,,,,
D,model 20 C,39.5833,6.4769,,,,
D,model 20 C,39.6,6.656,,,,
D,model 20 C,39.6167,6.8045,,,,
D,model 20 C,39.6333,6.69595,,,,
D,model 20 C,39.65,6.71125,,,,
D,model 20 C,39.6667,6.47345,,,,
D,model 20 C,39.6833,6.0875,,,,
D,model 20 C,39.7,5.59225,,,,
D,model 20 C,39.7167,5.33085,,,,
D,model 20 C,39.7333,5.03095,,,,
D,model 20 C,39.75,4.8898,,,,
D,model 20 C,39.7667,4.62295,,,,
D,model 20 C,39.7833,4.4414,,,,
D,model 20 C,39.8,4.0505,,,,
D,model 20 C,39.8167,3.8764,,,,
D,model 20 C,39.8333,3.79835,,,,
D,model 20 C,39.85,3.651,,,,
D,model 20 C,39.8667,3.8709,,,,
D,model 20 C,39.8833,3.892,,,,
D,model 20 C,39.9,4.16045,,,,
D,model 20 C,39.9167,4.2102,,,,
D,model 20 C,39.9333,4.50095,,,,
D,model 20 C,39.95,4.6697,,,,
D,model 20 C,39.9667,4.8047,,,,
D,model 20 C,39.9833,4.8429,,,,
D,model 20 C,40,4.90655,,,,
D,model 20 C,40.0167,5.0222,,,,
D,model 20 C,40.0333,5.23865,,,,
D,model 20 C,40.05,5.6496,,,,
D,model 20 C,40.0667,5.90565,,,,
D,model 20 C,40.0833,6.3328,,,,
D,model 20 C,40.1,6.74935,,,,
D,model 20 C,40.1167,7.4228,,,,
D,model 20 C,40.1333,7.858,,,,
D,model 20 C,40.15,8.3933,,,,
D,model 20 C,40.1667,8.99295,,,,
D,model 20 C,40.1833,9.78905,,,,
D,model 20 C,40.2,10.7962,,,,
D,model 20 C,40.2167,11.6496,,,,
D,model 20 C,40.2333,12.728,,,,
D,model 20 C,40.25,13.7343,,,,
D,model 20 C,40.2667,14.5615,,,,
D,model 20 C,40.2833,15.603,,,,
D,model 20 C,40.3,16.8507,,,,
D,model 20 C,40.3167,17.9588,,,,
D,model 20 C,40.3333,19.0587,,,,
D,model 20 C,40.35,20.2683,,,,
D,model 20 C,40.3667,21.3192,,,,
D,model 20 C,40.3833,22.3554,,,,
D,model 20 C,40.4,23.4896,,,,
D,model 20 C,40.4167,24.645,,,,
D,model 20 C,40.4333,25.5327,,,,
D,model 20 C,40.45,26.4313,,,,
D,model 20 C,40.4667,27.1635,,,,
D,model 20 C,40.4833,27.6728,,,,
D,model 20 C,40.5,28.0023,,,,
D,model 20 C,40.5167,28.0045,,,,
D,model 20 C,40.5333,27.9768,,,,
D,model 20 C,40.55,28.0069,,,,
D,model 20 C,40.5667,27.7086,,,,
D,model 20 C,40.5833,27.3119,,,,
D,model 20 C,40.6,26.8767,,,,
D,model 20 C,40.6167,26.4676,,,,
D,model 20 C,40.6333,25.8753,,,,
D,model 20 C,40.65,25.4021,,,,
D,model 20 C,40.6667,24.7784,,,,
D,model 20 C,40.6833,24.3552,,,,
D,model 20 C,40.7,23.9998,,,,
D,model 20 C,40.7167,23.6915,,,,
D,model 20 C,40.7333,23.7315,,,,
D,model 20 C,40.75,23.7794,,,,
D,model 20 C,40.7667,23.9604,,,,
D,model 20 C,40.7833,24.1043,,,,
D,model 20 C,40.8,24.1125,,,,
D,model 20 C,40.8167,24.2741,,,,
D,model 20 C,40.8333,24.4785,,,,
D,model 20 C,40.85,24.6391,,,,
D,model 20 C,40.8667,24.6386,,,,
D,model 20 C,40.8833,24.4274,,,,
D,model 20 C,40.9,24.3434,,,,
D,model 20 C,40.9167,24.1483,,,,
D,model 20 C,40.9333,23.7621,,,,
D,model 20 C,40.95,23.0884,,,,
D,model 20 C,40.9667,22.3118,,,,
D,model 20 C,40.9833,21.3724,,,,
D,model 20 C,41,20.208,,,,
D,model 20 C,41.0167,19.1217,,,,
D,model 20 C,41.0333,17.9378,,,,
D,model 20 C,41.05,16.5783,,,,
D,model 20 C,41.0667,15.5344,,,,
D,model 20 C,41.0833,14.3175,,,,
D,model 20 C,41.1,13.1827,,,,
D,model 20 C,41.1167,11.9166,,,,
D,model 20 C,41.1333,10.7205,,,,
D,model 20 C,41.15,9.64815,,,,
D,model 20 C,41.1667,8.79415,,,,
D,model 20 C,41.1833,7.88105,,,,
D,model 20 C,41.2,7.32045,,,,
D,model 20 C,41.2167,6.7136,,,,
D,model 20 C,41.2333,6.42045,,,,
D,model 20 C,41.25,6.3128,,,,
D,model 20 C,41.2667,6.10505,,,,
D,model 20 C,41.2833,6.146,,,,
D,model 20 C,41.3,6.31935,,,,
D,model 20 C,41.3167,6.64325,,,,
D,model 20 C,41.3333,7.0757,,,,
D,model 20 C,41.35,7.6863,,,,
D,model 20 C,41.3667,8.39775,,,,
D,model 20 C,41.3833,9.02675,,,,
D,model 20 C,41.4,9.867,,,,
D,model 20 C,41.4167,10.8154,,,,
D,model 20 C,41.4333,11.6407,,,,
D,model 20 C,41.45,12.4825,,,,
D,model 20 C,41.4667,13.276,,,,
D,model 20 C,41.4833,14.3573,,,,
D,model 20 C,41.5,15.4842,,,,
D,model 20 C,41.5167,16.782,,,,
D,model 20 C,41.5333,17.9801,,,,
D,model 20 C,41.55,19.236,,,,
D,model 20 C,41.5667,20.4541,,,,
D,model 20 C,41.5833,21.5067,,,,
D,model 20 C,41.6,22.779,,,,
D,model 20 C,41.6167,24.0651,,,,
D,model 20 C,41.6333,25.1027,,,,
D,model 20 C,41.65,26.2714,,,,
D,model 20 C,41.6667,27.4148,,,,
D,model 20 C,41.6833,28.5722,,,,
D,model 20 C,41.7,29.7235,,,,
D,model 20 C,41.7167,30.7316,,,,
D,model 20 C,41.7333,31.752,,,,
D,model 20 C,41.75,32.9201,,,,
D,model 20 C,41.7667,33.9969,,,,
D,model 20 C,41.7833,35.1161,,,,
D,model 20 C,41.8,36.1853,,,,
D,model 20 C,41.8167,37.3794,,,,
D,model 20 C,41.8333,38.3569,,,,
D,model 20 C,41.85,39.5888,,,,
D,model 20 C,41.8667,40.6103,,,,
D,model 20 C,41.8833,41.8396,,,,
D,model 20 C,41.9,42.8728,,,,
D,model 20 C,41.9167,43.7984,,,,
D,model 20 C,41.9333,44.5898,,,,
D,model 20 C,41.95,45.2266,,,,
D,model 20 C,41.9667,45.6761,,,,
D,model 20 C,41.9833,45.9083,,,,
D,model 20 C,42,45.9996,,,,
D,model 20 C,42.0167,46.0195,,,,
D,model 20 C,42.0333,45.7409,,,,
D,model 20 C,42.05,45.4241,,,,
D,model 20 C,42.0667,44.9796,,,,
D,model 20 C,42.0833,44.2184,,,,
D,model 20 C,42.1,43.5265,,,,
D,model 20 C,42.1167,42.7737,,,,
D,model 20 C,42.1333,41.9808,,,,
D,model 20 C,42.15,41.2388,,,,
D,model 20 C,42.1667,40.9528,,,,
D,model 20 C,42.1833,40.7861,,,,
D,model 20 C,42.2,40.3319,,,,
D,model 20 C,42.2167,39.8653,,,,
D,model 20 C,42.2333,39.3203,,,,
D,model 20 C,42.25,38.8509,,,,
D,model 20 C,42.2667,38.444,,,,
D,model 20 C,42.2833,38.0468,,,,
D,model 20 C,42.3,37.5928,,,,
D,model 20 C,42.3167,37.2123,,,,
D,model 20 C,42.3333,36.7641,,,,
D,model 20 C,42.35,36.3692,,,,
D,model 20 C,42.3667,35.8751,,,,
D,model 20 C,42.3833,35.0172,,,,
D,model 20 C,42.4,34.0613,,,,
D,model 20 C,42.4167,33.1052,,,,
D,model 20 C,42.4333,32.153,,,,
D,model 20 C,42.45,31.22,,,,
D,model 20 C,42.4667,30.3147,,,,
D,model 20 C,42.4833,29.5005,,,,
D,model 20 C,42.5,28.9259,,,,
D,model 20 C,42.5167,28.4955,,,,
D,model 20 C,42.5333,28.1725,,,,
D,model 20 C,42.55,27.8235,,,,
D,model 20 C,42.5667,27.7361,,,,
D,model 20 C,42.5833,27.7617,,,,
D,model 20 C,42.6,27.9991,,,,
D,model 20 C,42.6167,28.3803,,,,
D,model 20 C,42.6333,28.9568,,,,
D,model 20 C,42.65,29.6239,,,,
D,model 20 C,42.6667,30.6127,,,,
D,model 20 C,42.6833,31.6145,,,,
D,model 20 C,42.7,32.5286,,,,
D,model 20 C,42.7167,33.4652,,,,
D,model 20 C,42.7333,34.4594,,,,
D,model 20 C,42.75,35.2258,,,,
D,model 20 C,42.7667,35.6955,,,,
D,model 20 C,42.7833,36.0952,,,,
D,model 20 C,42.8,36.5587,,,,
D,model 20 C,42.8167,36.9254,,,,
D,model 20 C,42.8333,37.2214,,,,
D,model 20 C,42.85,37.1269,,,,
D,model 20 C,42.8667,37.1146,,,,
D,model 20 C,42.8833,36.774,,,,
D,model 20 C,42.9,36.2128,,,,
D,model 20 C,42.9167,35.7178,,,,
D,model 20 C,42.9333,34.9629,,,,
D,model 20 C,42.95,34.0361,,,,
D,model 20 C,42.9667,33.121,,,,
D,model 20 C,42.9833,32.1605,,,,
D,model 20 C,43,31.0244,,,,
D,model 20 C,43.0167,29.8304,,,,
D,model 20 C,43.0333,28.6716,,,,
D,model 20 C,43.05,27.6391,,,,
D,model 20 C,43.0667,26.4401,,,,
D,model 20 C,43.0833,25.4718,,,,
D,model 20 C,43.1,24.2921,,,,
D,model 20 C,43.1167,23.2526,,,,
D,model 20 C,43.1333,22.0846,,,,
D,model 20 C,43.15,21.0566,,,,
D,model 20 C,43.1667,20.0804,,,,
D,model 20 C,43.1833,18.8874,,,,
D,model 20 C,43.2,17.7606,,,,
D,model 20 C,43.2167,16.7936,,,,
D,model 20 C,43.2333,15.7744,,,,
D,model 20 C,43.25,14.3799,,,,
D,model 20 C,43.2667,13.2724,,,,
D,model 20 C,43.2833,12.3471,,,,
D,model 20 C,43.3,11.5168,,,,
D,model 20 C,43.3167,10.6504,,,,
D,model 20 C,43.3333,9.60735,,,,
D,model 20 C,43.35,8.7926,,,,
D,model 20 C,43.3667,8.35635,,,,
D,model 20 C,43.3833,7.81075,,,,
D,model 20 C,43.4,7.37485,,,,
D,model 20 C,43.4167,7.0145,,,,
D,model 20 C,43.4333,6.49055,,,,
D,model 20 C,43.45,6.2072,,,,
D,model 20 C,43.4667,6.07665,,,,
D,model 20 C,43.4833,5.97195,,,,
D,model 20 C,43.5,5.9302,,,,
D,model 20 C,43.5167,5.9313,,,,
D,model 20 C,43.5333,6.0745,,,,
D,model 20 C,43.55,6.3348,,,,
D,model 20 C,43.5667,6.8037,,,,
D,model 20 C,43.5833,7.07785,,,,
D,model 20 C,43.6,7.2977,,,,
D,model 20 C,43.6167,7.96655,,,,
D,model 20 C,43.6333,8.4646,,,,
D,model 20 C,43.65,9.215,,,,
D,model 20 C,43.6667,9.84605,,,,
D,model 20 C,43.6833,10.9183,,,,
D,model 20 C,43.7,11.9499,,,,
D,model 20 C,43.7167,12.9173,,,,
D,model 20 C,43.7333,14.0191,,,,
D,model 20 C,43.75,15.0457,,,,
D,model 20 C,43.7667,16.0755,,,,
D,model 20 C,43.7833,17.2218,,,,
D,model 20 C,43.8,18.3253,,,,
D,model 20 C,43.8167,19.5394,,,,
D,model 20 C,43.8333,20.7379,,,,
D,model 20 C,43.85,21.8669,,,,
D,model 20 C,43.8667,23.0524,,,,
D,model 20 C,43.8833,24.0429,,,,
D,model 20 C,43.9,24.9263,,,,
D,model 20 C,43.9167,25.9795,,,,
D,model 20 C,43.9333,27.0815,,,,
D,model 20 C,43.95,28.1727,,,,
D,model 20 C,43.9667,29.4569,,,,
D,model 20 C,43.9833,30.5873,,,,
D,model 20 C,44,31.6837,,,,
D,model 20 C,44.0167,32.6953,,,,
D,model 20 C,44.0333,33.6857,,,,
D,model 20 C,44.05,34.9106,,,,
D,model 20 C,44.0667,35.9708,,,,
D,model 20 C,44.0833,37.2184,,,,
D,model 20 C,44.1,38.1472,,,,
D,model 20 C,44.1167,39.1029,,,,
D,model 20 C,44.1333,40.432,,,,
D,model 20 C,44.15,41.556,,,,
D,model 20 C,44.1667,42.6344,,,,
D,model 20 C,44.1833,43.5855,,,,
D,model 20 C,44.2,44.5668,,,,
D,model 20 C,44.2167,45.7099,,,,
D,model 20 C,44.2333,46.681,,,,
D,model 20 C,44.25,47.4937,,,,
D,model 20 C,44.2667,48.1424,,,,
D,model 20 C,44.2833,48.9453,,,,
D,model 20 C,44.3,49.4979,,,,
D,model 20 C,44.3167,49.641,,,,
D,model 20 C,44.3333,49.9471,,,,
D,model 20 C,44.35,49.9057,,,,
D,model 20 C,44.3667,49.8641,,,,
D,model 20 C,44.3833,49.8492,,,,
D,model 20 C,44.4,49.7454,,,,
D,model 20 C,44.4167,49.5014,,,,
D,model 20 C,44.4333,49.3178,,,,
D,model 20 C,44.45,49.1814,,,,
D,model 20 C,44.4667,49.0179,,,,
D,model 20 C,44.4833,48.8815,,,,
D,model 20 C,44.5,49.0376,,,,
D,model 20 C,44.5167,48.9607,,,,
D,model 20 C,44.5333,48.9841,,,,
D,model 20 C,44.55,48.9955,,,,
D,model 20 C,44.5667,49.1211,,,,
D,model 20 C,44.5833,49.1716,,,,
D,model 20 C,44.6,49.3701,,,,
D,model 20 C,44.6167,49.4063,,,,
D,model 20 C,44.6333,49.7803,,,,
D,model 20 C,44.65,50.0189,,,,
D,model 20 C,44.6667,50.3217,,,,
D,model 20 C,44.6833,50.4264,,,,
D,model 20 C,44.7,50.7372,,,,
D,model 20 C,44.7167,50.7931,,,,
D,model 20 C,44.7333,50.5834,,,,
D,model 20 C,44.75,50.3296,,,,
D,model 20 C,44.7667,49.8555,,,,
D,model 20 C,44.7833,49.3383,,,,
D,model 20 C,44.8,48.638,,,,
D,model 20 C,44.8167,48.0531,,,,
D,model 20 C,44.8333,47.5697,,,,
D,model 20 C,44.85,47.0552,,,,
D,model 20 C,44.8667,46.6189,,,,
D,model 20 C,44.8833,46.3494,,,,
D,model 20 C,44.9,46.1142,,,,
D,model 20 C,44.9167,45.7751,,,,
D,model 20 C,44.9333,45.6102,,,,
D,model 20 C,44.95,45.6046,,,,
D,model 20 C,44.9667,45.7249,,,,
D,model 20 C,44.9833,45.8905,,,,
D,model 20 C,45,46.2173,,,,
D,model 20 C,45.0167,46.6307,,,,
D,model 20 C,45.0333,47.3855,,,,
D,model 20 C,45.05,48.3098,,,,
D,model 20 C,45.0667,49.3122,,,,
D,model 20 C,45.0833,50.3418,,,,
D,model 20 C,45.1,51.4333,,,,
D,model 20 C,45.1167,52.6438,,,,
D,model 20 C,45.1333,53.7613,,,,
D,model 20 C,45.15,54.7415,,,,
D,model 20 C,45.1667,56.0485,,,,
D,model 20 C,45.1833,57.289,,,,
D,model 20 C,45.2,58.54,,,,
D,model 20 C,45.2167,59.6178,,,,
D,model 20 C,45.2333,60.8261,,,,
D,model 20 C,45.25,62.1684,,,,
D,model 20 C,45.2667,63.2562,,,,
D,model 20 C,45.2833,64.3706,,,,
D,model 20 C,45.3,65.6983,,,,
D,model 20 C,45.3167,66.815,,,,
D,model 20 C,45.3333,67.8538,,,,
D,model 20 C,45.35,69.1265,,,,
D,model 20 C,45.3667,70.2193,,,,
D,model 20 C,45.3833,71.4293,,,,
D,model 20 C,45.4,72.7442,,,,
D,model 20 C,45.4167,73.6523,,,,
D,model 20 C,45.4333,74.4156,,,,
D,model 20 C,45.45,75.3103,,,,
D,model 20 C,45.4667,76.0157,,,,
D,model 20 C,45.4833,76.5654,,,,
D,model 20 C,45.5,76.9416,,,,
D,model 20 C,45.5167,77.2542,,,,
D,model 20 C,45.5333,77.4003,,,,
D,model 20 C,45.55,77.628,,,,
D,model 20 C,45.5667,77.3994,,,,
D,model 20 C,45.5833,76.9497,,,,
D,model 20 C,45.6,76.6024,,,,
D,model 20 C,45.6167,75.8324,,,,
D,model 20 C,45.6333,74.9467,,,,
D,model 20 C,45.65,74.0748,,,,
D,model 20 C,45.6667,73.0711,,,,
D,model 20 C,45.6833,71.9042,,,,
D,model 20 C,45.7,70.6281,,,,
D,model 20 C,45.7167,69.6402,,,,
D,model 20 C,45.7333,68.6107,,,,
D,model 20 C,45.75,67.867,,,,
D,model 20 C,45.7667,67.0928,,,,
D,model 20 C,45.7833,66.9237,,,,
D,model 20 C,45.8,66.6405,,,,
D,model 20 C,45.8167,66.4989,,,,
D,model 20 C,45.8333,66.5879,,,,
D,model 20 C,45.85,66.6663,,,,
D,model 20 C,45.8667,66.816,,,,
D,model 20 C,45.8833,67.1837,,,,
D,model 20 C,45.9,67.6577,,,,
D,model 20 C,45.9167,68.3796,,,,
D,model 20 C,45.9333,69.2446,,,,
D,model 20 C,45.95,70.1283,,,,
D,model 20 C,45.9667,70.9402,,,,
D,model 20 C,45.9833,72.047,,,,
D,model 20 C,46,73.1875,,,,
D,model 20 C,46.0167,74.2586,,,,
D,model 20 C,46.0333,75.2803,,,,
D,model 20 C,46.05,76.5678,,,,
D,model 20 C,46.0667,77.7152,,,,
D,model 20 C,46.0833,78.9835,,,,
D,model 20 C,46.1,80.047,,,,
D,model 20 C,46.1167,81.2838,,,,
D,model 20 C,46.1333,82.283,,,,
D,model 20 C,46.15,83.3257,,,,
D,model 20 C,46.1667,84.4636,,,,
D,model 20 C,46.1833,85.4741,,,,
D,model 20 C,46.2,86.6702,,,,
D,model 20 C,46.2167,87.5705,,,,
D,model 20 C,46.2333,88.4441,,,,
D,model 20 C,46.25,89.0275,,,,
D,model 20 C,46.2667,89.3127,,,,
D,model 20 C,46.2833,89.7748,,,,
D,model 20 C,46.3,90.073,,,,
D,model 20 C,46.3167,90.4654,,,,
D,model 20 C,46.3333,90.9109,,,,
D,model 20 C,46.35,91.1447,,,,
D,model 20 C,46.3667,91.3838,,,,
D,model 20 C,46.3833,91.678,,,,
D,model 20 C,46.4,91.877,,,,
D,model 20 C,46.4167,91.9507,,,,
D,model 20 C,46.4333,91.9352,,,,
D,model 20 C,46.45,92.0429,,,,
D,model 20 C,46.4667,92.1626,,,,
D,model 20 C,46.4833,92.3304,,,,
D,model 20 C,46.5,92.404,,,,
D,model 20 C,46.5167,92.4439,,,,
D,model 20 C,46.5333,92.548,,,,
D,model 20 C,46.55,92.6312,,,,
D,model 20 C,46.5667,92.7688,,,,
D,model 20 C,46.5833,92.6662,,,,
D,model 20 C,46.6,92.7019,,,,
D,model 20 C,46.6167,92.448,,,,
D,model 20 C,46.6333,92.2477,,,,
D,model 20 C,46.65,92.1988,,,,
D,model 20 C,46.6667,92.0235,,,,
D,model 20 C,46.6833,91.8513,,,,
D,model 20 C,46.7,91.6879,,,,
D,model 20 C,46.7167,91.5091,,,,
D,model 20 C,46.7333,91.5048,,,,
D,model 20 C,46.75,91.4164,,,,
D,model 20 C,46.7667,91.1728,,,,
D,model 20 C,46.7833,91.069,,,,
D,model 20 C,46.8,91.1956,,,,
D,model 20 C,46.8167,91.1926,,,,
D,model 20 C,46.8333,91.1606,,,,
D,model 20 C,46.85,91.1756,,,,
D,model 20 C,46.8667,91.5046,,,,
D,model 20 C,46.8833,91.653,,,,
D,model 20 C,46.9,91.5761,,,,
D,model 20 C,46.9167,91.6351,,,,
D,model 20 C,46.9333,91.5607,,,,
D,model 20 C,46.95,91.4446,,,,
D,model 20 C,46.9667,91.1169,,,,
D,model 20 C,46.9833,90.9436,,,,
D,model 20 C,47,90.8012,,,,
D,model 20 C,47.0167,90.5743,,,,
D,model 20 C,47.0333,90.549,,,,
D,model 20 C,47.05,90.5791,,,,
D,model 20 C,47.0667,90.5905,,,,
D,model 20 C,47.0833,90.647,,,,
D,model 20 C,47.1,90.8923,,,,
D,model 20 C,47.1167,91.1641,,,,
D,model 20 C,47.1333,91.0995,,,,
D,model 20 C,47.15,91.2031,,,,
D,model 20 C,47.1667,91.1834,,,,
D,model 20 C,47.1833,91.0946,,,,
D,model 20 C,47.2,91.0525,,,,
D,model 20 C,47.2167,91.1764,,,,
D,model 20 C,47.2333,91.2116,,,,
D,model 20 C,47.25,91.0459,,,,
D,model 20 C,47.2667,90.8974,,,,
D,model 20 C,47.2833,90.3319,,,,
D,model 20 C,47.3,89.6944,,,,
D,model 20 C,47.3167,89.1719,,,,
D,model 20 C,47.3333,88.6599,,,,
D,model 20 C,47.35,87.9797,,,,
D,model 20 C,47.3667,87.1594,,,,
D,model 20 C,47.3833,86.2677,,,,
D,model 20 C,47.4,85.1818,,,,
D,model 20 C,47.4167,84.3537,,,,
D,model 20 C,47.4333,83.4742,,,,
D,model 20 C,47.45,82.2364,,,,
D,model 20 C,47.4667,81.0839,,,,
D,model 20 C,47.4833,79.8114,,,,
D,model 20 C,47.5,78.6432,,,,
D,model 20 C,47.5167,77.6505,,,,
D,model 20 C,47.5333,76.5206,,,,
D,model 20 C,47.55,75.4356,,,,
D,model 20 C,47.5667,74.3667,,,,
D,model 20 C,47.5833,73.7065,,,,
D,model 20 C,47.6,72.8765,,,,
D,model 20 C,47.6167,72.0877,,,,
D,model 20 C,47.6333,71.6145,,,,
D,model 20 C,47.65,71.3075,,,,
D,model 20 C,47.6667,71.07,,,,
D,model 20 C,47.6833,70.8507,,,,
D,model 20 C,47.7,70.8602,,,,
