series,Rg_over_lc,Re_over_lc,probability
model fa=0.3 T=0.2 kappa=0.5,0.183,0.291,0.000124718
model fa=0.3 T=0.2 kappa=0.5,0.183,0.313,0.000210833
model fa=0.3 T=0.2 kappa=0.5,0.183,0.335,0.000448391
model fa=0.3 T=0.2 kappa=0.5,0.183,0.357,0.000653284
model fa=0.3 T=0.2 kappa=0.5,0.183,0.379,0.00108089
model fa=0.3 T=0.2 kappa=0.5,0.183,0.401,0.00151443
model fa=0.3 T=0.2 kappa=0.5,0.183,0.423,0.00200736
model fa=0.3 T=0.2 kappa=0.5,0.183,0.445,0.00236667
model fa=0.3 T=0.2 kappa=0.5,0.183,0.467,0.00282397
model fa=0.3 T=0.2 kappa=0.5,0.183,0.489,0.00293681
model fa=0.3 T=0.2 kappa=0.5,0.183,0.511,0.00319812
model fa=0.3 T=0.2 kappa=0.5,0.183,0.533,0.00315358
model fa=0.3 T=0.2 kappa=0.5,0.183,0.555,0.00311201
model fa=0.3 T=0.2 kappa=0.5,0.183,0.577,0.00300808
model fa=0.3 T=0.2 kappa=0.5,0.183,0.599,0.002432
model fa=0.3 T=0.2 kappa=0.5,0.183,0.621,0.00165994
model fa=0.3 T=0.2 kappa=0.5,0.183,0.643,0.000810666
model fa=0.3 T=0.2 kappa=0.5,0.183,0.665,0.000109871
model fa=0.3 T=0.2 kappa=0.5,0.189,0.269,2.96947e-06
model fa=0.3 T=0.2 kappa=0.5,0.189,0.291,8.90842e-06
model fa=0.3 T=0.2 kappa=0.5,0.189,0.313,4.45421e-05
model fa=0.3 T=0.2 kappa=0.5,0.189,0.335,0.00011284
model fa=0.3 T=0.2 kappa=0.5,0.189,0.357,0.000305856
model fa=0.3 T=0.2 kappa=0.5,0.189,0.379,0.000522627
model fa=0.3 T=0.2 kappa=0.5,0.189,0.401,0.000760185
model fa=0.3 T=0.2 kappa=0.5,0.189,0.423,0.00116106
model fa=0.3 T=0.2 kappa=0.5,0.189,0.445,0.00163321
model fa=0.3 T=0.2 kappa=0.5,0.189,0.467,0.00210833
model fa=0.3 T=0.2 kappa=0.5,0.189,0.489,0.00220038
model fa=0.3 T=0.2 kappa=0.5,0.189,0.511,0.00274379
model fa=0.3 T=0.2 kappa=0.5,0.189,0.533,0.00269628
model fa=0.3 T=0.2 kappa=0.5,0.189,0.555,0.00294869
model fa=0.3 T=0.2 kappa=0.5,0.189,0.577,0.00301402
model fa=0.3 T=0.2 kappa=0.5,0.189,0.599,0.00276755
model fa=0.3 T=0.2 kappa=0.5,0.189,0.621,0.00209942
model fa=0.3 T=0.2 kappa=0.5,0.189,0.643,0.00152037
model fa=0.3 T=0.2 kappa=0.5,0.189,0.665,0.000561231
model fa=0.3 T=0.2 kappa=0.5,0.189,0.687,6.53284e-05
model fa=0.3 T=0.2 kappa=0.5,0.195,0.335,1.48474e-05
model fa=0.3 T=0.2 kappa=0.5,0.195,0.357,8.01758e-05
model fa=0.3 T=0.2 kappa=0.5,0.195,0.379,0.000163321
model fa=0.3 T=0.2 kappa=0.5,0.195,0.401,0.000270222
model fa=0.3 T=0.2 kappa=0.5,0.195,0.423,0.000495902
model fa=0.3 T=0.2 kappa=0.5,0.195,0.445,0.000858178
model fa=0.3 T=0.2 kappa=0.5,0.195,0.467,0.00127984
model fa=0.3 T=0.2 kappa=0.5,0.195,0.489,0.00165103
model fa=0.3 T=0.2 kappa=0.5,0.195,0.511,0.00186483
model fa=0.3 T=0.2 kappa=0.5,0.195,0.533,0.00219741
model fa=0.3 T=0.2 kappa=0.5,0.195,0.555,0.00231322
model fa=0.3 T=0.2 kappa=0.5,0.195,0.577,0.0025389
model fa=0.3 T=0.2 kappa=0.5,0.195,0.599,0.00272598
model fa=0.3 T=0.2 kappa=0.5,0.195,0.621,0.00235479
model fa=0.3 T=0.2 kappa=0.5,0.195,0.643,0.00209348
model fa=0.3 T=0.2 kappa=0.5,0.195,0.665,0.00114622
model fa=0.3 T=0.2 kappa=0.5,0.195,0.687,0.000383062
model fa=0.3 T=0.2 kappa=0.5,0.195,0.709,2.67253e-05
model fa=0.3 T=0.2 kappa=0.5,0.201,0.335,2.96947e-06
model fa=0.3 T=0.2 kappa=0.5,0.201,0.357,8.90842e-06
model fa=0.3 T=0.2 kappa=0.5,0.201,0.379,2.96947e-05
model fa=0.3 T=0.2 kappa=0.5,0.201,0.401,7.42368e-05
model fa=0.3 T=0.2 kappa=0.5,0.201,0.423,0.000178168
model fa=0.3 T=0.2 kappa=0.5,0.201,0.445,0.000329612
model fa=0.3 T=0.2 kappa=0.5,0.201,0.467,0.000638437
model fa=0.3 T=0.2 kappa=0.5,0.201,0.489,0.000950232
model fa=0.3 T=0.2 kappa=0.5,0.201,0.511,0.00119967
model fa=0.3 T=0.2 kappa=0.5,0.201,0.533,0.00161539
model fa=0.3 T=0.2 kappa=0.5,0.201,0.555,0.00176981
model fa=0.3 T=0.2 kappa=0.5,0.201,0.577,0.00199846
model fa=0.3 T=0.2 kappa=0.5,0.201,0.599,0.0022568
model fa=0.3 T=0.2 kappa=0.5,0.201,0.621,0.00219444
model fa=0.3 T=0.2 kappa=0.5,0.201,0.643,0.00199252
model fa=0.3 T=0.2 kappa=0.5,0.201,0.665,0.00169557
model fa=0.3 T=0.2 kappa=0.5,0.201,0.687,0.000852239
model fa=0.3 T=0.2 kappa=0.5,0.201,0.709,0.000222711
model fa=0.3 T=0.2 kappa=0.5,0.201,0.731,1.18779e-05
model fa=0.3 T=0.2 kappa=0.5,0.207,0.401,1.18779e-05
model fa=0.3 T=0.2 kappa=0.5,0.207,0.423,3.86032e-05
model fa=0.3 T=0.2 kappa=0.5,0.207,0.445,0.000106901
model fa=0.3 T=0.2 kappa=0.5,0.207,0.467,0.000193016
model fa=0.3 T=0.2 kappa=0.5,0.207,0.489,0.000374154
model fa=0.3 T=0.2 kappa=0.5,0.207,0.511,0.000605773
model fa=0.3 T=0.2 kappa=0.5,0.207,0.533,0.000795819
model fa=0.3 T=0.2 kappa=0.5,0.207,0.555,0.00115809
model fa=0.3 T=0.2 kappa=0.5,0.207,0.577,0.00130063
model fa=0.3 T=0.2 kappa=0.5,0.207,0.599,0.00145207
model fa=0.3 T=0.2 kappa=0.5,0.207,0.621,0.00165697
model fa=0.3 T=0.2 kappa=0.5,0.207,0.643,0.00174308
model fa=0.3 T=0.2 kappa=0.5,0.207,0.665,0.00183217
model fa=0.3 T=0.2 kappa=0.5,0.207,0.687,0.00145504
model fa=0.3 T=0.2 kappa=0.5,0.207,0.709,0.000659223
model fa=0.3 T=0.2 kappa=0.5,0.207,0.731,0.000145504
model fa=0.3 T=0.2 kappa=0.5,0.207,0.753,2.96947e-06
model fa=0.3 T=0.2 kappa=0.5,0.213,0.445,5.93895e-06
model fa=0.3 T=0.2 kappa=0.5,0.213,0.467,4.45421e-05
model fa=0.3 T=0.2 kappa=0.5,0.213,0.489,8.01758e-05
model fa=0.3 T=0.2 kappa=0.5,0.213,0.511,0.000181138
model fa=0.3 T=0.2 kappa=0.5,0.213,0.533,0.000347428
model fa=0.3 T=0.2 kappa=0.5,0.213,0.555,0.000582017
model fa=0.3 T=0.2 kappa=0.5,0.213,0.577,0.000718613
model fa=0.3 T=0.2 kappa=0.5,0.213,0.599,0.000893812
model fa=0.3 T=0.2 kappa=0.5,0.213,0.621,0.00108386
model fa=0.3 T=0.2 kappa=0.5,0.213,0.643,0.00131251
model fa=0.3 T=0.2 kappa=0.5,0.213,0.665,0.00146989
model fa=0.3 T=0.2 kappa=0.5,0.213,0.687,0.00146395
model fa=0.3 T=0.2 kappa=0.5,0.213,0.709,0.00108683
model fa=0.3 T=0.2 kappa=0.5,0.213,0.731,0.000359306
model fa=0.3 T=0.2 kappa=0.5,0.213,0.753,3.26642e-05
model fa=0.3 T=0.2 kappa=0.5,0.219,0.467,8.90842e-06
model fa=0.3 T=0.2 kappa=0.5,0.219,0.489,1.18779e-05
model fa=0.3 T=0.2 kappa=0.5,0.219,0.511,3.26642e-05
model fa=0.3 T=0.2 kappa=0.5,0.219,0.533,0.000103932
model fa=0.3 T=0.2 kappa=0.5,0.219,0.555,0.000139565
model fa=0.3 T=0.2 kappa=0.5,0.219,0.577,0.000332581
model fa=0.3 T=0.2 kappa=0.5,0.219,0.599,0.000457299
model fa=0.3 T=0.2 kappa=0.5,0.219,0.621,0.000629528
model fa=0.3 T=0.2 kappa=0.5,0.219,0.643,0.000721582
model fa=0.3 T=0.2 kappa=0.5,0.219,0.665,0.000988835
model fa=0.3 T=0.2 kappa=0.5,0.219,0.687,0.00120561
model fa=0.3 T=0.2 kappa=0.5,0.219,0.709,0.00109574
model fa=0.3 T=0.2 kappa=0.5,0.219,0.731,0.000783941
model fa=0.3 T=0.2 kappa=0.5,0.219,0.753,0.000291008
model fa=0.3 T=0.2 kappa=0.5,0.219,0.775,3.26642e-05
model fa=0.3 T=0.2 kappa=0.5,0.225,0.533,1.48474e-05
model fa=0.3 T=0.2 kappa=0.5,0.225,0.555,5.04811e-05
model fa=0.3 T=0.2 kappa=0.5,0.225,0.577,7.42368e-05
model fa=0.3 T=0.2 kappa=0.5,0.225,0.599,0.000175199
model fa=0.3 T=0.2 kappa=0.5,0.225,0.621,0.000261314
model fa=0.3 T=0.2 kappa=0.5,0.225,0.643,0.000347428
model fa=0.3 T=0.2 kappa=0.5,0.225,0.665,0.000492933
model fa=0.3 T=0.2 kappa=0.5,0.225,0.687,0.000641406
model fa=0.3 T=0.2 kappa=0.5,0.225,0.709,0.00073643
model fa=0.3 T=0.2 kappa=0.5,0.225,0.731,0.000772063
model fa=0.3 T=0.2 kappa=0.5,0.225,0.753,0.000519658
model fa=0.3 T=0.2 kappa=0.5,0.225,0.775,0.000130657
model fa=0.3 T=0.2 kappa=0.5,0.225,0.797,8.90842e-06
model fa=0.3 T=0.2 kappa=0.5,0.231,0.555,5.93895e-06
model fa=0.3 T=0.2 kappa=0.5,0.231,0.577,5.93895e-06
model fa=0.3 T=0.2 kappa=0.5,0.231,0.599,2.96947e-05
model fa=0.3 T=0.2 kappa=0.5,0.231,0.621,7.12674e-05
model fa=0.3 T=0.2 kappa=0.5,0.231,0.643,0.000106901
model fa=0.3 T=0.2 kappa=0.5,0.231,0.665,0.000204894
model fa=0.3 T=0.2 kappa=0.5,0.231,0.687,0.000270222
model fa=0.3 T=0.2 kappa=0.5,0.231,0.709,0.000501841
model fa=0.3 T=0.2 kappa=0.5,0.231,0.731,0.00045136
model fa=0.3 T=0.2 kappa=0.5,0.231,0.753,0.000454329
model fa=0.3 T=0.2 kappa=0.5,0.231,0.775,0.000383062
model fa=0.3 T=0.2 kappa=0.5,0.231,0.797,8.61147e-05
model fa=0.3 T=0.2 kappa=0.5,0.237,0.599,5.93895e-06
model fa=0.3 T=0.2 kappa=0.5,0.237,0.643,2.96947e-05
model fa=0.3 T=0.2 kappa=0.5,0.237,0.665,6.53284e-05
model fa=0.3 T=0.2 kappa=0.5,0.237,0.687,5.34505e-05
model fa=0.3 T=0.2 kappa=0.5,0.237,0.709,0.000127687
model fa=0.3 T=0.2 kappa=0.5,0.237,0.731,0.000157382
model fa=0.3 T=0.2 kappa=0.5,0.237,0.753,0.000291008
model fa=0.3 T=0.2 kappa=0.5,0.237,0.775,0.000288039
model fa=0.3 T=0.2 kappa=0.5,0.237,0.797,0.000172229
model fa=0.3 T=0.2 kappa=0.5,0.237,0.819,2.37558e-05
model fa=0.3 T=0.2 kappa=0.5,0.243,0.643,5.93895e-06
model fa=0.3 T=0.2 kappa=0.5,0.243,0.687,8.90842e-06
model fa=0.3 T=0.2 kappa=0.5,0.243,0.709,2.07863e-05
model fa=0.3 T=0.2 kappa=0.5,0.243,0.731,4.15726e-05
model fa=0.3 T=0.2 kappa=0.5,0.243,0.753,5.93895e-05
model fa=0.3 T=0.2 kappa=0.5,0.243,0.775,9.50232e-05
model fa=0.3 T=0.2 kappa=0.5,0.243,0.797,0.000136596
model fa=0.3 T=0.2 kappa=0.5,0.243,0.819,7.42368e-05
model fa=0.3 T=0.2 kappa=0.5,0.243,0.841,1.18779e-05
model fa=0.3 T=0.2 kappa=0.5,0.249,0.731,8.90842e-06
model fa=0.3 T=0.2 kappa=0.5,0.249,0.753,5.93895e-06
model fa=0.3 T=0.2 kappa=0.5,0.249,0.775,3.26642e-05
model fa=0.3 T=0.2 kappa=0.5,0.249,0.797,3.56337e-05
model fa=0.3 T=0.2 kappa=0.5,0.249,0.819,2.67253e-05
model fa=0.3 T=0.2 kappa=0.5,0.249,0.841,1.78168e-05
model fa=0.3 T=0.2 kappa=0.5,0.255,0.753,2.96947e-06
model fa=0.3 T=0.2 kappa=0.5,0.255,0.775,2.96947e-06
model fa=0.3 T=0.2 kappa=0.5,0.255,0.819,8.90842e-06
model fa=0.3 T=0.2 kappa=0.5,0.255,0.841,2.96947e-06
model fa=0.3 T=0.2 kappa=0.5,0.255,0.863,5.93895e-06
model fa=0.5 T=0.2 kappa=0.8,0.063,0.049,5.72518e-06
model fa=0.5 T=0.2 kappa=0.8,0.063,0.071,4.58014e-05
model fa=0.5 T=0.2 kappa=0.8,0.063,0.093,5.72518e-05
model fa=0.5 T=0.2 kappa=0.8,0.063,0.115,6.58396e-05
model fa=0.5 T=0.2 kappa=0.8,0.063,0.137,5.15266e-05
model fa=0.5 T=0.2 kappa=0.8,0.063,0.159,2.00381e-05
model fa=0.5 T=0.2 kappa=0.8,0.063,0.181,2.86259e-06
model fa=0.5 T=0.2 kappa=0.8,0.063,0.203,2.86259e-06
model fa=0.5 T=0.2 kappa=0.8,0.069,0.005,1.14504e-05
model fa=0.5 T=0.2 kappa=0.8,0.069,0.027,6.87022e-05
model fa=0.5 T=0.2 kappa=0.8,0.069,0.049,0.000140267
model fa=0.5 T=0.2 kappa=0.8,0.069,0.071,0.000254771
model fa=0.5 T=0.2 kappa=0.8,0.069,0.093,0.000412213
model fa=0.5 T=0.2 kappa=0.8,0.069,0.115,0.000649808
model fa=0.5 T=0.2 kappa=0.8,0.069,0.137,0.000801525
model fa=0.5 T=0.2 kappa=0.8,0.069,0.159,0.00078435
model fa=0.5 T=0.2 kappa=0.8,0.069,0.181,0.000520991
model fa=0.5 T=0.2 kappa=0.8,0.069,0.203,0.000277671
model fa=0.5 T=0.2 kappa=0.8,0.069,0.225,0.000171755
model fa=0.5 T=0.2 kappa=0.8,0.069,0.247,3.43511e-05
model fa=0.5 T=0.2 kappa=0.8,0.075,0.005,1.14504e-05
model fa=0.5 T=0.2 kappa=0.8,0.075,0.027,0.000303435
model fa=0.5 T=0.2 kappa=0.8,0.075,0.049,0.000655533
model fa=0.5 T=0.2 kappa=0.8,0.075,0.071,0.00103339
model fa=0.5 T=0.2 kappa=0.8,0.075,0.093,0.00140553
model fa=0.5 T=0.2 kappa=0.8,0.075,0.115,0.00204389
model fa=0.5 T=0.2 kappa=0.8,0.075,0.137,0.0023187
model fa=0.5 T=0.2 kappa=0.8,0.075,0.159,0.00186355
model fa=0.5 T=0.2 kappa=0.8,0.075,0.181,0.00115935
model fa=0.5 T=0.2 kappa=0.8,0.075,0.203,0.000652671
model fa=0.5 T=0.2 kappa=0.8,0.075,0.225,0.000420801
model fa=0.5 T=0.2 kappa=0.8,0.075,0.247,0.000254771
model fa=0.5 T=0.2 kappa=0.8,0.075,0.269,0.000117366
model fa=0.5 T=0.2 kappa=0.8,0.075,0.291,2.86259e-06
model fa=0.5 T=0.2 kappa=0.8,0.081,0.005,3.14885e-05
model fa=0.5 T=0.2 kappa=0.8,0.081,0.027,0.000761449
model fa=0.5 T=0.2 kappa=0.8,0.081,0.049,0.00172042
model fa=0.5 T=0.2 kappa=0.8,0.081,0.071,0.00233587
model fa=0.5 T=0.2 kappa=0.8,0.081,0.093,0.00293988
model fa=0.5 T=0.2 kappa=0.8,0.081,0.115,0.00308301
model fa=0.5 T=0.2 kappa=0.8,0.081,0.137,0.00259923
model fa=0.5 T=0.2 kappa=0.8,0.081,0.159,0.00247328
model fa=0.5 T=0.2 kappa=0.8,0.081,0.181,0.00181774
model fa=0.5 T=0.2 kappa=0.8,0.081,0.203,0.00120515
model fa=0.5 T=0.2 kappa=0.8,0.081,0.225,0.00070706
model fa=0.5 T=0.2 kappa=0.8,0.081,0.247,0.000374999
model fa=0.5 T=0.2 kappa=0.8,0.081,0.269,0.000151717
model fa=0.5 T=0.2 kappa=0.8,0.081,0.291,9.16029e-05
model fa=0.5 T=0.2 kappa=0.8,0.081,0.313,1.43129e-05
model fa=0.5 T=0.2 kappa=0.8,0.087,0.005,1.14504e-05
model fa=0.5 T=0.2 kappa=0.8,0.087,0.027,0.00047519
model fa=0.5 T=0.2 kappa=0.8,0.087,0.049,0.00139122
model fa=0.5 T=0.2 kappa=0.8,0.087,0.071,0.00190935
model fa=0.5 T=0.2 kappa=0.8,0.087,0.093,0.00275381
model fa=0.5 T=0.2 kappa=0.8,0.087,0.115,0.00321183
model fa=0.5 T=0.2 kappa=0.8,0.087,0.137,0.00356106
model fa=0.5 T=0.2 kappa=0.8,0.087,0.159,0.00323759
model fa=0.5 T=0.2 kappa=0.8,0.087,0.181,0.00273664
model fa=0.5 T=0.2 kappa=0.8,0.087,0.203,0.00210973
model fa=0.5 T=0.2 kappa=0.8,0.087,0.225,0.00153149
model fa=0.5 T=0.2 kappa=0.8,0.087,0.247,0.00100763
model fa=0.5 T=0.2 kappa=0.8,0.087,0.269,0.000523854
model fa=0.5 T=0.2 kappa=0.8,0.087,0.291,0.000271946
model fa=0.5 T=0.2 kappa=0.8,0.087,0.313,9.16029e-05
model fa=0.5 T=0.2 kappa=0.8,0.087,0.335,3.72137e-05
model fa=0.5 T=0.2 kappa=0.8,0.093,0.005,2.86259e-06
model fa=0.5 T=0.2 kappa=0.8,0.093,0.027,0.000363549
model fa=0.5 T=0.2 kappa=0.8,0.093,0.049,0.000844464
model fa=0.5 T=0.2 kappa=0.8,0.093,0.071,0.00137691
model fa=0.5 T=0.2 kappa=0.8,0.093,0.093,0.00182061
model fa=0.5 T=0.2 kappa=0.8,0.093,0.115,0.00237309
model fa=0.5 T=0.2 kappa=0.8,0.093,0.137,0.0029227
model fa=0.5 T=0.2 kappa=0.8,0.093,0.159,0.00323473
model fa=0.5 T=0.2 kappa=0.8,0.093,0.181,0.00345801
model fa=0.5 T=0.2 kappa=0.8,0.093,0.203,0.00337499
model fa=0.5 T=0.2 kappa=0.8,0.093,0.225,0.00297996
model fa=0.5 T=0.2 kappa=0.8,0.093,0.247,0.00226717
model fa=0.5 T=0.2 kappa=0.8,0.093,0.269,0.00137691
model fa=0.5 T=0.2 kappa=0.8,0.093,0.291,0.000910304
model fa=0.5 T=0.2 kappa=0.8,0.093,0.313,0.000506678
model fa=0.5 T=0.2 kappa=0.8,0.093,0.335,0.000197519
model fa=0.5 T=0.2 kappa=0.8,0.093,0.357,4.00763e-05
model fa=0.5 T=0.2 kappa=0.8,0.099,0.005,8.58777e-06
model fa=0.5 T=0.2 kappa=0.8,0.099,0.027,0.000312022
model fa=0.5 T=0.2 kappa=0.8,0.099,0.049,0.000815838
model fa=0.5 T=0.2 kappa=0.8,0.099,0.071,0.00115076
model fa=0.5 T=0.2 kappa=0.8,0.099,0.093,0.00143129
model fa=0.5 T=0.2 kappa=0.8,0.099,0.115,0.00188931
model fa=0.5 T=0.2 kappa=0.8,0.099,0.137,0.00241316
model fa=0.5 T=0.2 kappa=0.8,0.099,0.159,0.00278244
model fa=0.5 T=0.2 kappa=0.8,0.099,0.181,0.00328339
model fa=0.5 T=0.2 kappa=0.8,0.099,0.203,0.00358396
model fa=0.5 T=0.2 kappa=0.8,0.099,0.225,0.00336641
model fa=0.5 T=0.2 kappa=0.8,0.099,0.247,0.00297709
model fa=0.5 T=0.2 kappa=0.8,0.099,0.269,0.00244179
model fa=0.5 T=0.2 kappa=0.8,0.099,0.291,0.00183206
model fa=0.5 T=0.2 kappa=0.8,0.099,0.313,0.0012853
model fa=0.5 T=0.2 kappa=0.8,0.099,0.335,0.000767174
model fa=0.5 T=0.2 kappa=0.8,0.099,0.357,0.000380724
model fa=0.5 T=0.2 kappa=0.8,0.099,0.379,6.58396e-05
model fa=0.5 T=0.2 kappa=0.8,0.105,0.027,0.00030916
model fa=0.5 T=0.2 kappa=0.8,0.105,0.049,0.000847327
model fa=0.5 T=0.2 kappa=0.8,0.105,0.071,0.00114217
model fa=0.5 T=0.2 kappa=0.8,0.105,0.093,0.00156011
model fa=0.5 T=0.2 kappa=0.8,0.105,0.115,0.0019895
model fa=0.5 T=0.2 kappa=0.8,0.105,0.137,0.00248759
model fa=0.5 T=0.2 kappa=0.8,0.105,0.159,0.00251049
model fa=0.5 T=0.2 kappa=0.8,0.105,0.181,0.00296278
model fa=0.5 T=0.2 kappa=0.8,0.105,0.203,0.00299999
model fa=0.5 T=0.2 kappa=0.8,0.105,0.225,0.0030458
model fa=0.5 T=0.2 kappa=0.8,0.105,0.247,0.00302003
model fa=0.5 T=0.2 kappa=0.8,0.105,0.269,0.00278244
model fa=0.5 T=0.2 kappa=0.8,0.105,0.291,0.00234732
model fa=0.5 T=0.2 kappa=0.8,0.105,0.313,0.00194942
model fa=0.5 T=0.2 kappa=0.8,0.105,0.335,0.0014771
model fa=0.5 T=0.2 kappa=0.8,0.105,0.357,0.000850189
model fa=0.5 T=0.2 kappa=0.8,0.105,0.379,0.000460877
model fa=0.5 T=0.2 kappa=0.8,0.105,0.401,0.000105916
model fa=0.5 T=0.2 kappa=0.8,0.105,0.423,2.86259e-06
model fa=0.5 T=0.2 kappa=0.8,0.111,0.005,2.86259e-06
model fa=0.5 T=0.2 kappa=0.8,0.111,0.027,0.00032061
model fa=0.5 T=0.2 kappa=0.8,0.111,0.049,0.000910304
model fa=0.5 T=0.2 kappa=0.8,0.111,0.071,0.00128817
model fa=0.5 T=0.2 kappa=0.8,0.111,0.093,0.00153721
model fa=0.5 T=0.2 kappa=0.8,0.111,0.115,0.00209255
model fa=0.5 T=0.2 kappa=0.8,0.111,0.137,0.0025248
model fa=0.5 T=0.2 kappa=0.8,0.111,0.159,0.00247328
model fa=0.5 T=0.2 kappa=0.8,0.111,0.181,0.00266793
model fa=0.5 T=0.2 kappa=0.8,0.111,0.203,0.00267366
model fa=0.5 T=0.2 kappa=0.8,0.111,0.225,0.00271946
model fa=0.5 T=0.2 kappa=0.8,0.111,0.247,0.0026937
model fa=0.5 T=0.2 kappa=0.8,0.111,0.269,0.00283683
model fa=0.5 T=0.2 kappa=0.8,0.111,0.291,0.00263072
model fa=0.5 T=0.2 kappa=0.8,0.111,0.313,0.00231584
model fa=0.5 T=0.2 kappa=0.8,0.111,0.335,0.0020124
model fa=0.5 T=0.2 kappa=0.8,0.111,0.357,0.00137118
model fa=0.5 T=0.2 kappa=0.8,0.111,0.379,0.00103626
model fa=0.5 T=0.2 kappa=0.8,0.111,0.401,0.00046374
model fa=0.5 T=0.2 kappa=0.8,0.111,0.423,0.000125954
model fa=0.5 T=0.2 kappa=0.8,0.111,0.445,1.43129e-05
model fa=0.5 T=0.2 kappa=0.8,0.117,0.005,5.72518e-06
model fa=0.5 T=0.2 kappa=0.8,0.117,0.027,0.000432251
model fa=0.5 T=0.2 kappa=0.8,0.117,0.049,0.00120515
model fa=0.5 T=0.2 kappa=0.8,0.117,0.071,0.00146278
model fa=0.5 T=0.2 kappa=0.8,0.117,0.093,0.0019437
model fa=0.5 T=0.2 kappa=0.8,0.117,0.115,0.00222709
model fa=0.5 T=0.2 kappa=0.8,0.117,0.137,0.00247614
model fa=0.5 T=0.2 kappa=0.8,0.117,0.159,0.00241889
model fa=0.5 T=0.2 kappa=0.8,0.117,0.181,0.00243606
model fa=0.5 T=0.2 kappa=0.8,0.117,0.203,0.00241603
model fa=0.5 T=0.2 kappa=0.8,0.117,0.225,0.00257919
model fa=0.5 T=0.2 kappa=0.8,0.117,0.247,0.00265076
model fa=0.5 T=0.2 kappa=0.8,0.117,0.269,0.00265362
model fa=0.5 T=0.2 kappa=0.8,0.117,0.291,0.00268225
model fa=0.5 T=0.2 kappa=0.8,0.117,0.313,0.00245038
model fa=0.5 T=0.2 kappa=0.8,0.117,0.335,0.00242175
model fa=0.5 T=0.2 kappa=0.8,0.117,0.357,0.00196946
model fa=0.5 T=0.2 kappa=0.8,0.117,0.379,0.00153435
model fa=0.5 T=0.2 kappa=0.8,0.117,0.401,0.00100191
model fa=0.5 T=0.2 kappa=0.8,0.117,0.423,0.000412213
model fa=0.5 T=0.2 kappa=0.8,0.117,0.445,0.000137404
model fa=0.5 T=0.2 kappa=0.8,0.117,0.467,1.14504e-05
model fa=0.5 T=0.2 kappa=0.8,0.123,0.005,8.58777e-06
model fa=0.5 T=0.2 kappa=0.8,0.123,0.027,0.000578243
model fa=0.5 T=0.2 kappa=0.8,0.123,0.049,0.0015229
model fa=0.5 T=0.2 kappa=0.8,0.123,0.071,0.00186355
model fa=0.5 T=0.2 kappa=0.8,0.123,0.093,0.00218702
model fa=0.5 T=0.2 kappa=0.8,0.123,0.115,0.00233874
model fa=0.5 T=0.2 kappa=0.8,0.123,0.137,0.00253625
model fa=0.5 T=0.2 kappa=0.8,0.123,0.159,0.00257633
model fa=0.5 T=0.2 kappa=0.8,0.123,0.181,0.00253912
model fa=0.5 T=0.2 kappa=0.8,0.123,0.203,0.00279675
model fa=0.5 T=0.2 kappa=0.8,0.123,0.225,0.00273091
model fa=0.5 T=0.2 kappa=0.8,0.123,0.247,0.00279103
model fa=0.5 T=0.2 kappa=0.8,0.123,0.269,0.00284255
model fa=0.5 T=0.2 kappa=0.8,0.123,0.291,0.002854
model fa=0.5 T=0.2 kappa=0.8,0.123,0.313,0.00272519
model fa=0.5 T=0.2 kappa=0.8,0.123,0.335,0.00269083
model fa=0.5 T=0.2 kappa=0.8,0.123,0.357,0.00239313
model fa=0.5 T=0.2 kappa=0.8,0.123,0.379,0.0020353
model fa=0.5 T=0.2 kappa=0.8,0.123,0.401,0.00151431
model fa=0.5 T=0.2 kappa=0.8,0.123,0.423,0.000895991
model fa=0.5 T=0.2 kappa=0.8,0.123,0.445,0.000435114
model fa=0.5 T=0.2 kappa=0.8,0.123,0.467,8.58777e-05
model fa=0.5 T=0.2 kappa=0.8,0.123,0.489,5.72518e-06
model fa=0.5 T=0.2 kappa=0.8,0.129,0.027,0.000460877
model fa=0.5 T=0.2 kappa=0.8,0.129,0.049,0.0014771
model fa=0.5 T=0.2 kappa=0.8,0.129,0.071,0.00174332
model fa=0.5 T=0.2 kappa=0.8,0.129,0.093,0.00197519
model fa=0.5 T=0.2 kappa=0.8,0.129,0.115,0.00217271
model fa=0.5 T=0.2 kappa=0.8,0.129,0.137,0.0025019
model fa=0.5 T=0.2 kappa=0.8,0.129,0.159,0.00272232
model fa=0.5 T=0.2 kappa=0.8,0.129,0.181,0.00290553
model fa=0.5 T=0.2 kappa=0.8,0.129,0.203,0.00295706
model fa=0.5 T=0.2 kappa=0.8,0.129,0.225,0.0028769
model fa=0.5 T=0.2 kappa=0.8,0.129,0.247,0.00318034
model fa=0.5 T=0.2 kappa=0.8,0.129,0.269,0.00295133
model fa=0.5 T=0.2 kappa=0.8,0.129,0.291,0.00288263
model fa=0.5 T=0.2 kappa=0.8,0.129,0.313,0.00291984
model fa=0.5 T=0.2 kappa=0.8,0.129,0.335,0.0028998
model fa=0.5 T=0.2 kappa=0.8,0.129,0.357,0.0027853
model fa=0.5 T=0.2 kappa=0.8,0.129,0.379,0.0023645
model fa=0.5 T=0.2 kappa=0.8,0.129,0.401,0.00196946
model fa=0.5 T=0.2 kappa=0.8,0.129,0.423,0.00144275
model fa=0.5 T=0.2 kappa=0.8,0.129,0.445,0.000875953
model fa=0.5 T=0.2 kappa=0.8,0.129,0.467,0.000363549
