series,Rg_over_lc,Re_over_lc,probability
living worms 10 C,0.255,0.775,0.00119879
living worms 10 C,0.255,0.797,0.00125454
living worms 10 C,0.255,0.819,0.00130344
living worms 10 C,0.255,0.841,0.00130632
living worms 10 C,0.255,0.863,0.00105611
living worms 10 C,0.261,0.753,0.000778401
living worms 10 C,0.261,0.775,0.000908045
living worms 10 C,0.261,0.797,0.00104683
living worms 10 C,0.261,0.819,0.00118267
living worms 10 C,0.261,0.841,0.00123969
living worms 10 C,0.261,0.863,0.00112033
living worms 10 C,0.261,0.885,0.000807276
living worms 10 C,0.267,0.797,0.000804451
living worms 10 C,0.267,0.819,0.00101614
living worms 10 C,0.267,0.841,0.00110001
living worms 10 C,0.267,0.863,0.00108511
living worms 10 C,0.267,0.885,0.000990058
living worms 10 C,0.267,0.907,0.00079598
living worms 10 C,0.273,0.863,0.000988466
living worms 10 C,0.273,0.885,0.00111004
living worms 10 C,0.273,0.907,0.00107871
living worms 10 C,0.279,0.907,0.00113475
living worms 10 C,0.279,0.929,0.000909172
living worms 10 C,0.285,0.973,0.000182449
living worms 20 C,0.051,0.071,0.00132068
living worms 20 C,0.051,0.093,0.00146672
living worms 20 C,0.051,0.115,0.00160626
living worms 20 C,0.057,0.027,0.0007507
living worms 20 C,0.057,0.049,0.00116085
living worms 20 C,0.057,0.071,0.00144481
living worms 20 C,0.057,0.093,0.00164532
living worms 20 C,0.057,0.115,0.0017836
living worms 20 C,0.057,0.137,0.00184078
living worms 20 C,0.057,0.159,0.00177841
living worms 20 C,0.063,0.027,0.000797929
living worms 20 C,0.063,0.049,0.00119585
living worms 20 C,0.063,0.071,0.0015243
living worms 20 C,0.063,0.093,0.00178401
living worms 20 C,0.063,0.115,0.00191376
living worms 20 C,0.063,0.137,0.00195897
living worms 20 C,0.063,0.159,0.0019353
living worms 20 C,0.063,0.181,0.00175136
living worms 20 C,0.063,0.203,0.00141555
living worms 20 C,0.069,0.005,0.000364641
living worms 20 C,0.069,0.027,0.000808563
living worms 20 C,0.069,0.049,0.00119172
living worms 20 C,0.069,0.071,0.00150664
living worms 20 C,0.069,0.093,0.00179516
living worms 20 C,0.069,0.115,0.00193589
living worms 20 C,0.069,0.137,0.00197381
living worms 20 C,0.069,0.159,0.00195624
living worms 20 C,0.069,0.181,0.00187549
living worms 20 C,0.069,0.203,0.0016853
living worms 20 C,0.069,0.225,0.00137068
living worms 20 C,0.069,0.247,0.0010124
living worms 20 C,0.075,0.005,0.000345447
living worms 20 C,0.075,0.027,0.000782705
living worms 20 C,0.075,0.049,0.00113744
living worms 20 C,0.075,0.071,0.00140195
living worms 20 C,0.075,0.093,0.00167112
living worms 20 C,0.075,0.115,0.00182245
living worms 20 C,0.075,0.137,0.00187351
living worms 20 C,0.075,0.159,0.00187234
living worms 20 C,0.075,0.181,0.00186557
living worms 20 C,0.075,0.203,0.00178334
living worms 20 C,0.075,0.225,0.0015647
living worms 20 C,0.075,0.247,0.0013036
living worms 20 C,0.075,0.269,0.000949664
living worms 20 C,0.081,0.005,0.00033234
living worms 20 C,0.081,0.027,0.000770019
living worms 20 C,0.081,0.049,0.00111058
living worms 20 C,0.081,0.071,0.00130864
living worms 20 C,0.081,0.093,0.00151115
living worms 20 C,0.081,0.115,0.00164708
living worms 20 C,0.081,0.137,0.00173349
living worms 20 C,0.081,0.159,0.00179476
living worms 20 C,0.081,0.181,0.00186257
living worms 20 C,0.081,0.203,0.00188457
living worms 20 C,0.081,0.225,0.00175467
living worms 20 C,0.081,0.247,0.00156253
living worms 20 C,0.081,0.269,0.00126008
living worms 20 C,0.081,0.291,0.000827322
living worms 20 C,0.087,0.005,0.000295543
living worms 20 C,0.087,0.027,0.000696431
living worms 20 C,0.087,0.049,0.00102546
living worms 20 C,0.087,0.071,0.00118824
living worms 20 C,0.087,0.093,0.00133134
living worms 20 C,0.087,0.115,0.0014488
living worms 20 C,0.087,0.137,0.00158948
living worms 20 C,0.087,0.159,0.00177213
living worms 20 C,0.087,0.181,0.00194766
living worms 20 C,0.087,0.203,0.00206738
living worms 20 C,0.087,0.225,0.00201633
living worms 20 C,0.087,0.247,0.00185201
living worms 20 C,0.087,0.269,0.001606
living worms 20 C,0.087,0.291,0.00118857
living worms 20 C,0.087,0.313,0.000704596
living worms 20 C,0.087,0.335,0.000381278
living worms 20 C,0.093,0.005,0.000251587
living worms 20 C,0.093,0.027,0.00058146
living worms 20 C,0.093,0.049,0.000875555
living worms 20 C,0.093,0.071,0.00103482
living worms 20 C,0.093,0.093,0.00119078
living worms 20 C,0.093,0.115,0.00132939
living worms 20 C,0.093,0.137,0.00150687
living worms 20 C,0.093,0.159,0.00178239
living worms 20 C,0.093,0.181,0.00204871
living worms 20 C,0.093,0.203,0.00223294
living worms 20 C,0.093,0.225,0.0022451
living worms 20 C,0.093,0.247,0.00212288
living worms 20 C,0.093,0.269,0.00193288
living worms 20 C,0.093,0.291,0.00156372
living worms 20 C,0.093,0.313,0.00106239
living worms 20 C,0.093,0.335,0.000675718
living worms 20 C,0.093,0.357,0.000385289
living worms 20 C,0.099,0.005,0.000220835
living worms 20 C,0.099,0.027,0.000504049
living worms 20 C,0.099,0.049,0.000754367
living worms 20 C,0.099,0.071,0.000908078
living worms 20 C,0.099,0.093,0.00110997
living worms 20 C,0.099,0.115,0.00130851
living worms 20 C,0.099,0.137,0.00150173
living worms 20 C,0.099,0.159,0.00177314
living worms 20 C,0.099,0.181,0.00205831
living worms 20 C,0.099,0.203,0.00225123
living worms 20 C,0.099,0.225,0.00229599
living worms 20 C,0.099,0.247,0.00222497
living worms 20 C,0.099,0.269,0.00208269
living worms 20 C,0.099,0.291,0.00180635
living worms 20 C,0.099,0.313,0.00138906
living worms 20 C,0.099,0.335,0.000984883
living worms 20 C,0.099,0.357,0.000603302
living worms 20 C,0.099,0.379,0.000290714
living worms 20 C,0.105,0.005,0.000211544
living worms 20 C,0.105,0.027,0.00048173
living worms 20 C,0.105,0.049,0.000710178
living worms 20 C,0.105,0.071,0.000861457
living worms 20 C,0.105,0.093,0.00106272
living worms 20 C,0.105,0.115,0.00127095
living worms 20 C,0.105,0.137,0.00147221
living worms 20 C,0.105,0.159,0.0017124
living worms 20 C,0.105,0.181,0.00195045
living worms 20 C,0.105,0.203,0.00209939
living worms 20 C,0.105,0.225,0.00217249
living worms 20 C,0.105,0.247,0.00219794
living worms 20 C,0.105,0.269,0.00215741
living worms 20 C,0.105,0.291,0.00200087
living worms 20 C,0.105,0.313,0.00167699
living worms 20 C,0.105,0.335,0.00129172
living worms 20 C,0.105,0.357,0.000896851
living worms 20 C,0.105,0.379,0.000526465
living worms 20 C,0.105,0.401,0.000282865
living worms 20 C,0.111,0.005,0.000222385
living worms 20 C,0.111,0.027,0.000499008
living worms 20 C,0.111,0.049,0.000735423
living worms 20 C,0.111,0.071,0.000875692
living worms 20 C,0.111,0.093,0.00100064
living worms 20 C,0.111,0.115,0.00116292
living worms 20 C,0.111,0.137,0.00139988
living worms 20 C,0.111,0.159,0.00166961
living worms 20 C,0.111,0.181,0.00185455
living worms 20 C,0.111,0.203,0.00195124
living worms 20 C,0.111,0.225,0.00208754
living worms 20 C,0.111,0.247,0.0022392
living worms 20 C,0.111,0.269,0.00228815
living worms 20 C,0.111,0.291,0.00219637
living worms 20 C,0.111,0.313,0.00195479
living worms 20 C,0.111,0.335,0.00164165
living worms 20 C,0.111,0.357,0.00129304
living worms 20 C,0.111,0.379,0.000891145
living worms 20 C,0.111,0.401,0.00054549
living worms 20 C,0.111,0.423,0.000293043
living worms 20 C,0.117,0.005,0.000240244
living worms 20 C,0.117,0.027,0.000505957
living worms 20 C,0.117,0.049,0.000722608
living worms 20 C,0.117,0.071,0.000836005
living worms 20 C,0.117,0.093,0.000900448
living worms 20 C,0.117,0.115,0.0010322
living worms 20 C,0.117,0.137,0.0012826
living worms 20 C,0.117,0.159,0.00159815
living worms 20 C,0.117,0.181,0.00181215
living worms 20 C,0.117,0.203,0.00191252
living worms 20 C,0.117,0.225,0.0020844
living worms 20 C,0.117,0.247,0.0022999
living worms 20 C,0.117,0.269,0.00237756
living worms 20 C,0.117,0.291,0.00229727
living worms 20 C,0.117,0.313,0.0021574
living worms 20 C,0.117,0.335,0.0019958
living worms 20 C,0.117,0.357,0.00173192
living worms 20 C,0.117,0.379,0.00130996
living worms 20 C,0.117,0.401,0.000864894
living worms 20 C,0.117,0.423,0.000488128
living worms 20 C,0.117,0.445,0.000232364
living worms 20 C,0.123,0.005,0.000227462
living worms 20 C,0.123,0.027,0.000439557
living worms 20 C,0.123,0.049,0.00060138
living worms 20 C,0.123,0.071,0.00070252
living worms 20 C,0.123,0.093,0.000780158
living worms 20 C,0.123,0.115,0.000904726
living worms 20 C,0.123,0.137,0.00109564
living worms 20 C,0.123,0.159,0.00137369
living worms 20 C,0.123,0.181,0.00165569
living worms 20 C,0.123,0.203,0.00184251
living worms 20 C,0.123,0.225,0.00203615
living worms 20 C,0.123,0.247,0.00226298
living worms 20 C,0.123,0.269,0.002382
living worms 20 C,0.123,0.291,0.0023724
living worms 20 C,0.123,0.313,0.00232117
living worms 20 C,0.123,0.335,0.00224236
living worms 20 C,0.123,0.357,0.00203368
living worms 20 C,0.123,0.379,0.00163486
living worms 20 C,0.123,0.401,0.00116731
living worms 20 C,0.123,0.423,0.000738454
living worms 20 C,0.123,0.445,0.000418763
living worms 20 C,0.123,0.467,0.000214493
living worms 20 C,0.129,0.005,0.0001764
living worms 20 C,0.129,0.027,0.000339249
living worms 20 C,0.129,0.049,0.000473564
living worms 20 C,0.129,0.071,0.000566626
living worms 20 C,0.129,0.093,0.000648808
living worms 20 C,0.129,0.115,0.000758175
living worms 20 C,0.129,0.137,0.000896289
living worms 20 C,0.129,0.159,0.0011126
living worms 20 C,0.129,0.181,0.00140877
living worms 20 C,0.129,0.203,0.00167029
living worms 20 C,0.129,0.225,0.00191669
living worms 20 C,0.129,0.247,0.00219759
living worms 20 C,0.129,0.269,0.00239361
living worms 20 C,0.129,0.291,0.00246264
living worms 20 C,0.129,0.313,0.00245201
living worms 20 C,0.129,0.335,0.00235974
living worms 20 C,0.129,0.357,0.00219233
living worms 20 C,0.129,0.379,0.00192513
living worms 20 C,0.129,0.401,0.00152619
living worms 20 C,0.129,0.423,0.00109633
living worms 20 C,0.129,0.445,0.000735687
living worms 20 C,0.129,0.467,0.000442898
living worms 20 C,0.129,0.489,0.000230495
living worms 20 C,0.135,0.005,0.000124449
living worms 20 C,0.135,0.027,0.000245339
living worms 20 C,0.135,0.049,0.000351411
living worms 20 C,0.135,0.071,0.000425731
living worms 20 C,0.135,0.093,0.000501197
living worms 20 C,0.135,0.115,0.000599923
living worms 20 C,0.135,0.137,0.00073472
living worms 20 C,0.135,0.159,0.000941407
living worms 20 C,0.135,0.181,0.00120457
living worms 20 C,0.135,0.203,0.00143833
living worms 20 C,0.135,0.225,0.00168319
living worms 20 C,0.135,0.247,0.00199973
living worms 20 C,0.135,0.269,0.00227136
living worms 20 C,0.135,0.291,0.00243825
living worms 20 C,0.135,0.313,0.00252945
living worms 20 C,0.135,0.335,0.00251225
living worms 20 C,0.135,0.357,0.00244488
living worms 20 C,0.135,0.379,0.00233249
living worms 20 C,0.135,0.401,0.00200092
living worms 20 C,0.135,0.423,0.00156208
living worms 20 C,0.135,0.445,0.00116077
living worms 20 C,0.135,0.467,0.000775317
living worms 20 C,0.135,0.489,0.000444099
living worms 20 C,0.135,0.511,0.000231302
living worms 20 C,0.141,0.005,0.000102585
living worms 20 C,0.141,0.027,0.00021048
living worms 20 C,0.141,0.049,0.000285
living worms 20 C,0.141,0.071,0.000320648
living worms 20 C,0.141,0.093,0.000377249
living worms 20 C,0.141,0.115,0.000472231
living worms 20 C,0.141,0.137,0.000614244
living worms 20 C,0.141,0.159,0.000821564
living worms 20 C,0.141,0.181,0.00104465
living worms 20 C,0.141,0.203,0.00123092
living worms 20 C,0.141,0.225,0.00143224
living worms 20 C,0.141,0.247,0.00169493
living worms 20 C,0.141,0.269,0.00200482
living worms 20 C,0.141,0.291,0.00230966
living worms 20 C,0.141,0.313,0.00253258
living worms 20 C,0.141,0.335,0.00264157
living worms 20 C,0.141,0.357,0.00267664
living worms 20 C,0.141,0.379,0.00262665
living worms 20 C,0.141,0.401,0.00235483
living worms 20 C,0.141,0.423,0.00198764
living worms 20 C,0.141,0.445,0.00159636
living worms 20 C,0.141,0.467,0.00115602
living worms 20 C,0.141,0.489,0.000759327
living worms 20 C,0.141,0.511,0.000475316
living worms 20 C,0.141,0.533,0.000247783
living worms 20 C,0.147,0.005,9.95968e-05
living worms 20 C,0.147,0.027,0.000210632
living worms 20 C,0.147,0.049,0.000273041
living worms 20 C,0.147,0.071,0.000278465
living worms 20 C,0.147,0.093,0.000301216
living worms 20 C,0.147,0.115,0.000389495
living worms 20 C,0.147,0.137,0.000524934
living worms 20 C,0.147,0.159,0.000684048
living worms 20 C,0.147,0.181,0.000837474
living worms 20 C,0.147,0.203,0.00101441
living worms 20 C,0.147,0.225,0.00121897
living worms 20 C,0.147,0.247,0.00143617
living worms 20 C,0.147,0.269,0.00175674
living worms 20 C,0.147,0.291,0.00211551
living worms 20 C,0.147,0.313,0.00236713
living worms 20 C,0.147,0.335,0.00255154
living worms 20 C,0.147,0.357,0.00268905
living worms 20 C,0.147,0.379,0.00269068
living worms 20 C,0.147,0.401,0.00251773
living worms 20 C,0.147,0.423,0.00228954
living worms 20 C,0.147,0.445,0.00195199
living worms 20 C,0.147,0.467,0.00154027
living worms 20 C,0.147,0.489,0.00116819
living worms 20 C,0.147,0.511,0.000830486
living worms 20 C,0.147,0.533,0.00047943
living worms 20 C,0.147,0.555,0.000214121
living worms 20 C,0.153,0.005,7.84452e-05
living worms 20 C,0.153,0.027,0.000171413
living worms 20 C,0.153,0.049,0.000237968
living worms 20 C,0.153,0.071,0.000252443
living worms 20 C,0.153,0.093,0.000252316
living worms 20 C,0.153,0.115,0.000306916
living worms 20 C,0.153,0.137,0.000412749
living worms 20 C,0.153,0.159,0.000511159
living worms 20 C,0.153,0.181,0.000600515
living worms 20 C,0.153,0.203,0.000771505
living worms 20 C,0.153,0.225,0.000994251
living worms 20 C,0.153,0.247,0.001202
living worms 20 C,0.153,0.269,0.00150585
living worms 20 C,0.153,0.291,0.00184986
living worms 20 C,0.153,0.313,0.00210033
living worms 20 C,0.153,0.335,0.0023371
living worms 20 C,0.153,0.357,0.00258162
living worms 20 C,0.153,0.379,0.00267109
living worms 20 C,0.153,0.401,0.0025876
living worms 20 C,0.153,0.423,0.00246207
living worms 20 C,0.153,0.445,0.00221775
living worms 20 C,0.153,0.467,0.00194218
living worms 20 C,0.153,0.489,0.00165009
living worms 20 C,0.153,0.511,0.00124646
living worms 20 C,0.153,0.533,0.00077473
living worms 20 C,0.153,0.555,0.0004253
living worms 20 C,0.153,0.577,0.000245631
living worms 20 C,0.159,0.005,4.51742e-05
living worms 20 C,0.159,0.027,0.000104152
living worms 20 C,0.159,0.049,0.000169306
living worms 20 C,0.159,0.071,0.000205716
living worms 20 C,0.159,0.093,0.000206627
living worms 20 C,0.159,0.115,0.000228526
living worms 20 C,0.159,0.137,0.00029706
living worms 20 C,0.159,0.159,0.000370535
living worms 20 C,0.159,0.181,0.000444231
living worms 20 C,0.159,0.203,0.000577157
living worms 20 C,0.159,0.225,0.000781508
living worms 20 C,0.159,0.247,0.000977653
living worms 20 C,0.159,0.269,0.00122252
living worms 20 C,0.159,0.291,0.00153005
living worms 20 C,0.159,0.313,0.00180859
living worms 20 C,0.159,0.335,0.00209976
living worms 20 C,0.159,0.357,0.00241315
living worms 20 C,0.159,0.379,0.00259911
living worms 20 C,0.159,0.401,0.00261074
living worms 20 C,0.159,0.423,0.00256202
living worms 20 C,0.159,0.445,0.00243148
living worms 20 C,0.159,0.467,0.00228618
living worms 20 C,0.159,0.489,0.00206846
living worms 20 C,0.159,0.511,0.00167746
living worms 20 C,0.159,0.533,0.00118371
living worms 20 C,0.159,0.555,0.00078375
living worms 20 C,0.159,0.577,0.000526389
living worms 20 C,0.165,0.049,0.000128419
living worms 20 C,0.165,0.071,0.000153914
living worms 20 C,0.165,0.093,0.000160113
living worms 20 C,0.165,0.115,0.00018475
living worms 20 C,0.165,0.137,0.000239269
living worms 20 C,0.165,0.159,0.00030276
living worms 20 C,0.165,0.181,0.000362539
living worms 20 C,0.165,0.203,0.000437647
living worms 20 C,0.165,0.225,0.000584811
living worms 20 C,0.165,0.247,0.000743472
living worms 20 C,0.165,0.269,0.000942362
living worms 20 C,0.165,0.291,0.00122222
living worms 20 C,0.165,0.313,0.00150022
living worms 20 C,0.165,0.335,0.00179302
living worms 20 C,0.165,0.357,0.00211241
living worms 20 C,0.165,0.379,0.00238308
living worms 20 C,0.165,0.401,0.00251598
living worms 20 C,0.165,0.423,0.00257815
living worms 20 C,0.165,0.445,0.00256153
living worms 20 C,0.165,0.467,0.00244836
living worms 20 C,0.165,0.489,0.00230685
living worms 20 C,0.165,0.511,0.00210175
living worms 20 C,0.165,0.533,0.00173499
living worms 20 C,0.165,0.555,0.00128134
living worms 20 C,0.165,0.577,0.00089419
living worms 20 C,0.165,0.599,0.000532394
living worms 20 C,0.171,0.093,0.000123754
living worms 20 C,0.171,0.115,0.000151448
living worms 20 C,0.171,0.137,0.000194303
living worms 20 C,0.171,0.159,0.00024033
living worms 20 C,0.171,0.181,0.000282907
living worms 20 C,0.171,0.203,0.000338285
living worms 20 C,0.171,0.225,0.000450217
living worms 20 C,0.171,0.247,0.000572464
living worms 20 C,0.171,0.269,0.000737115
living worms 20 C,0.171,0.291,0.000967491
living worms 20 C,0.171,0.313,0.00122
living worms 20 C,0.171,0.335,0.00150174
living worms 20 C,0.171,0.357,0.00178366
living worms 20 C,0.171,0.379,0.00205253
living worms 20 C,0.171,0.401,0.00224977
living worms 20 C,0.171,0.423,0.00244093
living worms 20 C,0.171,0.445,0.00256017
living worms 20 C,0.171,0.467,0.00250485
living worms 20 C,0.171,0.489,0.00247063
living worms 20 C,0.171,0.511,0.00248662
living worms 20 C,0.171,0.533,0.00230417
living worms 20 C,0.171,0.555,0.00185932
living worms 20 C,0.171,0.577,0.00136604
living worms 20 C,0.171,0.599,0.000894965
living worms 20 C,0.171,0.621,0.000483829
living worms 20 C,0.177,0.115,0.000108301
living worms 20 C,0.177,0.137,0.000137904
living worms 20 C,0.177,0.159,0.000172965
living worms 20 C,0.177,0.181,0.000207217
living worms 20 C,0.177,0.203,0.000268286
living worms 20 C,0.177,0.225,0.000374915
living worms 20 C,0.177,0.247,0.000473945
living worms 20 C,0.177,0.269,0.000597641
living worms 20 C,0.177,0.291,0.000772693
living worms 20 C,0.177,0.313,0.000991119
living worms 20 C,0.177,0.335,0.00122935
living worms 20 C,0.177,0.357,0.00145912
living worms 20 C,0.177,0.379,0.0016972
living worms 20 C,0.177,0.401,0.00192883
living worms 20 C,0.177,0.423,0.00219909
living worms 20 C,0.177,0.445,0.00241988
living worms 20 C,0.177,0.467,0.00248837
living worms 20 C,0.177,0.489,0.00256486
living worms 20 C,0.177,0.511,0.00270346
living worms 20 C,0.177,0.533,0.0026848
living worms 20 C,0.177,0.555,0.00237103
living worms 20 C,0.177,0.577,0.0019218
living worms 20 C,0.177,0.599,0.00144039
living worms 20 C,0.177,0.621,0.000956579
living worms 20 C,0.177,0.643,0.00052845
living worms 20 C,0.183,0.159,0.000137923
living worms 20 C,0.183,0.181,0.000173621
living worms 20 C,0.183,0.203,0.000235063
living worms 20 C,0.183,0.225,0.000322278
living worms 20 C,0.183,0.247,0.000385554
living worms 20 C,0.183,0.269,0.000460714
living worms 20 C,0.183,0.291,0.000591864
living worms 20 C,0.183,0.313,0.000753572
living worms 20 C,0.183,0.335,0.000908815
living worms 20 C,0.183,0.357,0.00111387
living worms 20 C,0.183,0.379,0.001369
living worms 20 C,0.183,0.401,0.00161313
living worms 20 C,0.183,0.423,0.00189664
living worms 20 C,0.183,0.445,0.00220252
living worms 20 C,0.183,0.467,0.00241106
living worms 20 C,0.183,0.489,0.00256754
living worms 20 C,0.183,0.511,0.00278273
living worms 20 C,0.183,0.533,0.00285801
living worms 20 C,0.183,0.555,0.00262839
living worms 20 C,0.183,0.577,0.00235248
living worms 20 C,0.183,0.599,0.00207671
living worms 20 C,0.183,0.621,0.00164577
living worms 20 C,0.183,0.643,0.00106886
living worms 20 C,0.183,0.665,0.000549266
living worms 20 C,0.189,0.203,0.000195105
living worms 20 C,0.189,0.225,0.000262472
living worms 20 C,0.189,0.247,0.000298084
living worms 20 C,0.189,0.269,0.000326647
living worms 20 C,0.189,0.291,0.0004092
living worms 20 C,0.189,0.313,0.0005226
living worms 20 C,0.189,0.335,0.000640621
living worms 20 C,0.189,0.357,0.000841472
living worms 20 C,0.189,0.379,0.0011089
living worms 20 C,0.189,0.401,0.00136106
living worms 20 C,0.189,0.423,0.00164851
living worms 20 C,0.189,0.445,0.00199328
living worms 20 C,0.189,0.467,0.00228332
living worms 20 C,0.189,0.489,0.00249657
living worms 20 C,0.189,0.511,0.00274659
living worms 20 C,0.189,0.533,0.0028445
living worms 20 C,0.189,0.555,0.00269638
living worms 20 C,0.189,0.577,0.0026373
living worms 20 C,0.189,0.599,0.00262517
living worms 20 C,0.189,0.621,0.00232839
living worms 20 C,0.189,0.643,0.00171337
living worms 20 C,0.189,0.665,0.00103742
living worms 20 C,0.189,0.687,0.000500505
living worms 20 C,0.195,0.247,0.000239049
living worms 20 C,0.195,0.269,0.000254626
living worms 20 C,0.195,0.291,0.000307817
living worms 20 C,0.195,0.313,0.000393369
living worms 20 C,0.195,0.335,0.000486258
living worms 20 C,0.195,0.357,0.000646415
living worms 20 C,0.195,0.379,0.000901877
living worms 20 C,0.195,0.401,0.00118661
living worms 20 C,0.195,0.423,0.00148041
living worms 20 C,0.195,0.445,0.00176306
living worms 20 C,0.195,0.467,0.00202682
living worms 20 C,0.195,0.489,0.00227766
living worms 20 C,0.195,0.511,0.00251183
living worms 20 C,0.195,0.533,0.00262038
living worms 20 C,0.195,0.555,0.00263633
living worms 20 C,0.195,0.577,0.00274773
living worms 20 C,0.195,0.599,0.0028734
living worms 20 C,0.195,0.621,0.00274034
living worms 20 C,0.195,0.643,0.00228795
living worms 20 C,0.195,0.665,0.0016061
living worms 20 C,0.195,0.687,0.000911378
living worms 20 C,0.195,0.709,0.000430209
living worms 20 C,0.201,0.291,0.000280206
living worms 20 C,0.201,0.313,0.000337765
living worms 20 C,0.201,0.335,0.000395076
living worms 20 C,0.201,0.357,0.000522178
living worms 20 C,0.201,0.379,0.000758231
living worms 20 C,0.201,0.401,0.00103067
living worms 20 C,0.201,0.423,0.00128057
living worms 20 C,0.201,0.445,0.0014821
living worms 20 C,0.201,0.467,0.0017016
living worms 20 C,0.201,0.489,0.00196805
living worms 20 C,0.201,0.511,0.00216952
living worms 20 C,0.201,0.533,0.00227342
living worms 20 C,0.201,0.555,0.00240004
living worms 20 C,0.201,0.577,0.00258534
living worms 20 C,0.201,0.599,0.00276639
living worms 20 C,0.201,0.621,0.00282694
living worms 20 C,0.201,0.643,0.00263983
living worms 20 C,0.201,0.665,0.00208528
living worms 20 C,0.201,0.687,0.00140988
living worms 20 C,0.201,0.709,0.000854558
living worms 20 C,0.207,0.335,0.000341223
living worms 20 C,0.207,0.357,0.000430904
living worms 20 C,0.207,0.379,0.00061045
living worms 20 C,0.207,0.401,0.000817056
living worms 20 C,0.207,0.423,0.000997009
living worms 20 C,0.207,0.445,0.0011573
living worms 20 C,0.207,0.467,0.00137675
living worms 20 C,0.207,0.489,0.00165163
living worms 20 C,0.207,0.511,0.00185852
living worms 20 C,0.207,0.533,0.00199162
living worms 20 C,0.207,0.555,0.00212469
living worms 20 C,0.207,0.577,0.00228213
living worms 20 C,0.207,0.599,0.00250214
living worms 20 C,0.207,0.621,0.00272792
living worms 20 C,0.207,0.643,0.00274576
living worms 20 C,0.207,0.665,0.0024234
living worms 20 C,0.207,0.687,0.00193264
living worms 20 C,0.207,0.709,0.00139238
living worms 20 C,0.207,0.731,0.000821489
living worms 20 C,0.213,0.357,0.000359154
living worms 20 C,0.213,0.379,0.000488358
living worms 20 C,0.213,0.401,0.00062384
living worms 20 C,0.213,0.423,0.000743005
living worms 20 C,0.213,0.445,0.000894761
living worms 20 C,0.213,0.467,0.00113599
living worms 20 C,0.213,0.489,0.00142041
living worms 20 C,0.213,0.511,0.00164826
living worms 20 C,0.213,0.533,0.00180489
living worms 20 C,0.213,0.555,0.00192664
living worms 20 C,0.213,0.577,0.00206201
living worms 20 C,0.213,0.599,0.00229914
living worms 20 C,0.213,0.621,0.00257218
living worms 20 C,0.213,0.643,0.00269175
living worms 20 C,0.213,0.665,0.00260889
living worms 20 C,0.213,0.687,0.00234085
living worms 20 C,0.213,0.709,0.00187337
living worms 20 C,0.213,0.731,0.00124924
living worms 20 C,0.213,0.753,0.00069202
living worms 20 C,0.219,0.401,0.000486821
living worms 20 C,0.219,0.423,0.000560192
living worms 20 C,0.219,0.445,0.000693695
living worms 20 C,0.219,0.467,0.000931237
living worms 20 C,0.219,0.489,0.00122162
living worms 20 C,0.219,0.511,0.00146047
living worms 20 C,0.219,0.533,0.00162121
living worms 20 C,0.219,0.555,0.00177986
living worms 20 C,0.219,0.577,0.00195251
living worms 20 C,0.219,0.599,0.00215362
living worms 20 C,0.219,0.621,0.00234993
living worms 20 C,0.219,0.643,0.00248668
living worms 20 C,0.219,0.665,0.00251755
living worms 20 C,0.219,0.687,0.0024453
living worms 20 C,0.219,0.709,0.00217889
living worms 20 C,0.219,0.731,0.00163737
living worms 20 C,0.219,0.753,0.00102973
living worms 20 C,0.219,0.775,0.000560856
living worms 20 C,0.225,0.445,0.00055255
living worms 20 C,0.225,0.467,0.000751996
living worms 20 C,0.225,0.489,0.000982161
living worms 20 C,0.225,0.511,0.0011757
living worms 20 C,0.225,0.533,0.001356
living worms 20 C,0.225,0.555,0.00157869
living worms 20 C,0.225,0.577,0.0017852
living worms 20 C,0.225,0.599,0.00192803
living worms 20 C,0.225,0.621,0.00204994
living worms 20 C,0.225,0.643,0.00218466
living worms 20 C,0.225,0.665,0.00222185
living worms 20 C,0.225,0.687,0.00222606
living worms 20 C,0.225,0.709,0.00214956
living worms 20 C,0.225,0.731,0.00178814
living worms 20 C,0.225,0.753,0.00126024
living worms 20 C,0.225,0.775,0.000795848
living worms 20 C,0.225,0.797,0.000453231
living worms 20 C,0.231,0.511,0.00088209
living worms 20 C,0.231,0.533,0.00105902
living worms 20 C,0.231,0.555,0.00129258
living worms 20 C,0.231,0.577,0.00148782
living worms 20 C,0.231,0.599,0.00164372
living worms 20 C,0.231,0.621,0.00179851
living worms 20 C,0.231,0.643,0.00191605
living worms 20 C,0.231,0.665,0.0019257
living worms 20 C,0.231,0.687,0.0019139
living worms 20 C,0.231,0.709,0.00189146
living worms 20 C,0.231,0.731,0.00169544
living worms 20 C,0.231,0.753,0.00135168
living worms 20 C,0.231,0.775,0.000978777
living worms 20 C,0.231,0.797,0.000623419
living worms 20 C,0.237,0.555,0.00104848
living worms 20 C,0.237,0.577,0.00121242
living worms 20 C,0.237,0.599,0.00137436
living worms 20 C,0.237,0.621,0.00152874
living worms 20 C,0.237,0.643,0.00161672
living worms 20 C,0.237,0.665,0.00166308
living worms 20 C,0.237,0.687,0.001681
living worms 20 C,0.237,0.709,0.00164787
living worms 20 C,0.237,0.731,0.00152245
living worms 20 C,0.237,0.753,0.0013333
living worms 20 C,0.237,0.775,0.00108889
living worms 20 C,0.237,0.797,0.000776748
living worms 20 C,0.237,0.819,0.000485565
living worms 20 C,0.243,0.599,0.00109727
living worms 20 C,0.243,0.621,0.00120861
living worms 20 C,0.243,0.643,0.00132551
