# Trapping events (aligned with end1, detected with com)
# t_start(s), t_end(s), duration(s), x_mean(mm), worm_id
1858.0, 1862.0, 4.0, 40.25, 241112_worm_3
1868.0, 1870.0, 2.0, 40.15, 241112_worm_3
1876.0, 1878.0, 2.0, 40.35, 241112_worm_3
1880.0, 1922.0, 42.0, 42.90, 241112_worm_3
2308.0, 2310.0, 2.0, 40.76, 241112_worm_3
2312.0, 2344.0, 32.0, 41.08, 241112_worm_3
2350.0, 2480.0, 130.0, 43.56, 241112_worm_3
2738.0, 2740.0, 2.0, 40.52, 241112_worm_3
2742.0, 2778.0, 36.0, 42.35, 241112_worm_3
2786.0, 2788.0, 2.0, 40.11, 241112_worm_3
2792.0, 2794.0, 2.0, 40.93, 241112_worm_3
2804.0, 2808.0, 4.0, 40.06, 241112_worm_3
2812.0, 2814.0, 2.0, 40.04, 241112_worm_3
2816.0, 2848.0, 32.0, 41.56, 241112_worm_3
2850.0, 2874.0, 24.0, 43.48, 241112_worm_3
2902.0, 2946.0, 44.0, 42.32, 241112_worm_3
2956.0, 3014.0, 58.0, 42.92, 241112_worm_3
3318.0, 3320.0, 2.0, 40.28, 241112_worm_3
3364.0, 3370.0, 6.0, 40.63, 241112_worm_3
3372.0, 3452.0, 80.0, 43.19, 241112_worm_3
72.0, 80.0, 8.0, 40.25, 241112_worm_4
96.0, 98.0, 2.0, 40.45, 241112_worm_4
112.0, 128.0, 16.0, 40.51, 241112_worm_4
136.0, 148.0, 12.0, 41.05, 241112_worm_4
1776.0, 1780.0, 4.0, 40.25, 241112_worm_4
1792.0, 1794.0, 2.0, 40.42, 241112_worm_4
1808.0, 1812.0, 4.0, 40.38, 241112_worm_4
1820.0, 1838.0, 18.0, 40.72, 241112_worm_4
1840.0, 1872.0, 32.0, 41.17, 241112_worm_4
1876.0, 1882.0, 6.0, 40.85, 241112_worm_4
1884.0, 1886.0, 2.0, 40.21, 241112_worm_4
1888.0, 1914.0, 26.0, 42.31, 241112_worm_4
1918.0, 1920.0, 2.0, 40.21, 241112_worm_4
1922.0, 1924.0, 2.0, 40.32, 241112_worm_4
1928.0, 1930.0, 2.0, 40.28, 241112_worm_4
1932.0, 1978.0, 46.0, 42.09, 241112_worm_4
2084.0, 2086.0, 2.0, 40.04, 241112_worm_4
2152.0, 2156.0, 4.0, 40.04, 241112_worm_4
66.0, 68.0, 2.0, 40.08, 241112_worm_5
76.0, 104.0, 28.0, 42.51, 241112_worm_5
568.0, 616.0, 48.0, 41.68, 241112_worm_5
1172.0, 1174.0, 2.0, 40.01, 241112_worm_5
1178.0, 1184.0, 6.0, 40.38, 241112_worm_5
1186.0, 1188.0, 2.0, 40.15, 241112_worm_5
1190.0, 1526.0, 336.0, 43.73, 241112_worm_5
2040.0, 2044.0, 4.0, 40.38, 241112_worm_5
2046.0, 2114.0, 68.0, 42.39, 241112_worm_5
2190.0, 2194.0, 4.0, 40.45, 241112_worm_5
2210.0, 2212.0, 2.0, 40.01, 241112_worm_5
2214.0, 2218.0, 4.0, 40.28, 241112_worm_5
2236.0, 2238.0, 2.0, 40.08, 241112_worm_5
2264.0, 2266.0, 2.0, 40.01, 241112_worm_5
2274.0, 2276.0, 2.0, 41.44, 241112_worm_5
2278.0, 2280.0, 2.0, 40.76, 241112_worm_5
2282.0, 2286.0, 4.0, 41.61, 241112_worm_5
2288.0, 2312.0, 24.0, 41.05, 241112_worm_5
2314.0, 2318.0, 4.0, 40.28, 241112_worm_5
2320.0, 2330.0, 10.0, 41.47, 241112_worm_5
2332.0, 2358.0, 26.0, 41.31, 241112_worm_5
2362.0, 2372.0, 10.0, 40.25, 241112_worm_5
2378.0, 2426.0, 48.0, 41.36, 241112_worm_5
2428.0, 2432.0, 4.0, 40.21, 241112_worm_5
2436.0, 2438.0, 2.0, 40.18, 241112_worm_5
2560.0, 2562.0, 2.0, 40.62, 241112_worm_5
2574.0, 2582.0, 8.0, 40.62, 241112_worm_5
2584.0, 2608.0, 24.0, 40.87, 241112_worm_5
2624.0, 2640.0, 16.0, 41.39, 241112_worm_5
2642.0, 2644.0, 2.0, 40.38, 241112_worm_5
2646.0, 2654.0, 8.0, 40.83, 241112_worm_5
2660.0, 2664.0, 4.0, 40.55, 241112_worm_5
2666.0, 2692.0, 26.0, 40.82, 241112_worm_5
2694.0, 2700.0, 6.0, 40.66, 241112_worm_5
2708.0, 2710.0, 2.0, 40.18, 241112_worm_5
2712.0, 2918.0, 206.0, 43.12, 241112_worm_5
3412.0, 3418.0, 6.0, 40.15, 241112_worm_5
3424.0, 3440.0, 16.0, 41.75, 241112_worm_5
3442.0, 3458.0, 16.0, 41.17, 241112_worm_5
3468.0, 3476.0, 8.0, 41.04, 241112_worm_5
3478.0, 3490.0, 12.0, 40.83, 241112_worm_5
74.0, 78.0, 4.0, 40.27, 241112_worm_6
80.0, 126.0, 46.0, 42.50, 241112_worm_6
1886.0, 1924.0, 38.0, 42.18, 241112_worm_6
3024.0, 3172.0, 148.0, 42.00, 241112_worm_6
0.0, 134.0, 134.0, 43.90, 241114_worm_1
136.0, 264.0, 128.0, 43.77, 241114_worm_1
350.0, 370.0, 20.0, 42.67, 241114_worm_1
372.0, 374.0, 2.0, 40.21, 241114_worm_1
476.0, 668.0, 192.0, 44.16, 241114_worm_1
822.0, 1158.0, 336.0, 43.77, 241114_worm_1
1188.0, 1396.0, 208.0, 43.74, 241114_worm_1
1398.0, 1400.0, 2.0, 40.13, 241114_worm_1
1750.0, 1888.0, 138.0, 43.73, 241114_worm_1
2498.0, 3336.0, 838.0, 43.91, 241114_worm_1
3460.0, 3596.0, 136.0, 43.97, 241114_worm_1
0.0, 8.0, 8.0, 44.18, 241114_worm_2
30.0, 86.0, 56.0, 44.93, 241114_worm_2
88.0, 170.0, 82.0, 43.24, 241114_worm_2
210.0, 240.0, 30.0, 42.28, 241114_worm_2
244.0, 364.0, 120.0, 43.36, 241114_worm_2
376.0, 406.0, 30.0, 43.36, 241114_worm_2
438.0, 578.0, 140.0, 44.16, 241114_worm_2
988.0, 1216.0, 228.0, 43.96, 241114_worm_2
1466.0, 1500.0, 34.0, 41.93, 241114_worm_2
1502.0, 1728.0, 226.0, 44.21, 241114_worm_2
2036.0, 2108.0, 72.0, 43.63, 241114_worm_2
2110.0, 2112.0, 2.0, 40.72, 241114_worm_2
2476.0, 2532.0, 56.0, 43.78, 241114_worm_2
2626.0, 2762.0, 136.0, 43.74, 241114_worm_2
3018.0, 3032.0, 14.0, 41.35, 241114_worm_2
3340.0, 3402.0, 62.0, 43.69, 241114_worm_2
3438.0, 3498.0, 60.0, 43.78, 241114_worm_2
3562.0, 3596.0, 34.0, 43.10, 241114_worm_2
28.0, 60.0, 32.0, 42.71, 241114_worm_3
216.0, 252.0, 36.0, 42.08, 241114_worm_3
520.0, 570.0, 50.0, 41.93, 241114_worm_3
954.0, 958.0, 4.0, 40.89, 241114_worm_3
1006.0, 1028.0, 22.0, 42.09, 241114_worm_3
1040.0, 1042.0, 2.0, 40.01, 241114_worm_3
1302.0, 1306.0, 4.0, 40.15, 241114_worm_3
1308.0, 1312.0, 4.0, 41.00, 241114_worm_3
1318.0, 1332.0, 14.0, 41.45, 241114_worm_3
1334.0, 1348.0, 14.0, 40.73, 241114_worm_3
1352.0, 1404.0, 52.0, 41.74, 241114_worm_3
1592.0, 1594.0, 2.0, 40.08, 241114_worm_3
1636.0, 1658.0, 22.0, 42.03, 241114_worm_3
2138.0, 2140.0, 2.0, 40.04, 241114_worm_3
2142.0, 2144.0, 2.0, 40.86, 241114_worm_3
2146.0, 2176.0, 30.0, 42.28, 241114_worm_3
2626.0, 2638.0, 12.0, 40.55, 241114_worm_3
2706.0, 2762.0, 56.0, 42.51, 241114_worm_3
3012.0, 3018.0, 6.0, 40.27, 241114_worm_3
12.0, 162.0, 150.0, 43.40, 241114_worm_4
168.0, 294.0, 126.0, 43.80, 241114_worm_4
310.0, 410.0, 100.0, 43.28, 241114_worm_4
440.0, 488.0, 48.0, 43.34, 241114_worm_4
1090.0, 1092.0, 2.0, 40.38, 241114_worm_4
1094.0, 1096.0, 2.0, 40.04, 241114_worm_4
1100.0, 1102.0, 2.0, 40.01, 241114_worm_4
1124.0, 1202.0, 78.0, 42.33, 241114_worm_4
1326.0, 1328.0, 2.0, 40.01, 241114_worm_4
1338.0, 1356.0, 18.0, 42.13, 241114_worm_4
1418.0, 1420.0, 2.0, 40.96, 241114_worm_4
1422.0, 1424.0, 2.0, 40.72, 241114_worm_4
1428.0, 1430.0, 2.0, 40.28, 241114_worm_4
1434.0, 1490.0, 56.0, 42.80, 241114_worm_4
2004.0, 2012.0, 8.0, 40.39, 241114_worm_4
2014.0, 2016.0, 2.0, 40.18, 241114_worm_4
2056.0, 2236.0, 180.0, 43.23, 241114_worm_4
2390.0, 2392.0, 2.0, 40.15, 241114_worm_4
2416.0, 2420.0, 4.0, 40.28, 241114_worm_4
2424.0, 2430.0, 6.0, 40.11, 241114_worm_4
2434.0, 2442.0, 8.0, 40.33, 241114_worm_4
2446.0, 2452.0, 6.0, 40.86, 241114_worm_4
270.0, 356.0, 86.0, 42.93, 241114_worm_5
520.0, 610.0, 90.0, 43.22, 241114_worm_5
1172.0, 1284.0, 112.0, 43.25, 241114_worm_5
1646.0, 1652.0, 6.0, 41.54, 241114_worm_5
1676.0, 1720.0, 44.0, 42.81, 241114_worm_5
1868.0, 1870.0, 2.0, 41.10, 241114_worm_5
1874.0, 1876.0, 2.0, 40.11, 241114_worm_5
1892.0, 1894.0, 2.0, 40.21, 241114_worm_5
1896.0, 1898.0, 2.0, 40.04, 241114_worm_5
1958.0, 2014.0, 56.0, 41.16, 241114_worm_5
2164.0, 2196.0, 32.0, 41.46, 241114_worm_5
2282.0, 2312.0, 30.0, 42.41, 241114_worm_5
2526.0, 2528.0, 2.0, 40.55, 241114_worm_5
2550.0, 2552.0, 2.0, 40.72, 241114_worm_5
2554.0, 2556.0, 2.0, 40.08, 241114_worm_5
2558.0, 2560.0, 2.0, 40.83, 241114_worm_5
2562.0, 2566.0, 4.0, 40.21, 241114_worm_5
12.0, 116.0, 104.0, 43.38, 241114_worm_6
18.0, 50.0, 32.0, 42.13, 241118_worm_1
58.0, 110.0, 52.0, 43.08, 241118_worm_1
130.0, 500.0, 370.0, 43.49, 241118_worm_1
806.0, 868.0, 62.0, 41.89, 241118_worm_1
870.0, 942.0, 72.0, 43.58, 241118_worm_1
946.0, 950.0, 4.0, 40.60, 241118_worm_1
1090.0, 1108.0, 18.0, 40.54, 241118_worm_1
1128.0, 1162.0, 34.0, 41.68, 241118_worm_1
280.0, 308.0, 28.0, 43.32, 241118_worm_2
362.0, 386.0, 24.0, 43.32, 241118_worm_2
430.0, 444.0, 14.0, 40.74, 241118_worm_2
450.0, 454.0, 4.0, 40.66, 241118_worm_2
634.0, 636.0, 2.0, 40.18, 241118_worm_2
638.0, 642.0, 4.0, 40.33, 241118_worm_2
646.0, 648.0, 2.0, 40.42, 241118_worm_2
660.0, 662.0, 2.0, 40.18, 241118_worm_2
712.0, 714.0, 2.0, 40.03, 241118_worm_2
720.0, 930.0, 210.0, 43.02, 241118_worm_2
998.0, 1136.0, 138.0, 43.96, 241118_worm_2
0.0, 58.0, 58.0, 44.15, 241118_worm_3
76.0, 160.0, 84.0, 44.20, 241118_worm_3
280.0, 394.0, 114.0, 44.33, 241118_worm_3
456.0, 526.0, 70.0, 43.81, 241118_worm_3
532.0, 546.0, 14.0, 43.24, 241118_worm_3
588.0, 628.0, 40.0, 43.45, 241118_worm_3
632.0, 638.0, 6.0, 43.92, 241118_worm_3
786.0, 944.0, 158.0, 43.80, 241118_worm_3
1042.0, 1054.0, 12.0, 43.44, 241118_worm_3
1098.0, 1112.0, 14.0, 42.13, 241118_worm_3
1116.0, 1140.0, 24.0, 42.99, 241118_worm_3
1166.0, 1268.0, 102.0, 43.24, 241118_worm_3
1270.0, 1276.0, 6.0, 42.21, 241118_worm_3
1280.0, 1356.0, 76.0, 43.77, 241118_worm_3
1358.0, 1384.0, 26.0, 43.51, 241118_worm_3
128.0, 150.0, 22.0, 41.69, 241118_worm_4
194.0, 224.0, 30.0, 42.77, 241118_worm_4
426.0, 450.0, 24.0, 42.34, 241118_worm_4
630.0, 652.0, 22.0, 41.80, 241118_worm_4
754.0, 758.0, 4.0, 40.93, 241118_worm_4
798.0, 820.0, 22.0, 42.85, 241118_worm_4
822.0, 824.0, 2.0, 41.23, 241118_worm_4
934.0, 936.0, 2.0, 41.57, 241118_worm_4
1012.0, 1030.0, 18.0, 41.64, 241118_worm_4
1032.0, 1034.0, 2.0, 40.79, 241118_worm_4
1094.0, 1104.0, 10.0, 40.93, 241118_worm_4
1110.0, 1142.0, 32.0, 42.48, 241118_worm_4
1150.0, 1162.0, 12.0, 41.90, 241118_worm_4
1344.0, 1358.0, 14.0, 40.87, 241118_worm_4
1394.0, 1400.0, 6.0, 41.37, 241118_worm_4
150.0, 192.0, 42.0, 42.67, 241118_worm_5
416.0, 420.0, 4.0, 40.50, 241118_worm_5
428.0, 498.0, 70.0, 43.29, 241118_worm_5
612.0, 672.0, 60.0, 42.50, 241118_worm_5
896.0, 898.0, 2.0, 40.08, 241118_worm_5
900.0, 904.0, 4.0, 40.59, 241118_worm_5
906.0, 1048.0, 142.0, 43.28, 241118_worm_5
1170.0, 1172.0, 2.0, 40.69, 241118_worm_5
1174.0, 1180.0, 6.0, 40.69, 241118_worm_5
1186.0, 1282.0, 96.0, 41.97, 241118_worm_5
1302.0, 1422.0, 120.0, 43.53, 241118_worm_5
0.0, 44.0, 44.0, 42.93, 241118_worm_6
48.0, 68.0, 20.0, 43.22, 241118_worm_6
70.0, 72.0, 2.0, 40.04, 241118_worm_6
74.0, 148.0, 74.0, 42.88, 241118_worm_6
154.0, 174.0, 20.0, 42.00, 241118_worm_6
176.0, 212.0, 36.0, 43.36, 241118_worm_6
222.0, 278.0, 56.0, 43.29, 241118_worm_6
434.0, 438.0, 4.0, 40.09, 241118_worm_6
440.0, 448.0, 8.0, 40.55, 241118_worm_6
452.0, 476.0, 24.0, 40.89, 241118_worm_6
492.0, 608.0, 116.0, 42.97, 241118_worm_6
640.0, 654.0, 14.0, 40.84, 241118_worm_6
668.0, 674.0, 6.0, 40.33, 241118_worm_6
742.0, 798.0, 56.0, 42.09, 241118_worm_6
882.0, 1118.0, 236.0, 42.98, 241118_worm_6
1164.0, 1168.0, 4.0, 40.33, 241118_worm_6
1200.0, 1202.0, 2.0, 40.04, 241118_worm_6
1216.0, 1436.0, 220.0, 43.36, 241118_worm_6
