# Confinement Reference Dataset - Active Polymer N=40
#
# Reference base: H_conf (Shannon entropy in confinement, cavity only)
# All other observables fuzzy-matched with tolerance=0.05 on (Pe, T, kappa)
#
# Use this dataset when correlating confinement observables or mixed observables
# with emphasis on confinement data completeness.
#
# Columns:
# - Pe, T, kappa: simulation parameters (dimensionless)
# - H_free: Shannon entropy in free space
# - lp_free: Persistence length from averaged correlation (normalized)
# - lp_free_individual: Mean of individual polymer persistence lengths (normalized)
# - tau_decorr_free_full: E2E full-vector decorrelation time in free space (seconds)
# - tau_decorr_free_unit: E2E unit-vector decorrelation time in free space (seconds)
# - D_long: Long-time diffusion coefficient in free space (mm²/s)
# - H_conf: Shannon entropy in confinement, CAVITY ONLY (REFERENCE BASE)
# - lp_conf: Persistence length from averaged correlation in confinement (normalized)
# - lp_conf_individual: Mean of individual polymer persistence lengths in confinement (normalized)
# - ttrap: Mean trapping time in cavity (minutes)
# - tau_decorr_cavity_full: E2E full-vector decorrelation time in cavity ONLY (minutes)
# - tau_decorr_cavity_unit: E2E unit-vector decorrelation time in cavity ONLY (minutes)
#
# Rotational number analysis (plateau-based τ_trans):
# - N_rot: Rotational number = τ_rot / τ_trans
# - tau_trans: Saturation time = first crossing of MSD plateau mean (minutes)
# - plateau_mean: MSD plateau mean value (excludes last 20% of signal)
# - tau_rot: Rotational timescale = 1/D_r (minutes, only if α ∈ [0.8, 1.3])
#
# MSD matching RMSE (log-space, over [10-50s] interval):
# - RMSE_D10: RMSE vs experimental 10C MSD
# - RMSE_D20: RMSE vs experimental 20C MSD
# - RMSE_D30: RMSE vs experimental 30C MSD
#
Pe,T,kappa,H_free,lp_free,lp_free_error,lp_free_R2,lp_free_individual,lp_free_individual_std,tau_decorr_free_full,tau_decorr_free_full_error,tau_decorr_free_unit,tau_decorr_free_unit_error,D_long,D_long_error,D_long_R2,D_long_n_points,H_conf,lp_conf,lp_conf_error,lp_conf_R2,lp_conf_individual,ttrap,ttrap_std,tau_decorr_cavity_full,tau_decorr_cavity_unit,transloc_rate_per_hour,transloc_success_rate,transloc_n_success,transloc_n_attempts,transloc_total_events,N_rot,tau_trans,plateau_mean,tau_rot,RMSE_D10,RMSE_D20,RMSE_D30
0.300000,0.020000,0.250000,5.160929,0.081365,0.012500,0.961269,0.091392,0.052917,0.332034,0.008333,0.094696,0.008333,0.469844,0.002310,0.995211,201.000000,4.709071,0.170184,0.012500,0.740581,"(0.12035886863592535, 0.0990904400454047)",1.997917,3.185044,0.210472,0.172861,57.327152,42.934783,79.000000,105.000000,184.000000,0.365000,0.090000,8.850000,0.030000,0.437075,0.818255,0.899047
0.300000,0.020000,0.350000,,,,,,,,,,,,,,,3.172848,0.147170,0.012500,0.365810,"(0.11237579848940513, 0.10085566598166035)",2.238978,5.149494,0.217939,0.205689,108.043217,83.333333,150.000000,30.000000,180.000000,0.652000,0.040000,2.370000,0.030000,,,
0.300000,0.020000,0.400000,5.514397,0.120066,0.012500,0.891587,0.190183,0.170531,0.397303,0.008333,0.163323,0.008333,0.926511,0.000438,0.999956,201.000000,2.748127,0.122704,0.012500,0.295412,"(0.10546090805552726, 0.09953395180115666)",2.459394,6.021092,0.213075,0.184474,109.593430,94.409938,152.000000,9.000000,161.000000,,0.060000,5.370000,0.000000,0.078439,0.325563,0.411176
0.300000,0.020000,0.500000,,,,,,,,,,,,,,,1.774027,0.108364,0.012500,0.136144,"(0.0927237738084036, 0.08172054148226117)",3.043878,8.919480,0.197473,0.184345,103.191706,100.000000,141.000000,0.000000,141.000000,,0.040000,2.810000,0.000000,,,
0.300000,0.020000,0.650000,5.397760,0.323866,0.012500,0.995482,0.380131,0.223293,0.369598,0.008333,0.322314,0.008333,2.423592,0.000420,0.999994,201.000000,1.333826,0.095531,0.012500,0.909149,"(0.08746988346704643, 0.07371591300303298)",1.977322,7.848377,0.182017,0.163617,88.104313,100.000000,122.000000,0.000000,122.000000,,0.030000,1.970000,0.000000,0.485181,0.109691,0.089950
0.300000,0.040000,0.150000,4.869914,0.070928,0.012500,0.972297,0.073077,0.019922,0.302350,0.008333,0.090571,0.008333,0.125151,0.000395,0.998023,201.000000,5.203753,0.097499,0.012500,0.986140,"(0.07600062415470356, 0.029588116979775318)",4.218502,4.349818,0.132777,0.092203,3.913043,4.716981,5.000000,101.000000,106.000000,0.384000,0.260000,12.410000,0.100000,0.571241,0.952755,1.032822
0.300000,0.040000,0.250000,5.160929,0.081365,0.012500,0.961269,0.091392,0.052917,0.332034,0.008333,0.094696,0.008333,0.469844,0.002310,0.995211,201.000000,5.692928,0.190436,0.012500,0.996636,"(0.11239405088843805, 0.07053936901016239)",1.876746,1.913589,0.177832,0.129268,22.013860,18.404908,30.000000,133.000000,163.000000,0.399000,0.120000,11.120000,0.050000,0.437075,0.818255,0.899047
0.300000,0.040000,0.350000,,,,,,,,,,,,,,,5.735780,0.397067,0.012500,0.819671,"(0.15254887450403043, 0.1069733011243857)",1.193792,1.216663,0.228931,0.196226,88.210484,50.413223,122.000000,120.000000,242.000000,0.294000,0.110000,12.780000,0.030000,,,
0.300000,0.040000,0.400000,5.514397,0.120066,0.012500,0.891587,0.190183,0.170531,0.397303,0.008333,0.163323,0.008333,0.926511,0.000438,0.999956,201.000000,5.623740,0.911760,0.012500,0.663596,"(0.15885271490080125, 0.1139449593300515)",1.287450,1.224487,0.210068,0.166207,120.702888,67.755102,166.000000,79.000000,245.000000,,0.120000,14.540000,0.000000,0.078439,0.325563,0.411176
0.300000,0.040000,0.500000,,,,,,,,,,,,,,,5.388459,0.355082,0.012500,0.616291,"(0.17126762153429864, 0.12375596107194815)",1.192564,1.199962,0.214017,0.170658,162.817691,89.328063,226.000000,27.000000,253.000000,,0.110000,13.690000,0.000000,,,
0.300000,0.040000,0.650000,5.397760,0.323866,0.012500,0.995482,0.380131,0.223293,0.369598,0.008333,0.322314,0.008333,2.423592,0.000420,0.999994,201.000000,5.013611,0.095531,0.012500,0.909149,"(0.18923519831350744, 0.14079322363185956)",1.108942,1.293268,0.207460,0.171318,191.466127,98.872180,263.000000,3.000000,266.000000,,0.100000,13.740000,0.000000,0.485181,0.109691,0.089950
0.300000,0.060000,0.150000,4.869914,0.070928,0.012500,0.972297,0.073077,0.019922,0.302350,0.008333,0.090571,0.008333,0.125151,0.000395,0.998023,201.000000,5.094935,0.090367,0.012500,0.982991,"(0.07288847130580056, 0.02678860784391423)",5.128105,5.418904,0.128599,0.094209,1.650619,1.980198,2.000000,99.000000,101.000000,,0.710000,12.250000,0.000000,0.571241,0.952755,1.032822
0.300000,0.060000,0.250000,5.871156,0.089057,0.012500,0.972835,0.107380,0.071526,0.267779,0.008333,0.172331,0.008333,0.484246,0.000144,0.999982,201.000000,5.508797,0.135763,0.012500,0.998531,"(0.09412309034646621, 0.05304882068525964)",2.476205,2.283941,0.156217,0.111888,7.294012,5.590062,9.000000,152.000000,161.000000,0.386000,0.200000,13.490000,0.080000,0.117422,0.497412,0.578249
0.300000,0.060000,0.350000,5.871156,0.089057,0.012500,0.972835,0.107380,0.071526,0.267779,0.008333,0.172331,0.008333,0.484246,0.000144,0.999982,201.000000,5.717087,0.229878,0.012500,0.960258,"(0.12651703369469428, 0.08059411644783444)",1.545891,1.733025,0.189961,0.153712,38.182910,25.358852,53.000000,156.000000,209.000000,0.300000,0.160000,15.210000,0.050000,0.117422,0.497412,0.578249
0.300000,0.060000,0.400000,6.024987,0.107911,0.012500,0.975789,0.144137,0.111530,0.280375,0.008333,0.213671,0.008333,0.666952,0.000135,0.999992,201.000000,5.747485,0.312731,0.012500,0.902260,"(0.14196156680820746, 0.09608225330987562)",1.423148,1.242408,0.201653,0.150192,62.193652,41.148325,86.000000,123.000000,209.000000,0.317000,0.120000,13.390000,0.040000,0.034399,0.358792,0.440833
0.300000,0.060000,0.500000,6.055859,0.129513,0.012500,0.990776,0.186513,0.147556,0.292605,0.008333,0.237784,0.008333,0.930146,0.000168,0.999994,201.000000,5.687154,0.355082,0.012500,0.616291,"(0.15763287024459574, 0.11124885882590227)",1.293414,1.192035,0.202385,0.151925,112.477324,63.524590,155.000000,89.000000,244.000000,0.171000,0.130000,15.390000,0.020000,0.141372,0.244319,0.328062
0.300000,0.060000,0.650000,5.397760,0.323866,0.012500,0.995482,0.380131,0.223293,0.369598,0.008333,0.322314,0.008333,2.423592,0.000420,0.999994,201.000000,5.546837,0.095531,0.012500,0.909149,"(0.18190281219451637, 0.13222665069896636)",1.079397,1.053524,0.230112,0.191527,174.344607,90.298507,242.000000,26.000000,268.000000,,0.110000,14.600000,0.000000,0.485181,0.109691,0.089950
0.300000,0.080000,0.150000,5.262277,0.066995,0.012500,0.984971,0.069403,0.024288,0.321435,0.008333,0.125700,0.008333,0.209994,0.000475,0.998984,201.000000,4.965281,0.086685,0.012500,0.988446,"(0.06959024165693363, 0.020856864737931007)",5.686932,6.639941,0.129365,0.099200,3.739094,5.494505,5.000000,86.000000,91.000000,0.114000,1.120000,13.200000,0.130000,0.422602,0.803764,0.884596
0.300000,0.080000,0.250000,5.871156,0.089057,0.012500,0.972835,0.107380,0.071526,0.267779,0.008333,0.172331,0.008333,0.484246,0.000144,0.999982,201.000000,5.364959,0.121262,0.012500,0.997195,"(0.08603416721671976, 0.043478992915247254)",2.948691,3.288716,0.146567,0.108060,8.087868,6.569343,9.000000,128.000000,137.000000,0.043000,1.950000,15.310000,0.080000,0.117422,0.497412,0.578249
0.300000,0.080000,0.350000,5.871156,0.089057,0.012500,0.972835,0.107380,0.071526,0.267779,0.008333,0.172331,0.008333,0.484246,0.000144,0.999982,201.000000,5.567773,0.166492,0.012500,0.996602,"(0.10725321517680043, 0.06269635985659819)",2.080828,2.294810,0.165599,0.129817,14.684887,11.627907,20.000000,152.000000,172.000000,0.422000,0.160000,13.110000,0.070000,0.117422,0.497412,0.578249
0.300000,0.080000,0.400000,6.024987,0.107911,0.012500,0.975789,0.144137,0.111530,0.280375,0.008333,0.213671,0.008333,0.666952,0.000135,0.999992,201.000000,5.679770,0.218612,0.012500,0.974292,"(0.12317931255914237, 0.07855387145934929)",1.509722,1.436002,0.180359,0.142172,35.715732,21.777778,49.000000,176.000000,225.000000,0.011000,4.170000,19.730000,0.050000,0.034399,0.358792,0.440833
0.300000,0.080000,0.500000,6.055859,0.129513,0.012500,0.990776,0.186513,0.147556,0.292605,0.008333,0.237784,0.008333,0.930146,0.000168,0.999994,201.000000,5.743873,0.367828,0.012500,0.808951,"(0.1445983461732721, 0.0984288081456563)",1.242817,1.174601,0.200350,0.160145,74.338412,44.396552,103.000000,129.000000,232.000000,0.270000,0.130000,14.570000,0.040000,0.141372,0.244319,0.328062
0.300000,0.080000,0.650000,5.947508,0.170799,0.012500,0.994587,0.249763,0.184083,0.311143,0.008333,0.263968,0.008333,1.313021,0.000339,0.999987,201.000000,5.691778,0.874147,0.012500,0.687068,"(0.1682598205271462, 0.11775967519651305)",1.119381,1.036389,0.223902,0.171026,149.849911,79.693487,208.000000,53.000000,261.000000,0.290000,0.130000,16.390000,0.040000,0.270862,0.116416,0.204121
0.300000,0.100000,0.150000,5.262277,0.066995,0.012500,0.984971,0.069403,0.024288,0.321435,0.008333,0.125700,0.008333,0.209994,0.000475,0.998984,201.000000,4.829759,0.076035,0.012500,0.985714,"(0.06745364833553177, 0.020078415374399014)",6.682752,6.860763,0.124625,0.097150,3.739094,5.494505,5.000000,86.000000,91.000000,,1.370000,13.200000,0.000000,0.422602,0.803764,0.884596
0.300000,0.100000,0.250000,5.871156,0.089057,0.012500,0.972835,0.107380,0.071526,0.267779,0.008333,0.172331,0.008333,0.484246,0.000144,0.999982,201.000000,5.253795,0.120047,0.012500,0.998383,"(0.08061803031928491, 0.03447380796770159)",2.804831,3.223647,0.148178,0.111359,8.368201,7.462687,10.000000,124.000000,134.000000,0.031000,3.810000,14.170000,0.120000,0.117422,0.497412,0.578249
0.300000,0.100000,0.300000,5.871156,0.089057,0.012500,0.972835,0.107380,0.071526,0.267779,0.008333,0.172331,0.008333,0.484246,0.000144,0.999982,201.000000,5.354326,0.123276,0.012500,0.997720,"(0.08685653889966112, 0.04397297041355164)",2.725839,2.657755,0.148461,0.115119,7.271095,6.122449,9.000000,138.000000,147.000000,0.088000,0.890000,13.330000,0.080000,0.117422,0.497412,0.578249
0.300000,0.100000,0.350000,5.871156,0.089057,0.012500,0.972835,0.107380,0.071526,0.267779,0.008333,0.172331,0.008333,0.484246,0.000144,0.999982,201.000000,5.437277,0.143579,0.012500,0.997025,"(0.09598278011413788, 0.054688512941664984)",2.295717,2.625355,0.170563,0.134803,14.905208,10.919540,19.000000,155.000000,174.000000,0.397000,0.200000,13.230000,0.080000,0.117422,0.497412,0.578249
0.300000,0.100000,0.400000,6.024987,0.107911,0.012500,0.975789,0.144137,0.111530,0.280375,0.008333,0.213671,0.008333,0.666952,0.000135,0.999992,201.000000,5.612912,0.192274,0.012500,0.989934,"(0.1087942316279033, 0.06881620055046599)",1.583095,1.431067,0.183696,0.136968,21.065375,14.356436,29.000000,173.000000,202.000000,0.035000,1.720000,15.340000,0.060000,0.034399,0.358792,0.440833
0.300000,0.100000,0.500000,6.055859,0.129513,0.012500,0.990776,0.186513,0.147556,0.292605,0.008333,0.237784,0.008333,0.930146,0.000168,0.999994,201.000000,5.724283,0.270761,0.012500,0.939364,"(0.13050784191386786, 0.08820386430969841)",1.336921,1.317201,0.210462,0.169993,52.163413,33.179724,72.000000,145.000000,217.000000,0.292000,0.160000,15.390000,0.050000,0.141372,0.244319,0.328062
0.300000,0.100000,0.650000,5.947508,0.170799,0.012500,0.994587,0.249763,0.184083,0.311143,0.008333,0.263968,0.008333,1.313021,0.000339,0.999987,201.000000,5.715721,0.874147,0.012500,0.687068,"(0.1531515279564765, 0.10665674965557993)",1.206430,1.241326,0.215081,0.179678,104.138208,57.370518,144.000000,107.000000,251.000000,0.295000,0.120000,13.720000,0.040000,0.270862,0.116416,0.204121
0.300000,0.100000,0.800000,5.780148,0.218587,0.012500,0.995769,0.305459,0.206028,0.327573,0.008333,0.280593,0.008333,1.620346,0.000267,0.999995,201.000000,5.659397,,,,"(0.1662984388481607, 0.11424308291470243)",1.162261,1.194348,0.224479,0.171612,159.227986,86.614173,220.000000,34.000000,254.000000,0.178000,0.120000,14.330000,0.020000,0.360869,0.039611,0.126509
0.300000,0.100000,1.000000,5.512341,0.288553,0.012500,0.997179,0.364012,0.221391,0.355534,0.008333,0.309107,0.008333,2.302335,0.000782,0.999977,201.000000,5.559227,,,,"(0.18915375915164406, 0.13447345752452117)",1.014568,1.084415,0.232820,0.204375,191.035175,97.416974,264.000000,7.000000,271.000000,,0.120000,16.640000,0.000000,0.456488,0.082593,0.083963
0.300000,0.100000,3.000000,,,,,,,,,,,,,,,4.532185,,,,"(0.2187008829212173, 0.15405934238446525)",1.255683,1.882631,0.229074,0.320509,184.041701,100.000000,255.000000,0.000000,255.000000,,0.080000,9.550000,0.000000,,,
0.300000,0.100000,5.000000,,,,,,,,,,,,,,,2.788574,,,,"(0.11743047122910036, 0.05780724684394362)",1.053409,4.980348,0.305081,0.386847,97.297297,100.000000,88.000000,0.000000,88.000000,,0.060000,5.670000,0.000000,,,
0.300000,0.100000,10.000000,,,,,,,,,,,,,,,3.644722,,,,"(0.28423646224553367, 0.1615972952235304)",0.869759,4.287796,0.280657,0.422490,156.960001,100.000000,218.000000,0.000000,218.000000,,0.080000,10.830000,0.000000,,,
0.300000,0.150000,0.150000,5.262277,0.066995,0.012500,0.984971,0.069403,0.024288,0.321435,0.008333,0.125700,0.008333,0.209994,0.000475,0.998984,201.000000,4.768016,0.076670,0.012500,0.988352,"(0.06444729212719578, 0.018415694049565546)",6.393922,7.154383,0.124845,0.097442,2.361688,3.529412,3.000000,82.000000,85.000000,0.123000,1.050000,12.230000,0.130000,0.422602,0.803764,0.884596
0.300000,0.150000,0.250000,5.871156,0.089057,0.012500,0.972835,0.107380,0.071526,0.267779,0.008333,0.172331,0.008333,0.484246,0.000144,0.999982,201.000000,4.968294,0.095960,0.012500,0.991088,"(0.07186987566952437, 0.024335597832780713)",4.292398,4.155231,0.135161,0.105862,3.081532,3.448276,4.000000,112.000000,116.000000,0.067000,1.760000,12.750000,0.120000,0.117422,0.497412,0.578249
0.300000,0.150000,0.350000,5.871156,0.089057,0.012500,0.972835,0.107380,0.071526,0.267779,0.008333,0.172331,0.008333,0.484246,0.000144,0.999982,201.000000,5.212592,0.117173,0.012500,0.997833,"(0.08204035416775081, 0.04311692668524885)",3.111887,3.127366,0.150009,0.115902,7.041565,5.839416,8.000000,129.000000,137.000000,0.047000,1.760000,14.360000,0.080000,0.117422,0.497412,0.578249
0.300000,0.150000,0.400000,6.024987,0.107911,0.012500,0.975789,0.144137,0.111530,0.280375,0.008333,0.213671,0.008333,0.666952,0.000135,0.999992,201.000000,5.308049,0.140316,0.012500,0.998362,"(0.0882914163096663, 0.04878176941487223)",2.529530,2.212940,0.155545,0.125803,14.866818,13.071895,20.000000,133.000000,153.000000,0.104000,0.820000,13.200000,0.080000,0.034399,0.358792,0.440833
0.300000,0.150000,0.500000,6.055859,0.129513,0.012500,0.990776,0.186513,0.147556,0.292605,0.008333,0.237784,0.008333,0.930146,0.000168,0.999994,201.000000,5.488144,0.177815,0.012500,0.970408,"(0.10193283123731747, 0.05823139304640488)",1.902048,1.812606,0.177248,0.133758,25.515947,19.540230,34.000000,140.000000,174.000000,0.351000,0.200000,13.980000,0.070000,0.141372,0.244319,0.328062
0.300000,0.150000,0.650000,5.947508,0.170799,0.012500,0.994587,0.249763,0.184083,0.311143,0.008333,0.263968,0.008333,1.313021,0.000339,0.999987,201.000000,5.601936,0.210380,0.012500,0.797635,"(0.11949519206733485, 0.07789641161947226)",1.636699,1.533233,0.200509,0.142374,56.011316,37.378641,77.000000,129.000000,206.000000,0.327000,0.150000,13.910000,0.050000,0.270862,0.116416,0.204121
0.300000,0.200000,0.150000,5.344179,0.060517,0.012500,0.969644,0.063768,0.027316,0.276586,0.008333,0.154584,0.008333,0.428770,0.001215,0.998406,201.000000,4.728175,0.083986,0.012500,0.982416,"(0.061685344184944174, 0.019295299639304816)",5.329670,5.436817,0.130132,0.106619,3.984064,5.617978,5.000000,84.000000,89.000000,0.204000,0.610000,11.660000,0.120000,0.341882,0.723120,0.803796
0.300000,0.200000,0.250000,5.575377,0.074537,0.012500,0.992368,0.082840,0.038847,0.242783,0.008333,0.139444,0.008333,0.365735,0.000099,0.999985,201.000000,4.866167,0.090791,0.012500,0.988681,"(0.06795752417130668, 0.023375989849556446)",4.555503,4.555560,0.134394,0.105067,2.955665,3.571429,4.000000,108.000000,112.000000,,3.900000,13.660000,0.000000,0.217664,0.598851,0.678910
0.300000,0.200000,0.300000,5.575377,0.074537,0.012500,0.992368,0.082840,0.038847,0.242783,0.008333,0.139444,0.008333,0.365735,0.000099,0.999985,201.000000,4.915053,0.089716,0.012500,0.990357,"(0.07119770727614379, 0.029351014558417675)",4.388030,4.443417,0.136285,0.108654,5.016722,4.672897,5.000000,102.000000,107.000000,0.017000,6.070000,13.770000,0.110000,0.217664,0.598851,0.678910
0.300000,0.200000,0.350000,5.575377,0.074537,0.012500,0.992368,0.082840,0.038847,0.242783,0.008333,0.139444,0.008333,0.365735,0.000099,0.999985,201.000000,5.046060,0.102479,0.012500,0.991295,"(0.07501905055061038, 0.03204676028839584)",3.601587,3.780220,0.142985,0.108692,5.436893,5.645161,7.000000,117.000000,124.000000,,0.860000,12.600000,0.000000,0.217664,0.598851,0.678910
0.300000,0.200000,0.400000,5.714528,0.082396,0.012500,0.987319,0.095808,0.057716,0.250920,0.008333,0.153405,0.008333,0.421356,0.000167,0.999969,201.000000,5.067196,0.115955,0.012500,0.996886,"(0.07702242257437214, 0.031514011487866755)",3.280191,3.591825,0.147611,0.115437,8.524745,7.936508,10.000000,116.000000,126.000000,0.158000,0.630000,12.390000,0.100000,0.158354,0.539155,0.619506
0.300000,0.200000,0.500000,5.837740,0.091131,0.012500,0.983967,0.110682,0.075108,0.261624,0.008333,0.175134,0.008333,0.492153,0.000255,0.999947,201.000000,5.213212,0.138340,0.012500,0.988042,"(0.08588098638132365, 0.042317957484467865)",2.980840,3.301499,0.152639,0.120223,14.760148,16.000000,20.000000,105.000000,125.000000,0.028000,2.730000,14.740000,0.080000,0.087775,0.467287,0.548128
0.300000,0.200000,0.650000,5.966992,0.106185,0.012500,0.983453,0.139745,0.106170,0.272542,0.008333,0.200486,0.008333,0.679617,0.000256,0.999972,201.000000,5.365681,0.163392,0.012500,0.907151,"(0.09962981995263007, 0.05811661465735678)",2.118288,2.170302,0.175499,0.138121,28.032787,21.111111,38.000000,142.000000,180.000000,0.034000,2.210000,14.220000,0.070000,0.027269,0.367942,0.449705
0.300000,0.200000,0.800000,6.017321,0.125520,0.012500,0.991497,0.175490,0.136743,0.280572,0.008333,0.221366,0.008333,0.834840,0.000316,0.999971,201.000000,5.514676,0.213473,0.012500,0.784869,"(0.1176883113033907, 0.07818034614575671)",1.595388,1.821975,0.196991,0.158602,55.640305,37.745098,77.000000,127.000000,204.000000,0.337000,0.170000,14.780000,0.060000,0.107966,0.277514,0.360367
0.300000,0.200000,1.000000,5.982395,0.154990,0.012500,0.996222,0.223067,0.169196,0.295346,0.008333,0.244352,0.008333,1.152332,0.000806,0.999903,201.000000,5.595615,0.298609,0.012500,0.642006,"(0.13328617087710395, 0.08817661636532922)",1.412815,1.354218,0.202517,0.153356,95.211381,56.652361,132.000000,101.000000,233.000000,0.284000,0.140000,14.530000,0.040000,0.213355,0.172031,0.257363
0.300000,0.300000,0.150000,,,,,,,,,,,,,,,4.743388,0.071894,0.012500,0.966177,"(0.055670228341443875, 0.01992833669758663)",4.016239,4.229952,0.135092,0.108892,5.866775,6.504065,8.000000,115.000000,123.000000,0.106000,1.080000,12.310000,0.110000,,,
0.300000,0.300000,0.250000,5.496726,0.067750,0.012500,0.987723,0.074066,0.034530,0.230875,0.008333,0.149081,0.008333,0.387884,0.000250,0.999917,201.000000,4.763944,0.084397,0.012500,0.973269,"(0.060312444091347416, 0.020591686607147726)",3.969470,4.703515,0.133435,0.110265,9.739854,11.711712,13.000000,98.000000,111.000000,0.055000,1.460000,12.520000,0.080000,0.203610,0.584800,0.664612
0.300000,0.300000,0.300000,5.496726,0.067750,0.012500,0.987723,0.074066,0.034530,0.230875,0.008333,0.149081,0.008333,0.387884,0.000250,0.999917,201.000000,4.783190,0.082927,0.012500,0.978777,"(0.06290350525407953, 0.02250626140090897)",3.929508,4.193234,0.130881,0.107465,9.574468,7.874016,10.000000,117.000000,127.000000,0.166000,0.640000,12.000000,0.110000,0.203610,0.584800,0.664612
0.300000,0.300000,0.350000,5.496726,0.067750,0.012500,0.987723,0.074066,0.034530,0.230875,0.008333,0.149081,0.008333,0.387884,0.000250,0.999917,201.000000,4.817802,0.088561,0.012500,0.981354,"(0.06522400754263187, 0.020976658560363362)",4.307321,4.395464,0.139682,0.110745,7.550336,9.259259,10.000000,98.000000,108.000000,,0.630000,11.420000,0.000000,0.203610,0.584800,0.664612
0.300000,0.300000,0.400000,5.580282,0.072993,0.012500,0.991295,0.081820,0.042671,0.237655,0.008333,0.154044,0.008333,0.386603,0.000082,0.999991,201.000000,4.900756,0.095146,0.012500,0.984042,"(0.06800184414132748, 0.026433241962914106)",3.459033,3.843273,0.141638,0.114112,12.136536,12.307692,16.000000,114.000000,130.000000,,0.510000,12.130000,0.000000,0.175202,0.556239,0.636235
0.300000,0.300000,0.500000,5.666515,0.079442,0.012500,0.990270,0.090999,0.053259,0.241775,0.008333,0.160331,0.008333,0.444839,0.000035,0.999999,201.000000,4.950019,0.097834,0.012500,0.988941,"(0.07226925852684575, 0.0275252799904931)",3.832533,3.386876,0.136478,0.112332,10.193858,10.236220,13.000000,114.000000,127.000000,0.123000,0.870000,12.490000,0.110000,0.143488,0.524287,0.604471
0.300000,0.300000,0.650000,5.790039,0.089292,0.012500,0.992146,0.106708,0.071180,0.248665,0.008333,0.174427,0.008333,0.493739,0.000098,0.999992,201.000000,5.080617,0.123738,0.012500,0.981260,"(0.08082452866955481, 0.03850558349136026)",3.022901,2.674953,0.147272,0.116617,17.352882,18.750000,24.000000,104.000000,128.000000,0.359000,0.250000,11.880000,0.090000,0.092264,0.472247,0.552681
0.300000,0.300000,0.800000,5.886202,0.099577,0.012500,0.990288,0.125413,0.090983,0.259346,0.008333,0.189853,0.008333,0.591200,0.000320,0.999942,201.000000,5.210975,0.144042,0.012500,0.920830,"(0.09033116416139622, 0.05074113328553216)",2.423577,2.579143,0.157576,0.124048,30.453172,25.925926,42.000000,120.000000,162.000000,0.016000,4.490000,14.670000,0.070000,0.031621,0.406088,0.487232
0.300000,0.300000,1.000000,5.961020,0.115510,0.012500,0.988424,0.153809,0.118297,0.268155,0.008333,0.208164,0.008333,0.745256,0.000390,0.999946,201.000000,5.393139,0.199111,0.012500,0.787967,"(0.10648493634330147, 0.06799805690005224)",1.807058,1.621552,0.171314,0.133708,53.577982,38.020833,73.000000,119.000000,192.000000,,0.150000,12.450000,0.000000,0.056027,0.330844,0.412677
0.310000,0.097000,0.414000,6.024987,0.107911,0.012500,0.975789,0.144137,0.111530,0.280375,0.008333,0.213671,0.008333,0.666952,0.000135,0.999992,201.000000,5.641344,0.203246,0.012500,0.988143,"(0.11257169521536717, 0.07224054289056729)",1.623342,1.484456,0.183696,0.136968,26.685622,18.114144,73.000000,330.000000,403.000000,0.035000,1.720000,15.340000,0.060000,0.034399,0.358792,0.440833
0.400000,0.050000,0.400000,5.820387,0.109406,0.012500,0.960020,0.147379,0.110980,0.231765,0.008333,0.196952,0.008333,1.059148,0.000903,0.999855,201.000000,5.525812,0.208622,0.012500,0.979975,"(0.11149741534625397, 0.07563724784793537)",1.347159,1.339047,0.148074,0.104000,35.169705,20.421053,97.000000,378.000000,475.000000,0.360000,0.100000,12.860000,0.040000,0.220865,0.162092,0.245404
0.400000,0.100000,0.300000,5.800788,0.082545,0.012500,0.971103,0.095405,0.055278,0.201136,0.008333,0.125093,0.008333,0.548486,0.000112,0.999992,201.000000,5.340620,0.109206,0.012500,0.995079,"(0.08231240729443363, 0.040163731842890536)",2.578442,2.624736,0.110886,0.085020,7.149162,4.736842,9.000000,181.000000,190.000000,0.138000,0.530000,13.610000,0.070000,0.022203,0.382279,0.461358
0.400000,0.100000,0.400000,6.005510,0.098685,0.012500,0.972835,0.128188,0.094323,0.207883,0.008333,0.154417,0.008333,0.794961,0.000152,0.999993,201.000000,5.430269,0.150244,0.012500,0.985120,"(0.09073596430975427, 0.05133010557959793)",1.758115,1.661514,0.132661,0.095097,18.765331,12.230216,51.000000,366.000000,417.000000,0.314000,0.180000,14.430000,0.060000,0.144137,0.239841,0.319571
0.400000,0.100000,0.500000,6.058122,0.120404,0.012500,0.987301,0.166415,0.129401,0.215737,0.008333,0.173659,0.008333,1.099451,0.000308,0.999984,201.000000,5.683668,0.199721,0.012500,0.988027,"(0.11798866781951124, 0.07242955315937138)",1.244465,1.378026,0.146624,0.116164,35.860947,18.148148,49.000000,221.000000,270.000000,0.300000,0.130000,15.080000,0.040000,0.270035,0.113931,0.194514
0.400000,0.100000,0.650000,5.996438,0.156763,0.012500,0.993556,0.228911,0.171453,0.227667,0.008333,0.190050,0.008333,1.512246,0.000929,0.999925,201.000000,5.732545,0.328953,0.012500,0.791703,"(0.14357925823187076, 0.09851884384181499)",0.988462,0.956876,0.159019,0.123443,102.836451,46.557377,142.000000,163.000000,305.000000,0.261000,0.100000,15.260000,0.030000,0.408863,0.030398,0.066677
