# Confinement Reference Dataset - Active Polymer N=40
#
# Reference base: H_conf (Shannon entropy in confinement, cavity only)
# All other observables fuzzy-matched with tolerance=0.05 on (Pe, T, kappa)
#
# Use this dataset when correlating confinement observables or mixed observables
# with emphasis on confinement data completeness.
#
# Columns:
# - Pe, T, kappa: simulation parameters (dimensionless)
# - H_free: Shannon entropy in free space
# - lp_free: Persistence length from averaged correlation (normalized)
# - lp_free_individual: Mean of individual polymer persistence lengths (normalized)
# - tau_decorr_free_full: E2E full-vector decorrelation time in free space (seconds)
# - tau_decorr_free_unit: E2E unit-vector decorrelation time in free space (seconds)
# - D_long: Long-time diffusion coefficient in free space (mm²/s)
# - H_conf: Shannon entropy in confinement, CAVITY ONLY (REFERENCE BASE)
# - lp_conf: Persistence length from averaged correlation in confinement (normalized)
# - lp_conf_individual: Mean of individual polymer persistence lengths in confinement (normalized)
# - ttrap: Mean trapping time in cavity (minutes)
# - tau_decorr_cavity_full: E2E full-vector decorrelation time in cavity ONLY (minutes)
# - tau_decorr_cavity_unit: E2E unit-vector decorrelation time in cavity ONLY (minutes)
#
# Rotational number analysis (plateau-based τ_trans):
# - N_rot: Rotational number = τ_rot / τ_trans
# - tau_trans: Saturation time = first crossing of MSD plateau mean (minutes)
# - plateau_mean: MSD plateau mean value (excludes last 20% of signal)
# - tau_rot: Rotational timescale = 1/D_r (minutes, only if α ∈ [0.8, 1.3])
#
# MSD matching RMSE (log-space, over [10-50s] interval):
# - RMSE_D10: RMSE vs experimental 10C MSD
# - RMSE_D20: RMSE vs experimental 20C MSD
# - RMSE_D30: RMSE vs experimental 30C MSD
#
Pe,T,kappa,H_free,lp_free,lp_free_error,lp_free_R2,lp_free_individual,lp_free_individual_std,tau_decorr_free_full,tau_decorr_free_full_error,tau_decorr_free_unit,tau_decorr_free_unit_error,D_long,D_long_error,D_long_R2,D_long_n_points,H_conf,lp_conf,lp_conf_error,lp_conf_R2,lp_conf_individual,ttrap,ttrap_std,tau_decorr_cavity_full,tau_decorr_cavity_unit,transloc_rate_per_hour,transloc_success_rate,transloc_n_success,transloc_n_attempts,transloc_total_events,N_rot,tau_trans,plateau_mean,tau_rot,RMSE_D10,RMSE_D20,RMSE_D30
0.500000,0.300000,0.150000,,,,,,,,,,,,,,,4.709493,0.063112,0.012500,0.974063,"(0.05190971275719, 0.015582665754465602)",3.185696,2.891180,0.084131,0.070080,11.380400,9.448819,12.000000,115.000000,127.000000,0.056000,1.690000,13.560000,0.090000,,,
0.500000,0.300000,0.250000,5.451111,0.063268,0.012500,0.990907,0.068084,0.027170,0.144117,0.008333,0.100321,0.008333,0.591206,0.000396,0.999911,201.000000,4.809498,0.066719,0.012500,0.984269,"(0.0560862033249924, 0.016589778293022404)",2.628402,2.662182,0.084132,0.070891,8.094849,6.285714,11.000000,164.000000,175.000000,0.171000,0.440000,12.280000,0.080000,0.058070,0.338236,0.415048
0.500000,0.300000,0.300000,5.451111,0.063268,0.012500,0.990907,0.068084,0.027170,0.144117,0.008333,0.100321,0.008333,0.591206,0.000396,0.999911,201.000000,4.832471,0.071101,0.012500,0.986140,"(0.05835791923706681, 0.017132600555440795)",2.519493,2.680130,0.084044,0.069532,15.425423,11.797753,21.000000,157.000000,178.000000,0.124000,0.580000,13.000000,0.070000,0.058070,0.338236,0.415048
0.500000,0.300000,0.350000,5.451111,0.063268,0.012500,0.990907,0.068084,0.027170,0.144117,0.008333,0.100321,0.008333,0.591206,0.000396,0.999911,201.000000,4.863466,0.072408,0.012500,0.989089,"(0.06011600954646888, 0.016911053596653992)",2.919151,3.540831,0.088871,0.075311,6.917165,5.357143,9.000000,159.000000,168.000000,0.057000,1.330000,13.500000,0.080000,0.058070,0.338236,0.415048
0.500000,0.300000,0.400000,5.536505,0.068188,0.012500,0.993080,0.074381,0.032949,0.146338,0.008333,0.105022,0.008333,0.601586,0.000111,0.999993,201.000000,4.900759,0.078953,0.012500,0.988308,"(0.06258801213015013, 0.018326502936679947)",2.638889,2.707182,0.082992,0.071210,7.023629,5.882353,9.000000,144.000000,153.000000,0.090000,0.830000,13.120000,0.080000,0.078765,0.314965,0.391399
0.500000,0.300000,0.500000,5.630370,0.073333,0.012500,0.990708,0.081725,0.040104,0.150250,0.008333,0.110834,0.008333,0.653654,0.000162,0.999988,201.000000,5.003010,0.089785,0.012500,0.989820,"(0.06787072101692095, 0.026131522604363758)",2.301204,2.168222,0.091679,0.075204,12.005002,8.648649,16.000000,169.000000,185.000000,0.026000,2.380000,14.290000,0.060000,0.114559,0.275491,0.351901
0.500000,0.300000,0.650000,5.755131,0.081788,0.012500,0.991189,0.094677,0.055665,0.154816,0.008333,0.116909,0.008333,0.795836,0.000111,0.999996,201.000000,5.141981,0.109665,0.012500,0.989513,"(0.0759458147676385, 0.03221559588680419)",1.939242,2.236651,0.095506,0.077414,14.123477,9.895833,19.000000,173.000000,192.000000,0.112000,0.560000,14.300000,0.060000,0.171738,0.216127,0.292423
0.500000,0.300000,0.800000,5.859625,0.091478,0.012500,0.988938,0.111044,0.074494,0.157995,0.008333,0.124363,0.008333,0.929000,0.000437,0.999956,201.000000,5.290182,0.124764,0.012500,0.996817,"(0.0853747115896912, 0.04502274441772231)",1.512708,1.454078,0.097236,0.077528,23.141824,12.749004,32.000000,219.000000,251.000000,0.040000,1.190000,14.610000,0.050000,0.231131,0.156479,0.232186
0.500000,0.300000,1.000000,5.961497,0.106751,0.012500,0.987237,0.137941,0.103388,0.163727,0.008333,0.133572,0.008333,1.100650,0.000482,0.999962,201.000000,5.428291,0.164181,0.012500,0.975167,"(0.09921036230103392, 0.05921791719137327)",1.211691,1.172169,0.106179,0.080732,41.126071,20.000000,56.000000,224.000000,280.000000,0.431000,0.100000,13.330000,0.040000,0.321770,0.070109,0.141286
0.600000,0.050000,0.400000,5.880274,0.091751,0.012500,0.966530,0.103596,0.049377,0.147240,0.008333,0.082934,0.008333,0.982280,0.001325,0.999638,201.000000,5.556850,0.126801,0.012500,0.995015,"(0.088254520589603, 0.047984584639239436)",1.054610,0.979049,0.091583,0.063919,33.209666,14.720000,92.000000,533.000000,625.000000,0.487000,0.090000,12.550000,0.040000,0.263849,0.123539,0.199236
0.600000,0.200000,0.400000,5.533035,0.070532,0.012500,0.990458,0.076812,0.031863,0.124922,0.008333,0.078774,0.008333,0.885232,0.002846,0.997948,201.000000,5.072195,0.093656,0.012500,0.984249,"(0.06629393959184099, 0.02585405563764403)",1.685166,1.841577,0.080266,0.062996,22.888283,12.857143,63.000000,427.000000,490.000000,0.063000,0.910000,13.840000,0.060000,0.142431,0.250079,0.324866
0.800000,0.020000,0.150000,,,,,,,,,,,,,,,4.930219,0.060750,0.012500,0.978158,"(0.057940998042055145, 0.013706583394532124)",3.161847,3.888478,0.051712,0.033010,14.475271,10.526316,20.000000,170.000000,190.000000,0.075000,1.410000,14.470000,0.110000,,,
0.800000,0.020000,0.250000,,,,,,,,,,,,,,,5.610582,0.100945,0.012500,0.998480,"(0.08303900774011994, 0.044358412566409454)",1.001930,0.963065,0.060713,0.042914,35.357787,12.860892,49.000000,332.000000,381.000000,0.597000,0.070000,12.970000,0.040000,,,
0.800000,0.020000,0.350000,5.952152,0.119206,0.012500,0.975833,0.170775,0.131227,0.118224,0.008333,0.096558,0.008333,2.633936,0.000699,0.999986,201.000000,5.838083,0.217057,0.012500,0.997039,"(0.13077531473406603, 0.07993323126562596)",0.575679,0.530867,0.066101,0.048507,84.197682,20.909091,115.000000,435.000000,550.000000,0.301000,0.050000,16.730000,0.020000,0.731425,0.351497,0.269683
0.800000,0.020000,0.400000,,,,,,,,,,,,,,,5.762406,0.303219,0.012500,0.929516,"(0.14958166271869203, 0.09799352435217769)",0.523315,0.528254,0.068357,0.049872,124.662775,31.386861,172.000000,376.000000,548.000000,0.243000,0.040000,13.570000,0.010000,,,
0.800000,0.020000,0.500000,,,,,,,,,,,,,,,5.531661,0.259007,0.012500,0.963731,"(0.1856480263417525, 0.12355609173779797)",0.415294,0.413445,0.073883,0.054257,304.803842,61.482558,423.000000,265.000000,688.000000,,0.040000,16.160000,0.000000,,,
0.800000,0.020000,0.650000,5.820433,0.180360,0.012500,0.981293,0.264144,0.188422,0.124701,0.008333,0.107228,0.008333,3.994348,0.001724,0.999963,201.000000,5.151627,0.296893,0.012500,0.904895,"(0.21307644517379826, 0.13877103547101227)",0.349413,0.318702,0.071485,0.054273,510.990991,93.659181,709.000000,48.000000,757.000000,,0.040000,18.210000,0.000000,0.901842,0.520840,0.440545
0.800000,0.040000,0.150000,,,,,,,,,,,,,,,4.878992,0.063814,0.012500,0.978502,"(0.05747565508475268, 0.012377361631069365)",3.103745,3.068661,0.049422,0.035715,5.077574,2.777778,6.000000,210.000000,216.000000,0.051000,1.950000,14.300000,0.100000,,,
0.800000,0.040000,0.250000,,,,,,,,,,,,,,,5.358741,0.087843,0.012500,0.992952,"(0.07063044955475015, 0.02735557603380163)",1.617934,2.182597,0.058401,0.042878,12.976313,4.713805,14.000000,283.000000,297.000000,0.089000,0.650000,14.650000,0.060000,,,
0.800000,0.040000,0.350000,5.952152,0.119206,0.012500,0.975833,0.170775,0.131227,0.118224,0.008333,0.096558,0.008333,2.633936,0.000699,0.999986,201.000000,5.756336,0.149529,0.012500,0.996585,"(0.10158376410227923, 0.05952600833824427)",0.785532,0.776403,0.067637,0.049001,33.408950,9.803922,45.000000,414.000000,459.000000,0.484000,0.050000,13.000000,0.030000,0.731425,0.351497,0.269683
0.800000,0.040000,0.400000,,,,,,,,,,,,,,,5.827994,0.199165,0.012500,0.996596,"(0.11574352708160372, 0.06992252848419482)",0.645879,0.637595,0.066461,0.047765,53.060389,15.094340,72.000000,405.000000,477.000000,0.351000,0.060000,15.040000,0.020000,,,
0.800000,0.040000,0.500000,,,,,,,,,,,,,,,5.814057,0.259007,0.012500,0.963731,"(0.14354958829608294, 0.09392038006055732)",0.552311,0.514640,0.069639,0.050846,96.284198,22.091062,131.000000,462.000000,593.000000,0.258000,0.060000,18.410000,0.010000,,,
0.800000,0.040000,0.650000,5.820433,0.180360,0.012500,0.981293,0.264144,0.188422,0.124701,0.008333,0.107228,0.008333,3.994348,0.001724,0.999963,201.000000,5.606466,0.296893,0.012500,0.904895,"(0.17621821660478262, 0.1179903445496738)",0.453891,0.446114,0.071491,0.051441,283.146066,60.681115,392.000000,254.000000,646.000000,,0.050000,17.100000,0.000000,0.901842,0.520840,0.440545
0.800000,0.060000,0.150000,,,,,,,,,,,,,,,4.797185,0.066114,0.012500,0.985106,"(0.05643964628313502, 0.011211839779702975)",3.614069,4.519236,0.050130,0.038371,5.137964,3.614458,3.000000,80.000000,83.000000,0.146000,0.690000,13.910000,0.100000,,,
0.800000,0.060000,0.250000,,,,,,,,,,,,,,,5.212557,0.086857,0.012500,0.988836,"(0.06694744888306395, 0.0229862036250861)",1.881572,1.887337,0.057749,0.044205,5.911330,2.777778,4.000000,140.000000,144.000000,0.037000,1.860000,17.310000,0.070000,,,
0.800000,0.060000,0.350000,5.952152,0.119206,0.012500,0.975833,0.170775,0.131227,0.118224,0.008333,0.096558,0.008333,2.633936,0.000699,0.999986,201.000000,5.522015,0.110409,0.012500,0.993827,"(0.08323811113138033, 0.037600203291836665)",1.203246,1.253207,0.060176,0.045512,16.763679,5.714286,12.000000,198.000000,210.000000,0.100000,0.370000,14.330000,0.040000,0.731425,0.351497,0.269683
0.800000,0.060000,0.400000,5.818565,0.078381,0.012500,0.957550,0.088010,0.042233,0.102784,0.008333,0.080604,0.008333,1.130313,0.000098,0.999999,201.000000,5.684991,0.142869,0.012500,0.998020,"(0.09436539202416622, 0.04696248111371145)",0.940564,0.936250,0.062970,0.046854,27.014218,9.223301,19.000000,187.000000,206.000000,,0.070000,14.480000,0.000000,0.364022,0.058703,0.101545
0.800000,0.060000,0.500000,5.987801,0.093007,0.012500,0.966444,0.113237,0.074602,0.106328,0.008333,0.086304,0.008333,1.524941,0.000391,0.999987,201.000000,5.796560,0.203492,0.012500,0.998142,"(0.12167197591872464, 0.07497106225829697)",0.644155,0.590029,0.068718,0.048941,51.048089,12.969925,69.000000,463.000000,532.000000,0.351000,0.060000,15.790000,0.020000,0.497034,0.124722,0.037106
0.800000,0.060000,0.650000,5.820433,0.180360,0.012500,0.981293,0.264144,0.188422,0.124701,0.008333,0.107228,0.008333,3.994348,0.001724,0.999963,201.000000,5.803764,0.296893,0.012500,0.904895,"(0.15473556913740516, 0.09879164267388366)",0.475027,0.471525,0.073755,0.052183,136.827365,29.780564,190.000000,448.000000,638.000000,0.234000,0.050000,16.000000,0.010000,0.901842,0.520840,0.440545
0.800000,0.080000,0.150000,,,,,,,,,,,,,,,4.780592,0.062162,0.012500,0.979866,"(0.05693561601849392, 0.011357439043192929)",3.380814,3.189538,0.052433,0.040122,4.372470,3.125000,3.000000,93.000000,96.000000,0.029000,2.910000,15.390000,0.080000,,,
0.800000,0.080000,0.250000,,,,,,,,,,,,,,,5.080348,0.076489,0.012500,0.982139,"(0.06396529892232225, 0.01814593646552907)",2.105650,2.307150,0.054125,0.043638,14.979196,4.580153,6.000000,125.000000,131.000000,,0.630000,14.490000,0.000000,,,
0.800000,0.080000,0.350000,,,,,,,,,,,,,,,5.363296,0.108012,0.012500,0.991523,"(0.07512371083245437, 0.026624102543179946)",1.481680,1.469890,0.059136,0.045922,14.481094,7.518797,10.000000,123.000000,133.000000,,0.270000,14.070000,0.000000,,,
0.800000,0.080000,0.400000,5.818565,0.078381,0.012500,0.957550,0.088010,0.042233,0.102784,0.008333,0.080604,0.008333,1.130313,0.000098,0.999999,201.000000,5.497878,0.117065,0.012500,0.995609,"(0.08343847744767055, 0.03949954369757325)",1.193801,1.176016,0.059508,0.045894,12.841855,5.000000,9.000000,171.000000,180.000000,0.077000,0.520000,15.670000,0.040000,0.364022,0.058703,0.101545
0.800000,0.080000,0.500000,5.987801,0.093007,0.012500,0.966444,0.113237,0.074602,0.106328,0.008333,0.086304,0.008333,1.524941,0.000391,0.999987,201.000000,5.693544,0.160030,0.012500,0.996915,"(0.10473585535091853, 0.05907953754253024)",0.810113,0.877674,0.063378,0.048536,35.386159,11.238532,49.000000,387.000000,436.000000,0.389000,0.070000,16.700000,0.030000,0.497034,0.124722,0.037106
0.800000,0.080000,0.650000,6.028605,0.134702,0.012500,0.988017,0.190747,0.145106,0.114285,0.008333,0.095902,0.008333,2.742353,0.000526,0.999993,201.000000,5.803365,0.240249,0.012500,0.993211,"(0.13672989637557778, 0.0888634166616427)",0.549150,0.511731,0.070416,0.050087,85.113204,20.959147,118.000000,445.000000,563.000000,0.296000,0.050000,15.920000,0.020000,0.737153,0.357279,0.275387
0.800000,0.100000,0.150000,,,,,,,,,,,,,,,4.726811,0.067028,0.012500,0.988112,"(0.05583218760413482, 0.011208553132618771)",3.200000,3.125236,0.050230,0.041607,4.111936,2.941176,2.000000,66.000000,68.000000,0.088000,0.920000,14.320000,0.080000,,,
0.800000,0.100000,0.250000,,,,,,,,,,,,,,,4.965510,0.074679,0.012500,0.986390,"(0.061747692691302536, 0.014625585224688133)",1.991204,2.184719,0.057827,0.044981,4.584041,2.608696,3.000000,112.000000,115.000000,,0.370000,13.950000,0.000000,,,
0.800000,0.100000,0.350000,,,,,,,,,,,,,,,5.248268,0.095172,0.012500,0.987517,"(0.07179687352448624, 0.023388769443765018)",1.682222,1.671786,0.058061,0.044598,12.080537,6.349206,8.000000,118.000000,126.000000,0.222000,0.230000,13.850000,0.050000,,,
0.800000,0.100000,0.400000,5.818565,0.078381,0.012500,0.957550,0.088010,0.042233,0.102784,0.008333,0.080604,0.008333,1.130313,0.000098,0.999999,201.000000,5.420618,0.106081,0.012500,0.991218,"(0.07802498624739035, 0.03221249419208449)",1.209792,1.375605,0.061489,0.048046,18.705036,6.878307,13.000000,176.000000,189.000000,0.101000,0.420000,15.220000,0.040000,0.364022,0.058703,0.101545
0.800000,0.100000,0.500000,5.987801,0.093007,0.012500,0.966444,0.113237,0.074602,0.106328,0.008333,0.086304,0.008333,1.524941,0.000391,0.999987,201.000000,5.613883,0.132203,0.012500,0.995524,"(0.09467107622895563, 0.04964006746074148)",0.954386,0.894935,0.063998,0.048611,22.678317,7.077626,31.000000,407.000000,438.000000,,0.070000,15.290000,0.000000,0.497034,0.124722,0.037106
0.800000,0.100000,0.650000,6.051382,0.120218,0.012500,0.988551,0.161888,0.122169,0.110397,0.008333,0.092300,0.008333,2.127748,0.001257,0.999931,201.000000,5.753905,0.200972,0.012500,0.999391,"(0.11953657204261935, 0.0746837844168336)",0.653125,0.638093,0.068318,0.049023,47.522339,12.896825,65.000000,439.000000,504.000000,0.339000,0.050000,14.470000,0.020000,0.659668,0.280843,0.197760
0.800000,0.100000,1.000000,,,,,,,,,,,,,,,5.681791,0.928863,0.012500,0.739398,"(0.17229062328666164, 0.11489813720915322)",0.427026,0.395069,0.079209,0.054282,274.423271,57.926829,380.000000,276.000000,656.000000,0.177000,0.040000,14.040000,0.010000,,,
0.800000,0.100000,3.000000,,,,,,,,,,,,,,,4.768974,,,,"(0.2549866744426385, 0.15941937382433183)",0.283815,0.238379,0.084319,0.061952,593.374822,100.000000,821.000000,0.000000,821.000000,,0.040000,18.460000,0.000000,,,
0.800000,0.100000,5.000000,,,,,,,,,,,,,,,4.667018,,,,"(0.27150960323071216, 0.16519809468781105)",0.247605,0.185464,0.084748,0.068401,616.690016,100.000000,856.000000,0.000000,856.000000,,0.040000,18.860000,0.000000,,,
0.800000,0.100000,10.000000,,,,,,,,,,,,,,,4.853310,,,,"(0.2732716644097065, 0.16558483095578674)",0.219877,0.188754,0.094860,0.150626,638.558559,100.000000,886.000000,0.000000,886.000000,,0.040000,14.920000,0.000000,,,
0.800000,0.150000,0.150000,,,,,,,,,,,,,,,4.733877,0.060565,0.012500,0.993242,"(0.054513092702716766, 0.013489805650019148)",2.791288,3.348435,0.057062,0.045726,4.227006,3.125000,3.000000,93.000000,96.000000,0.037000,1.900000,14.460000,0.070000,,,
0.800000,0.150000,0.250000,,,,,,,,,,,,,,,4.877104,0.064294,0.012500,0.989444,"(0.059111031748068164, 0.016024973675350235)",2.620874,2.741003,0.056056,0.045562,11.575563,2.702703,3.000000,108.000000,111.000000,0.169000,0.380000,14.020000,0.060000,,,
0.800000,0.150000,0.350000,,,,,,,,,,,,,,,5.060992,0.076240,0.012500,0.990447,"(0.06543229567786146, 0.023065287158870993)",2.251282,2.643591,0.055076,0.045373,10.035842,6.140351,7.000000,107.000000,114.000000,0.031000,1.800000,15.650000,0.060000,,,
0.800000,0.150000,0.400000,5.818565,0.078381,0.012500,0.957550,0.088010,0.042233,0.102784,0.008333,0.080604,0.008333,1.130313,0.000098,0.999999,201.000000,5.152392,0.081231,0.012500,0.985814,"(0.06875856773462091, 0.02341757661411976)",1.792366,2.003650,0.059312,0.047668,7.081038,3.378378,5.000000,143.000000,148.000000,0.041000,1.260000,14.650000,0.050000,0.364022,0.058703,0.101545
0.800000,0.150000,0.500000,5.987801,0.093007,0.012500,0.966444,0.113237,0.074602,0.106328,0.008333,0.086304,0.008333,1.524941,0.000391,0.999987,201.000000,5.357487,0.109354,0.012500,0.991165,"(0.078267926857438, 0.030787227890118247)",1.344489,1.250716,0.059438,0.046620,22.415940,10.909091,30.000000,245.000000,275.000000,0.039000,1.100000,15.230000,0.040000,0.497034,0.124722,0.037106
0.800000,0.150000,0.650000,5.982963,0.097534,0.012500,0.974954,0.120880,0.082146,0.104957,0.008333,0.086902,0.008333,1.641666,0.000845,0.999947,201.000000,5.565535,0.147048,0.012500,0.995157,"(0.09593800811436948, 0.054289286045517436)",0.927986,0.959550,0.063331,0.048755,29.079160,10.638298,40.000000,336.000000,376.000000,0.014000,2.160000,16.860000,0.030000,0.522496,0.148118,0.061417
0.800000,0.200000,0.150000,,,,,,,,,,,,,,,4.694531,0.056798,0.012500,0.994170,"(0.0522770502537455, 0.011803065872325736)",2.815407,2.735521,0.052570,0.044578,8.920928,5.612245,11.000000,185.000000,196.000000,0.041000,1.580000,14.040000,0.060000,,,
0.800000,0.200000,0.250000,,,,,,,,,,,,,,,4.834226,0.064923,0.012500,0.992097,"(0.0563584212492621, 0.013233214729980087)",2.233333,2.231091,0.055533,0.047016,10.408922,6.896552,14.000000,189.000000,203.000000,0.058000,0.920000,14.140000,0.050000,,,
0.800000,0.200000,0.350000,,,,,,,,,,,,,,,4.965450,0.070839,0.012500,0.992182,"(0.06136371844435191, 0.017294041637490386)",1.955531,1.975724,0.055770,0.046156,14.007782,7.228916,18.000000,231.000000,249.000000,0.199000,0.250000,13.570000,0.050000,,,
0.800000,0.200000,0.400000,,,,,,,,,,,,,,,5.011513,0.074845,0.012500,0.987848,"(0.06397553796378418, 0.01977873631483403)",2.022673,1.896534,0.056529,0.046651,8.260325,4.954955,11.000000,211.000000,222.000000,0.053000,0.930000,14.460000,0.050000,,,
0.800000,0.200000,0.500000,,,,,,,,,,,,,,,5.140779,0.088510,0.012500,0.989200,"(0.06991710480125682, 0.024509699422057427)",1.757315,1.904812,0.059671,0.049264,14.669927,8.130081,20.000000,226.000000,246.000000,0.029000,1.610000,14.890000,0.050000,,,
0.800000,0.200000,0.650000,5.873450,0.086345,0.012500,0.978587,0.100864,0.059884,0.102726,0.008333,0.085079,0.008333,1.305891,0.000557,0.999964,201.000000,5.355289,0.109886,0.012500,0.990895,"(0.08150004668682381, 0.03873684768411832)",1.223684,1.170400,0.062643,0.049327,16.534447,7.166124,22.000000,285.000000,307.000000,0.074000,0.520000,14.330000,0.040000,0.447692,0.082496,0.022093
0.800000,0.300000,0.150000,,,,,,,,,,,,,,,4.706252,0.050787,0.012500,0.987649,"(0.0481372109381671, 0.013356474484000245)",2.225543,2.409534,0.057383,0.048875,15.723794,10.994764,21.000000,170.000000,191.000000,0.077000,0.760000,13.300000,0.060000,,,
0.800000,0.300000,0.250000,,,,,,,,,,,,,,,4.755218,0.056110,0.012500,0.991151,"(0.05144864366048294, 0.012975715355004346)",1.968168,1.785893,0.055534,0.047597,13.195343,7.234043,17.000000,218.000000,235.000000,0.081000,0.710000,13.370000,0.060000,,,
0.800000,0.300000,0.350000,,,,,,,,,,,,,,,4.882354,0.062571,0.012500,0.993460,"(0.05576536430024481, 0.01769195035352937)",2.094411,2.540645,0.057457,0.048822,11.849414,9.039548,16.000000,161.000000,177.000000,0.187000,0.260000,13.880000,0.050000,,,
0.800000,0.300000,0.400000,,,,,,,,,,,,,,,4.931893,0.065314,0.012500,0.994182,"(0.05741251046061153, 0.01715646402767501)",1.827670,1.728307,0.057336,0.048349,12.376137,7.456140,17.000000,211.000000,228.000000,0.018000,2.890000,15.140000,0.050000,,,
0.800000,0.300000,0.500000,,,,,,,,,,,,,,,4.964438,0.071954,0.012500,0.992462,"(0.06116521198870828, 0.018035235330875157)",1.859135,1.760948,0.057355,0.047921,8.202154,4.845815,11.000000,216.000000,227.000000,0.239000,0.190000,13.210000,0.050000,,,
0.800000,0.300000,0.650000,,,,,,,,,,,,,,,5.083255,0.081672,0.012500,0.992397,"(0.06731130887053761, 0.02212532188903973)",1.492095,1.602416,0.059672,0.048563,17.405928,8.214286,23.000000,257.000000,280.000000,0.131000,0.350000,13.770000,0.050000,,,
1.000000,0.020000,0.150000,5.332403,0.020635,0.012500,0.512394,0.038187,0.058834,0.165766,0.008333,0.093747,0.008333,13.848177,0.038392,0.998473,201.000000,4.855339,0.056998,0.012500,0.983136,"(0.05492746091302126, 0.011505340717909845)",2.626989,2.785023,0.042086,0.028937,18.729677,10.666667,24.000000,201.000000,225.000000,0.110000,0.960000,14.360000,0.110000,1.275571,0.893689,0.816428
1.000000,0.020000,0.250000,5.568467,0.066432,0.012500,0.922764,0.070840,0.021096,0.082919,0.008333,0.033450,0.008333,0.892626,0.000206,0.999989,201.000000,5.391672,0.077121,0.012500,0.994678,"(0.06917813126402166, 0.02704755903394159)",1.176742,1.340732,0.048718,0.033654,21.306122,7.631579,29.000000,351.000000,380.000000,0.247000,0.200000,13.710000,0.050000,0.284337,0.119793,0.183321
1.000000,0.020000,0.350000,5.979256,0.096011,0.012500,0.971636,0.121508,0.080917,0.091074,0.008333,0.070657,0.008333,2.344583,0.001163,0.999951,201.000000,5.814220,0.137215,0.012500,0.997730,"(0.10863154909782827, 0.062069754778876676)",0.597244,0.576406,0.051708,0.036973,64.570738,15.949821,89.000000,469.000000,558.000000,0.353000,0.050000,16.400000,0.020000,0.702949,0.324312,0.240939
1.000000,0.020000,0.400000,5.459554,0.074537,0.012500,0.969217,0.079599,0.021328,0.077214,0.008333,0.033581,0.008333,0.785220,0.000440,0.999937,201.000000,5.858205,0.212047,0.012500,0.991352,"(0.12811972474643615, 0.07976569311429851)",0.469918,0.411968,0.054994,0.037286,104.474002,22.712934,144.000000,490.000000,634.000000,0.320000,0.040000,16.240000,0.010000,0.211199,0.189315,0.258786
1.000000,0.020000,0.500000,6.013196,0.119593,0.012500,0.981834,0.165114,0.124632,0.092502,0.008333,0.076130,0.008333,3.082926,0.001109,0.999974,201.000000,5.729042,0.336145,0.012500,0.827901,"(0.16525663082154432, 0.1051987985515794)",0.361245,0.332828,0.055301,0.035283,238.118215,40.768278,329.000000,478.000000,807.000000,0.219000,0.040000,14.270000,0.010000,0.818705,0.438737,0.356858
1.000000,0.020000,0.650000,5.917281,0.152234,0.012500,0.982577,0.223099,0.166361,0.096480,0.008333,0.081810,0.008333,4.254910,0.001356,0.999980,201.000000,5.347537,0.339333,0.012500,0.836835,"(0.2050285523513841, 0.1367039261381672)",0.296225,0.282033,0.059442,0.036284,526.442308,79.956188,730.000000,183.000000,913.000000,,0.040000,17.120000,0.000000,0.942592,0.561959,0.480903
1.000000,0.040000,0.150000,5.332403,0.020635,0.012500,0.512394,0.038187,0.058834,0.165766,0.008333,0.093747,0.008333,13.848177,0.038392,0.998473,201.000000,4.787536,0.057862,0.012500,0.982927,"(0.05410715906765667, 0.010468794403511372)",2.412759,2.765306,0.043855,0.030841,8.260670,3.968254,10.000000,242.000000,252.000000,0.026000,3.470000,16.920000,0.090000,1.275571,0.893689,0.816428
1.000000,0.040000,0.250000,5.568467,0.066432,0.012500,0.922764,0.070840,0.021096,0.082919,0.008333,0.033450,0.008333,0.892626,0.000206,0.999989,201.000000,5.216678,0.075286,0.012500,0.989113,"(0.06321425054214941, 0.01851632062022743)",1.530876,1.703953,0.047261,0.033261,19.703535,7.843137,24.000000,282.000000,306.000000,0.035000,1.740000,16.720000,0.060000,0.284337,0.119793,0.183321
1.000000,0.040000,0.350000,5.979256,0.096011,0.012500,0.971636,0.121508,0.080917,0.091074,0.008333,0.070657,0.008333,2.344583,0.001163,0.999951,201.000000,5.626915,0.108217,0.012500,0.997419,"(0.08347644125102555, 0.04359085928532069)",0.849586,0.863136,0.049954,0.036965,34.979757,10.212766,48.000000,422.000000,470.000000,0.029000,1.030000,17.180000,0.030000,0.702949,0.324312,0.240939
1.000000,0.040000,0.400000,5.459554,0.074537,0.012500,0.969217,0.079599,0.021328,0.077214,0.008333,0.033581,0.008333,0.785220,0.000440,0.999937,201.000000,5.752017,0.132758,0.012500,0.997334,"(0.09908266990431377, 0.05612835752220356)",0.692478,0.644436,0.052310,0.038694,43.946368,10.912343,61.000000,498.000000,559.000000,0.422000,0.060000,15.940000,0.020000,0.211199,0.189315,0.258786
1.000000,0.040000,0.500000,6.013196,0.119593,0.012500,0.981834,0.165114,0.124632,0.092502,0.008333,0.076130,0.008333,3.082926,0.001109,0.999974,201.000000,5.835440,0.209079,0.012500,0.997815,"(0.12610356495344244, 0.07716090355485505)",0.496848,0.472016,0.052883,0.037361,90.774465,18.340611,126.000000,561.000000,687.000000,0.318000,0.040000,15.160000,0.010000,0.818705,0.438737,0.356858
